vehID FromStopID ToStopID Uhrzeit(Ist) Uhrzeit(Soll) Delay Drive_Continue
79 43 32 720 695 25 yes
64 1 82 724 689 35 yes
39 35 35 725 690 35 yes
12 66 1 726 681 45 yes
25 32 82 727 707 20 yes
90 9 19 728 703 25 yes
5 55 55 731 691 40 yes
8 19 73 731 731 0 yes
70 73 9 731 701 30 yes
74 47 57 731 711 20 yes
67 96 96 731 701 30 yes
8 73 9 731 726 5 yes
49 82 56 734 709 25 yes
65 64 13 734 709 25 yes
38 45 29 735 675 60 yes
17 82 49 735 700 35 yes
37 2 4 735 735 0 yes
2 78 78 736 716 20 yes
76 74 161 737 717 20 no
63 42 42 739 694 45 yes
85 31 0 740 705 35 yes
4 135 4 740 690 50 yes
6 74 2 740 710 30 yes
48 6 4 740 710 30 yes
14 163 109 740 740 0 yes
13 96 96 741 696 45 yes
71 69 52 743 713 30 yes
83 9 19 743 693 50 yes
62 2 63 743 713 30 yes
33 56 51 744 694 50 yes
35 15 15 745 705 40 yes
80 4 6 745 730 15 yes
92 4 4 747 702 45 yes
51 58 4 747 712 35 yes
56 15 15 750 715 35 yes
37 4 6 750 750 0 yes
72 4 4 752 722 30 yes
50 16 6 753 718 35 yes
55 27 28 754 704 50 yes
87 6 29 755 710 45 yes
27 6 4 755 710 45 yes
58 42 29 755 725 30 yes
14 109 0 755 755 0 yes
28 24 4 757 727 30 yes
66 113 16 758 738 20 yes
68 1 33 759 734 25 yes
10 1 10 760 710 50 yes
81 4 79 760 720 40 yes
65 13 14 760 735 25 yes
80 6 6 760 745 15 yes
94 0 1 764 749 15 yes
11 100 69 764 734 30 yes
22 4 26 765 710 55 yes
30 47 57 766 711 55 yes
79 32 32 766 731 35 yes
39 35 6 767 732 35 yes
74 57 1 768 748 20 yes
21 1 10 770 720 50 yes
18 29 4 770 730 40 yes
37 6 88 770 765 5 yes
82 48 6 771 731 40 yes
17 49 49 772 737 35 yes
73 6 6 774 724 50 yes
5 55 4 774 734 40 yes
23 29 29 775 720 55 yes
20 49 49 775 730 45 yes
36 6 75 775 725 50 yes
25 82 28 775 755 20 yes
85 0 0 775 740 35 yes
71 52 52 777 747 30 yes
37 88 88 779 774 5 yes
80 6 24 780 765 15 yes
15 19 73 781 726 55 yes
8 9 88 781 776 5 yes
62 63 63 781 751 30 yes
2 78 60 782 762 20 yes
1 39 39 783 738 45 yes
67 96 1 784 749 35 yes
49 56 56 784 759 25 yes
68 33 33 784 759 25 yes
37 88 5 785 780 5 yes
29 162 66 785 785 0 yes
8 88 88 787 782 5 yes
31 111 20 788 733 55 yes
74 1 33 788 768 20 yes
48 4 4 790 750 40 yes
56 15 6 790 750 40 yes
72 4 12 790 760 30 yes
14 0 0 791 786 5 yes
29 66 1 791 791 0 yes
32 166 29 791 786 5 yes
50 6 6 793 758 35 yes
35 15 6 795 755 40 yes
92 4 35 795 745 50 yes
16 163 6 795 795 0 yes
9 168 9 796 786 10 yes
25 28 28 798 778 20 yes
26 163 33 798 788 10 yes
7 60 60 799 749 50 yes
91 29 4 800 770 30 yes
63 42 29 800 750 50 yes
87 29 29 800 755 45 yes
19 162 71 800 800 0 yes
27 4 4 801 756 45 yes
90 19 52 803 778 25 yes
52 163 33 803 803 0 yes
89 60 60 804 764 40 yes
53 163 50 804 799 5 yes
6 2 160 805 770 35 no
51 4 29 805 760 45 yes
58 29 45 805 775 30 yes
41 166 23 805 800 5 yes
70 9 4 806 776 30 yes
13 96 1 807 752 55 yes
79 32 43 807 772 35 yes
16 6 50 807 797 10 yes
74 33 18 808 788 20 yes
19 71 60 808 798 10 yes
66 16 1 809 789 20 yes
59 160 133 810 805 5 yes
33 51 51 811 761 50 yes
71 52 51 812 772 40 yes
81 79 79 813 773 40 yes
65 14 4 813 783 30 yes
94 1 90 813 798 15 yes
62 63 2 813 783 30 yes
68 33 34 813 788 25 yes
54 163 6 813 813 0 yes
11 69 69 814 779 35 yes
64 82 66 815 775 40 yes
38 29 6 815 745 70 yes
28 4 6 815 785 30 yes
32 29 46 815 810 5 yes
52 33 146 815 810 5 yes
82 6 6 816 776 40 yes
9 9 57 818 808 10 yes
53 50 6 819 814 5 yes
41 23 9 819 814 5 yes
59 133 81 819 814 5 yes
4 4 33 820 765 55 yes
8 88 5 820 810 10 yes
26 33 76 820 805 15 yes
80 24 24 821 801 20 yes
17 49 59 823 788 35 yes
20 49 59 823 768 55 yes
49 56 51 824 799 25 yes
40 160 10 824 824 0 yes
73 6 91 825 775 50 yes
85 0 37 825 790 35 yes
54 6 58 825 825 0 yes
12 1 4 827 777 50 yes
14 0 109 827 822 5 yes
25 28 27 827 802 25 yes
66 1 1 829 809 20 yes
39 6 29 830 795 35 yes
91 4 4 830 800 30 yes
18 4 29 832 792 40 yes
23 29 4 835 770 65 yes
37 5 161 835 820 15 no
72 12 67 835 805 30 yes
15 73 9 836 771 65 yes
30 57 7 838 783 55 yes
1 39 142 840 795 45 yes
48 4 35 840 800 40 yes
50 6 58 840 805 35 yes
70 4 117 840 805 35 yes
94 90 90 840 825 15 yes
80 24 4 842 822 20 yes
83 19 23 843 793 50 yes
59 81 81 843 838 5 yes
58 45 45 844 814 30 yes
28 6 90 845 810 35 yes
87 29 30 846 801 45 yes
52 146 130 846 836 10 yes
22 26 93 847 792 55 yes
29 1 6 847 847 0 yes
54 58 58 847 847 0 yes
55 28 28 848 788 60 yes
40 10 0 848 843 5 yes
89 60 61 849 809 40 yes
27 4 65 850 805 45 yes
66 1 10 850 830 20 yes
36 75 75 851 801 50 yes
51 29 29 851 801 50 yes
62 2 2 851 816 35 yes
57 163 1 851 851 0 yes
29 6 6 852 852 0 yes
54 58 4 852 852 0 yes
7 60 78 854 799 55 yes
65 4 4 854 824 30 yes
5 4 29 855 815 40 yes
81 79 6 855 810 45 yes
64 66 66 855 815 40 yes
90 52 52 857 827 30 yes
11 69 70 857 822 35 yes
52 130 130 857 847 10 yes
59 81 15 859 854 5 yes
31 20 165 860 805 55 no
68 34 54 860 835 25 yes
82 6 42 861 821 40 yes
33 51 52 863 803 60 yes
57 1 31 863 858 5 yes
10 10 10 865 810 55 yes
92 35 35 865 815 50 yes
39 29 29 865 820 45 yes
91 4 26 865 830 35 yes
72 67 67 865 825 40 yes
49 51 51 866 841 25 yes
74 18 18 867 842 25 yes
94 90 19 868 853 15 yes
95 165 43 870 865 5 yes
56 6 50 870 830 40 yes
63 29 168 870 815 55 no
79 43 43 870 835 35 yes
14 109 109 870 855 15 yes
29 6 90 870 865 5 yes
26 76 101 873 858 15 yes
18 29 29 873 833 40 yes
75 166 73 873 873 0 yes
2 60 60 874 844 30 yes
19 60 60 874 864 10 yes
32 46 46 874 859 15 yes
21 10 10 875 825 50 yes
35 6 6 875 835 40 yes
8 5 5 875 865 10 yes
58 45 29 875 845 30 yes
59 15 133 875 865 10 yes
95 43 32 875 860 15 yes
67 1 4 876 841 35 yes
41 9 9 876 871 5 yes
9 57 23 878 868 10 yes
53 6 29 878 868 10 yes
52 130 16 879 869 10 yes
16 50 50 880 865 15 yes
4 33 33 880 825 55 yes
54 4 6 880 880 0 yes
54 6 6 880 880 0 yes
12 4 4 881 831 50 yes
75 73 82 881 876 5 yes
41 9 57 883 878 5 yes
65 4 6 885 855 30 yes
68 54 54 885 850 35 yes
54 6 58 885 885 0 yes
38 6 6 886 806 80 yes
62 2 2 888 843 45 yes
53 29 29 888 873 15 yes
25 27 28 889 859 30 yes
9 23 23 889 869 20 yes
71 51 51 890 850 40 yes
80 4 4 890 870 20 yes
32 46 29 890 865 25 yes
8 5 16 890 875 15 yes
29 90 90 893 888 5 yes
49 51 56 895 870 25 yes
5 29 29 896 856 40 yes
50 58 58 897 857 40 yes
17 59 28 898 853 45 yes
28 90 1 898 863 35 yes
26 101 101 898 878 20 yes
40 0 1 899 889 10 yes
64 66 1 899 849 50 yes
48 35 35 900 855 45 yes
83 23 23 900 845 55 yes
14 109 0 900 875 25 yes
30 7 7 901 846 55 yes
1 142 97 901 851 50 yes
57 31 10 901 896 5 yes
94 19 73 901 886 15 yes
73 91 58 902 852 50 yes
45 168 75 902 892 10 yes
77 168 6 903 903 0 yes
74 18 16 903 868 35 yes
29 90 19 903 888 15 yes
86 164 73 903 903 0 yes
36 75 4 904 854 50 yes
70 117 168 905 870 35 no
51 29 30 905 855 50 yes
53 29 41 905 890 15 yes
54 58 58 907 907 0 yes
2 60 61 909 879 30 yes
79 43 32 910 870 40 yes
16 50 25 910 895 15 yes
22 93 16 912 852 60 yes
54 58 4 912 902 10 yes
95 32 32 913 898 15 yes
85 37 38 914 869 45 yes
81 6 6 914 869 45 yes
27 65 65 915 870 45 yes
67 4 4 915 880 35 yes
80 4 35 915 890 25 yes
77 6 42 915 905 10 yes
59 133 160 916 901 15 no
52 16 1 916 906 10 yes
94 73 9 916 896 20 yes
84 163 9 916 911 5 yes
13 1 6 917 852 65 yes
90 52 51 917 887 30 yes
20 59 32 918 853 65 yes
87 30 6 919 874 45 yes
44 162 49 919 919 0 yes
82 42 42 920 875 45 yes
18 29 4 920 880 40 yes
35 6 24 920 880 40 yes
43 160 0 920 920 0 yes
23 4 9 922 857 65 yes
92 35 6 922 872 50 yes
9 23 9 924 904 20 yes
66 10 96 925 900 25 yes
72 67 6 925 880 45 yes
58 29 29 925 890 35 yes
44 49 59 925 925 0 yes
52 1 1 926 916 10 yes
93 169 126 926 926 0 yes
11 70 56 927 892 35 yes
91 26 113 927 892 35 yes
47 160 0 927 922 5 yes
39 29 30 930 885 45 yes
75 82 66 930 915 15 yes
45 75 4 930 910 20 yes
10 10 0 933 878 55 yes
71 51 52 933 888 45 yes
84 9 57 933 928 5 yes
12 4 6 935 880 55 yes
65 6 29 935 905 30 yes
68 54 33 935 900 35 yes
43 0 37 935 930 5 yes
29 19 23 936 916 20 yes
95 32 43 936 921 15 yes
21 10 0 938 883 55 yes
41 57 166 938 933 5 no
93 126 115 939 939 0 yes
5 29 46 940 900 40 yes
49 56 56 941 906 35 yes
86 73 100 941 931 10 yes
50 58 4 942 897 45 yes
40 1 6 943 933 10 yes
42 167 54 943 943 0 yes
96 163 65 944 944 0 yes
77 42 42 944 934 10 yes
4 33 18 945 885 60 yes
28 1 10 945 905 40 yes
26 101 16 945 915 30 yes
75 66 66 945 930 15 yes
15 9 9 946 871 75 yes
55 28 27 947 887 60 yes
47 0 109 947 932 15 yes
97 163 1 948 938 10 yes
93 115 126 948 948 0 yes
8 16 25 949 929 20 yes
54 4 4 950 940 10 yes
66 96 96 950 925 25 yes
57 10 96 951 941 10 yes
48 35 6 952 897 55 yes
1 97 97 952 902 50 yes
73 58 58 952 892 60 yes
89 61 69 954 914 40 yes
52 1 47 955 945 10 yes
42 54 33 955 945 10 yes
96 65 6 957 957 0 yes
40 6 6 958 948 10 yes
93 126 126 958 958 0 yes
85 38 38 960 915 45 yes
67 4 79 960 925 35 yes
80 35 35 960 925 35 yes
14 0 97 961 926 35 yes
57 96 96 961 951 10 yes
91 113 113 962 917 45 yes
33 52 49 963 898 65 yes
25 28 83 963 928 35 yes
17 28 28 963 913 50 yes
29 23 23 963 943 20 yes
75 66 19 963 938 25 yes
30 7 4 964 909 55 yes
53 41 41 964 939 25 yes
87 6 6 965 910 55 yes
58 29 30 965 930 35 yes
44 59 51 965 965 0 yes
65 29 29 965 935 30 yes
54 4 6 965 955 10 yes
88 164 60 965 965 0 yes
37 161 17 965 955 10 yes
56 50 50 968 918 50 yes
98 162 69 969 969 0 yes
7 78 78 969 904 65 yes
86 100 78 969 959 10 yes
38 6 45 970 885 85 yes
77 42 29 970 955 15 yes
97 1 10 970 960 10 yes
8 25 25 970 950 20 yes
88 60 61 970 970 0 yes
62 2 2 971 916 55 yes
27 65 6 972 927 45 yes
79 32 32 973 923 50 yes
32 29 29 975 950 25 yes
16 25 50 975 955 20 yes
81 6 121 975 920 55 yes
95 43 43 975 960 15 yes
45 4 4 976 956 20 yes
61 162 78 976 966 10 yes
98 69 70 977 972 5 yes
11 56 56 978 943 35 yes
19 60 71 979 969 10 yes
36 4 6 980 930 50 yes
40 6 58 980 970 10 yes
74 16 33 981 946 35 yes
94 9 9 981 961 20 yes
82 42 29 981 936 45 yes
18 4 4 982 932 50 yes
66 96 1 982 957 25 yes
51 30 6 983 933 50 yes
20 32 32 984 909 75 yes
90 51 51 985 955 30 yes
96 6 4 985 985 0 yes
35 24 7 986 936 50 yes
96 4 4 986 986 0 yes
13 6 6 987 912 75 yes
42 33 25 987 977 10 yes
44 51 51 987 982 5 yes
84 57 23 988 973 15 yes
24 160 93 989 984 5 yes
72 6 29 990 945 45 yes
96 4 6 990 990 0 yes
78 160 68 991 991 0 yes
23 9 9 992 927 65 yes
68 33 4 992 957 35 yes
44 51 52 993 983 10 yes
41 166 73 993 983 10 yes
83 23 47 994 934 60 yes
43 37 38 994 979 15 yes
49 56 51 994 959 35 yes
57 96 1 994 979 15 yes
52 47 104 995 975 20 yes
37 17 18 995 975 20 yes
95 43 32 995 980 15 yes
9 9 3 996 976 20 yes
86 78 78 998 988 10 yes
42 25 25 998 988 10 yes
46 167 44 998 998 0 yes
93 126 115 999 999 0 yes
29 23 9 999 969 30 yes
92 6 4 1000 945 55 yes
47 109 109 1000 975 25 yes
61 78 107 1000 980 20 yes
46 44 33 1000 995 5 yes
89 69 70 1001 961 40 yes
45 4 6 1001 971 30 yes
64 1 75 1002 942 60 yes
80 35 6 1002 962 40 yes
39 30 6 1003 958 45 yes
25 83 83 1003 968 35 yes
94 9 19 1003 978 25 yes
59 160 46 1003 1003 0 yes
99 169 126 1004 1004 0 yes
54 6 6 1004 994 10 yes
16 50 50 1004 984 20 yes
84 23 23 1004 989 15 yes
65 29 4 1005 975 30 yes
77 29 6 1005 990 15 yes
32 29 46 1005 980 25 yes
78 68 15 1005 1005 0 yes
59 46 33 1007 1007 0 yes
67 79 2 1008 963 45 yes
91 113 6 1008 958 50 yes
93 115 169 1008 1003 5 no
63 168 29 1008 1003 5 yes
53 41 29 1009 984 25 yes
22 16 33 1010 950 60 yes
85 38 31 1010 965 45 yes
96 6 33 1010 1000 10 yes
43 38 38 1010 995 15 yes
42 25 15 1010 1000 10 yes
41 73 82 1011 991 20 yes
2 61 78 1012 977 35 yes
40 58 58 1012 1002 10 yes
11 56 51 1014 979 35 yes
50 4 4 1015 970 45 yes
26 16 1 1015 985 30 yes
1 97 39 1015 965 50 yes
8 25 26 1015 985 30 yes
54 6 91 1015 1005 10 yes
24 93 6 1016 1001 15 yes
73 58 4 1017 957 60 yes
98 70 104 1017 1012 5 yes
74 33 33 1017 972 45 yes
99 126 115 1017 1017 0 yes
71 52 49 1018 973 45 yes
14 97 97 1018 983 35 yes
17 28 59 1018 968 50 yes
90 51 52 1018 978 40 yes
12 6 6 1019 964 55 yes
78 15 15 1020 1015 5 yes
87 6 45 1021 966 55 yes
56 50 6 1021 971 50 yes
77 6 6 1021 1006 15 yes
9 3 3 1022 997 25 yes
15 9 19 1023 948 75 yes
96 33 33 1024 1014 10 yes
98 104 104 1024 1009 15 yes
100 161 17 1025 1025 0 yes
63 29 4 1025 1010 15 yes
99 115 126 1026 1026 0 yes
40 58 4 1027 1007 20 yes
58 30 6 1028 983 45 yes
88 61 78 1028 1028 0 yes
62 2 63 1028 963 65 yes
61 107 78 1028 1008 20 yes
88 78 78 1029 1029 0 yes
36 6 6 1030 980 50 yes
43 38 31 1030 1010 20 yes
75 19 73 1031 1006 25 yes
79 32 43 1031 981 50 yes
68 4 4 1031 986 45 yes
95 32 32 1031 1006 25 yes
33 49 32 1032 957 75 yes
86 78 60 1032 1022 10 yes
16 50 25 1033 1003 30 yes
10 0 1 1034 974 60 yes
5 46 0 1034 989 45 yes
51 6 6 1034 984 50 yes
84 23 9 1034 1019 15 yes
48 6 87 1035 980 55 yes
7 78 107 1035 960 75 yes
97 10 10 1035 1025 10 yes
72 29 4 1035 990 45 yes
46 33 29 1035 1030 5 yes
96 33 18 1035 1015 20 yes
99 126 126 1036 1026 10 yes
52 104 104 1038 1008 30 yes
21 0 98 1039 979 60 yes
28 10 10 1040 995 45 yes
30 4 163 1040 985 55 no
18 4 6 1040 990 50 yes
37 18 108 1040 1015 25 yes
47 109 0 1040 1015 25 yes
25 83 71 1040 995 45 yes
78 15 68 1040 1035 5 yes
44 52 49 1043 1023 20 yes
55 27 28 1044 974 70 yes
19 71 69 1044 1024 20 yes
27 6 6 1045 990 55 yes
26 1 1 1045 1015 30 yes
98 104 69 1045 1030 15 yes
100 17 122 1045 1040 5 yes
46 29 30 1045 1030 15 yes
82 29 4 1046 1001 45 yes
35 7 7 1046 986 60 yes
49 51 51 1046 1011 35 yes
2 78 78 1048 1008 40 yes
39 6 6 1049 1004 45 yes
88 78 60 1050 1050 0 yes
45 6 6 1051 1011 40 yes
4 18 161 1052 992 60 no
54 91 58 1052 1042 10 yes
77 6 75 1055 1040 15 yes
92 4 4 1056 996 60 yes
61 78 78 1056 1026 30 yes
75 73 9 1056 1021 35 yes
65 4 4 1057 1027 30 yes
23 9 19 1058 988 70 yes
97 10 0 1058 1048 10 yes
9 3 4 1059 1024 35 yes
100 122 161 1059 1049 10 no
59 33 29 1060 1060 0 yes
14 97 39 1060 1025 35 yes
78 68 0 1060 1055 5 yes
66 1 9 1062 1037 25 yes
63 4 4 1062 1042 20 yes
95 32 43 1062 1032 30 yes
54 58 58 1062 1042 20 yes
67 2 2 1063 1018 45 yes
74 33 76 1063 1008 55 yes
57 1 9 1064 1044 20 yes
93 169 126 1064 1059 5 yes
42 15 16 1065 1055 10 yes
50 4 6 1065 1010 55 yes
24 6 3 1065 1040 25 yes
59 29 125 1065 1065 0 yes
11 51 51 1066 1021 45 yes
71 49 49 1067 1022 45 yes
44 49 32 1067 1047 20 yes
19 69 69 1067 1042 25 yes
81 121 103 1068 1013 55 yes
99 126 115 1069 1059 10 yes
80 6 29 1070 1030 40 yes
22 33 33 1071 1011 60 yes
83 47 47 1072 1007 65 yes
78 0 0 1073 1058 15 yes
58 6 6 1074 1029 45 yes
13 6 42 1075 1000 75 yes
64 75 75 1075 1010 65 yes
41 82 66 1075 1050 25 yes
12 6 42 1075 1020 55 yes
40 4 4 1075 1055 20 yes
52 104 69 1075 1040 35 yes
89 70 69 1076 1036 40 yes
37 108 108 1076 1051 25 yes
8 26 113 1077 1047 30 yes
94 19 73 1078 1053 25 yes
29 9 1 1081 1051 30 yes
26 1 50 1081 1051 30 yes
93 126 115 1082 1072 10 yes
1 39 167 1083 1028 55 no
32 46 46 1084 1059 25 yes
91 6 29 1085 1035 50 yes
36 6 75 1085 1035 50 yes
68 4 12 1085 1040 45 yes
51 6 45 1085 1035 50 yes
49 51 56 1085 1050 35 yes
57 9 9 1085 1065 20 yes
38 45 45 1087 992 95 yes
53 29 1 1087 1057 30 yes
54 58 4 1087 1062 25 yes
46 30 39 1088 1063 25 yes
66 9 139 1088 1058 30 yes
99 115 169 1088 1073 15 no
63 4 12 1090 1070 20 yes
82 4 4 1091 1046 45 yes
5 0 0 1092 1047 45 yes
25 71 162 1092 1042 50 no
78 0 109 1092 1077 15 yes
86 60 164 1094 1074 20 no
48 87 87 1094 1039 55 yes
87 45 45 1095 1030 65 yes
43 31 160 1095 1075 20 no
65 4 6 1095 1065 30 yes
77 75 75 1096 1081 15 yes
59 125 2 1096 1096 0 yes
96 18 18 1097 1072 25 yes
90 52 66 1098 1058 40 yes
28 10 22 1098 1053 45 yes
98 69 162 1098 1083 15 no
85 31 0 1100 1045 55 yes
73 4 163 1100 1040 60 no
41 66 66 1100 1065 35 yes
40 4 6 1100 1070 30 yes
62 63 63 1101 1026 75 yes
84 9 25 1101 1086 15 yes
47 0 0 1101 1066 35 yes
61 78 60 1101 1071 30 yes
93 115 169 1101 1081 20 no
72 4 79 1102 1052 50 yes
20 32 28 1103 1023 80 yes
17 59 32 1103 1053 50 yes
94 73 73 1103 1078 25 yes
24 3 3 1104 1079 25 yes
79 43 43 1105 1050 55 yes
21 98 9 1105 1040 65 yes
27 6 91 1105 1040 65 yes
9 4 4 1107 1067 40 yes
8 113 113 1107 1077 30 yes
18 6 4 1110 1050 60 yes
39 6 55 1110 1055 55 yes
80 29 29 1110 1070 40 yes
32 46 29 1110 1075 35 yes
2 78 60 1111 1066 45 yes
44 32 32 1111 1091 20 yes
19 69 70 1112 1082 30 yes
29 1 1 1112 1082 30 yes
88 60 164 1113 1113 0 no
14 39 39 1113 1078 35 yes
11 51 52 1113 1068 45 yes
100 161 18 1113 1103 10 yes
97 0 1 1114 1104 10 yes
77 75 4 1114 1089 25 yes
45 6 42 1116 1071 45 yes
84 25 25 1117 1097 20 yes
16 25 25 1118 1088 30 yes
7 107 78 1118 1043 75 yes
59 2 2 1118 1118 0 yes
42 16 33 1119 1109 10 yes
92 4 35 1120 1050 70 yes
95 43 165 1120 1085 35 no
58 6 91 1120 1075 45 yes
53 1 1 1121 1091 30 yes
71 49 59 1123 1078 45 yes
81 103 103 1123 1068 55 yes
56 6 6 1125 1075 50 yes
63 12 87 1125 1105 20 yes
10 1 47 1128 1058 70 yes
57 9 116 1128 1098 30 yes
89 69 69 1129 1079 50 yes
37 108 15 1129 1104 25 yes
42 33 33 1130 1110 20 yes
33 32 32 1131 1056 75 yes
44 32 82 1132 1107 25 yes
96 18 16 1133 1103 30 yes
35 7 4 1134 1069 65 yes
24 3 4 1134 1104 30 yes
91 29 33 1135 1085 50 yes
54 4 109 1135 1105 30 yes
46 39 39 1135 1105 30 yes
75 9 9 1136 1101 35 yes
83 47 48 1138 1073 65 yes
41 66 19 1138 1103 35 yes
8 113 6 1138 1103 35 yes
100 18 16 1138 1128 10 yes
67 2 2 1140 1095 45 yes
22 33 76 1141 1081 60 yes
49 56 56 1141 1096 45 yes
82 4 79 1141 1096 45 yes
90 66 1 1141 1101 40 yes
5 0 109 1142 1097 45 yes
68 12 67 1145 1090 55 yes
78 109 109 1145 1120 25 yes
65 6 88 1145 1110 35 yes
15 19 73 1148 1073 75 yes
52 69 66 1148 1113 35 yes
50 6 25 1149 1094 55 yes
64 75 4 1149 1084 65 yes
12 42 29 1149 1094 55 yes
9 4 6 1150 1110 40 yes
14 39 142 1150 1115 35 yes
94 73 9 1151 1121 30 yes
63 87 87 1153 1128 25 yes
51 45 45 1154 1104 50 yes
17 32 32 1154 1104 50 yes
85 0 0 1155 1095 60 yes
80 29 4 1155 1115 40 yes
16 25 15 1155 1125 30 yes
74 76 76 1156 1096 60 yes
59 2 0 1156 1151 5 yes
55 28 52 1158 1088 70 yes
72 79 79 1158 1103 55 yes
97 1 1 1158 1143 15 yes
40 6 1 1159 1129 30 yes
29 1 82 1159 1129 30 yes
47 0 37 1160 1125 35 yes
42 33 118 1160 1140 20 yes
36 75 75 1161 1111 50 yes
66 139 115 1162 1127 35 yes
53 1 47 1164 1124 40 yes
48 87 87 1165 1105 60 yes
79 43 32 1165 1110 55 yes
77 4 168 1165 1140 25 no
84 25 15 1165 1145 20 yes
13 42 166 1169 1084 85 no
26 50 50 1170 1140 30 yes
46 39 40 1170 1130 40 yes
18 4 4 1171 1111 60 yes
75 9 19 1173 1128 45 yes
28 22 22 1174 1129 45 yes
37 15 15 1175 1150 25 yes
87 45 29 1176 1111 65 yes
19 70 49 1177 1147 30 yes
24 4 29 1177 1147 30 yes
23 19 73 1178 1108 70 yes
62 63 2 1178 1093 85 yes
59 0 0 1178 1173 5 yes
45 42 42 1180 1135 45 yes
56 6 24 1180 1130 50 yes
54 109 109 1184 1149 35 yes
65 88 5 1184 1139 45 yes
38 45 29 1185 1090 95 yes
44 82 69 1185 1160 25 yes
78 109 0 1185 1160 25 yes
63 87 87 1185 1160 25 yes
52 66 1 1186 1151 35 yes
100 16 33 1188 1168 20 yes
59 0 139 1188 1183 5 yes
91 33 74 1189 1139 50 yes
89 69 70 1191 1141 50 yes
58 91 58 1192 1147 45 yes
40 1 1 1193 1153 40 yes
57 116 116 1196 1166 30 yes
27 91 58 1197 1122 75 yes
97 1 47 1197 1172 25 yes
11 52 69 1198 1148 50 yes
66 115 115 1198 1163 35 yes
21 9 1 1199 1134 65 yes
82 79 79 1199 1154 45 yes
8 6 29 1200 1165 35 yes
68 67 67 1200 1135 65 yes
7 78 78 1201 1126 75 yes
14 142 163 1201 1166 35 no
26 50 25 1201 1171 30 yes
96 16 1 1203 1168 35 yes
37 15 62 1203 1168 35 yes
49 56 51 1204 1159 45 yes
39 55 52 1206 1151 55 yes
32 29 29 1207 1172 35 yes
33 32 82 1207 1122 85 yes
71 59 32 1208 1163 45 yes
50 25 25 1208 1153 55 yes
24 29 29 1208 1178 30 yes
100 33 33 1209 1184 25 yes
59 139 160 1209 1204 5 no
92 35 35 1210 1140 70 yes
9 6 168 1210 1170 40 no
42 118 167 1210 1190 20 no
67 2 74 1213 1158 55 yes
44 69 69 1213 1178 35 yes
61 60 60 1214 1184 30 yes
36 75 4 1214 1164 50 yes
17 32 82 1215 1155 60 yes
72 79 6 1215 1160 55 yes
41 19 73 1216 1181 35 yes
80 4 4 1217 1177 40 yes
19 49 49 1218 1178 40 yes
20 28 55 1219 1139 80 yes
2 60 60 1220 1175 45 yes
35 4 2 1220 1155 65 yes
51 45 29 1220 1170 50 yes
28 22 31 1220 1175 45 yes
81 103 6 1221 1161 60 yes
15 73 73 1223 1143 80 yes
12 29 6 1224 1159 65 yes
5 109 163 1225 1180 45 no
53 47 33 1225 1185 40 yes
54 109 0 1225 1185 40 yes
63 87 87 1225 1190 35 yes
94 9 9 1226 1196 30 yes
10 47 47 1230 1160 70 yes
85 0 37 1230 1160 70 yes
16 15 15 1230 1200 30 yes
84 15 15 1230 1210 20 yes
74 76 16 1232 1172 60 yes
55 52 52 1232 1162 70 yes
57 116 9 1232 1202 30 yes
46 40 102 1233 1188 45 yes
66 115 9 1234 1189 45 yes
8 29 29 1235 1190 45 yes
83 48 4 1236 1171 65 yes
90 1 45 1237 1192 45 yes
58 58 58 1237 1187 50 yes
40 1 31 1238 1198 40 yes
96 1 1 1238 1203 35 yes
22 76 76 1239 1179 60 yes
64 4 6 1240 1165 75 yes
48 87 87 1240 1170 70 yes
24 29 4 1240 1210 30 yes
79 32 32 1241 1181 60 yes
45 42 29 1241 1196 45 yes
29 82 49 1245 1215 30 yes
32 29 4 1245 1210 35 yes
78 0 160 1246 1221 25 no
82 79 6 1246 1201 45 yes
23 73 73 1248 1168 80 yes
47 37 38 1249 1214 35 yes
41 73 9 1251 1216 35 yes
97 47 48 1252 1222 30 yes
11 69 69 1252 1197 55 yes
71 32 32 1254 1199 55 yes
18 4 79 1255 1195 60 yes
84 15 16 1255 1235 20 yes
56 24 24 1256 1206 50 yes
44 69 70 1257 1222 35 yes
94 9 19 1258 1218 40 yes
37 62 108 1259 1224 35 yes
100 33 18 1260 1235 25 yes
87 29 29 1261 1196 65 yes
39 52 52 1261 1206 55 yes
21 1 1 1265 1200 65 yes
80 4 35 1265 1225 40 yes
16 15 6 1265 1235 30 yes
49 51 51 1266 1221 45 yes
19 49 32 1267 1227 40 yes
75 19 166 1268 1223 45 no
50 25 15 1270 1215 55 yes
62 2 2 1271 1186 85 yes
27 58 58 1272 1187 85 yes
65 5 5 1274 1229 45 yes
61 60 71 1275 1245 30 yes
63 87 87 1275 1240 35 yes
89 70 104 1276 1226 50 yes
52 1 4 1277 1242 35 yes
29 49 49 1277 1247 30 yes
46 102 102 1278 1228 50 yes
26 25 88 1281 1251 30 yes
28 31 1 1282 1237 45 yes
72 6 29 1284 1229 55 yes
2 60 61 1284 1239 45 yes
68 67 6 1285 1215 70 yes
53 33 17 1285 1245 40 yes
8 29 4 1285 1240 45 yes
47 38 38 1285 1250 35 yes
92 35 6 1287 1217 70 yes
36 4 6 1290 1235 55 yes
51 29 6 1290 1240 50 yes
