vehID FromStopID ToStopID Uhrzeit(Ist) Uhrzeit(Soll) Delay Drive_Continue
45 4 6 345 345 0 yes
13 1 47 345 345 0 yes
45 6 6 345 345 0 yes
19 72 85 347 347 0 yes
38 145 4 347 347 0 yes
42 116 9 347 347 0 yes
44 28 27 347 347 0 yes
47 46 33 347 347 0 yes
19 85 85 347 347 0 yes
52 163 6 348 348 0 yes
53 163 29 348 348 0 yes
54 163 4 348 348 0 yes
55 165 56 348 348 0 yes
14 19 134 348 348 0 yes
28 107 61 348 348 0 yes
37 18 16 348 348 0 yes
56 168 1 349 349 0 yes
4 6 5 350 350 0 yes
45 6 75 350 350 0 yes
57 163 0 352 352 0 yes
58 166 60 352 352 0 yes
15 24 24 352 352 0 yes
40 0 1 352 352 0 yes
11 27 27 353 353 0 yes
18 4 4 353 353 0 yes
31 111 20 353 353 0 yes
48 147 30 353 353 0 yes
33 32 43 354 354 0 yes
11 27 28 354 354 0 yes
59 160 139 355 355 0 yes
21 4 6 355 355 0 yes
1 39 40 355 355 0 yes
27 6 29 355 355 0 yes
49 51 52 355 355 0 yes
50 33 18 355 355 0 yes
36 80 80 355 355 0 yes
21 6 53 355 355 0 yes
27 29 29 355 355 0 yes
5 9 4 356 356 0 yes
28 61 78 356 356 0 yes
8 16 9 357 357 0 yes
3 4 4 357 357 0 yes
15 24 4 357 357 0 yes
36 80 29 357 357 0 yes
28 78 78 357 357 0 yes
39 32 82 358 358 0 yes
19 85 71 358 358 0 yes
8 9 9 358 358 0 yes
30 8 9 359 359 0 yes
12 15 15 359 359 0 yes
34 8 8 359 359 0 yes
60 168 120 360 360 0 yes
43 96 1 360 360 0 yes
52 6 55 360 360 0 yes
53 29 46 360 360 0 yes
54 4 15 360 360 0 yes
18 4 12 360 360 0 yes
27 29 4 360 360 0 yes
5 4 77 360 360 0 yes
3 4 5 360 360 0 yes
12 15 16 360 360 0 yes
34 8 133 360 360 0 yes
46 41 29 361 361 0 yes
10 10 0 361 361 0 yes
56 1 31 361 361 0 yes
61 162 71 362 362 0 yes
62 168 103 362 362 0 yes
63 168 4 363 363 0 yes
32 47 47 363 363 0 yes
8 9 19 363 363 0 yes
64 168 145 364 364 0 yes
25 69 69 365 365 0 yes
32 47 48 365 365 0 yes
28 78 60 366 366 0 yes
14 134 134 367 367 0 yes
60 120 6 367 367 0 yes
17 28 28 368 368 0 yes
24 109 109 368 368 0 yes
20 82 49 369 369 0 yes
55 56 51 369 369 0 yes
14 134 47 369 369 0 yes
65 168 14 370 370 0 yes
66 168 97 370 370 0 yes
67 161 18 370 370 0 yes
23 29 33 370 370 0 yes
38 4 6 370 370 0 yes
31 20 20 370 370 0 yes
48 30 35 370 370 0 yes
36 29 29 370 370 0 yes
18 12 67 370 370 0 yes
61 71 60 370 370 0 yes
38 6 6 370 370 0 yes
18 67 6 370 370 0 yes
68 168 75 371 371 0 yes
20 49 49 371 371 0 yes
69 164 60 372 372 0 yes
20 49 32 372 372 0 yes
70 168 6 373 373 0 yes
4 5 5 373 373 0 yes
5 77 25 373 373 0 yes
23 33 33 374 374 0 yes
35 2 108 375 375 0 yes
51 143 10 375 375 0 yes
13 47 47 375 375 0 yes
63 4 79 375 375 0 yes
36 29 30 375 375 0 yes
38 6 80 375 375 0 yes
4 5 6 375 375 0 yes
71 160 94 376 376 0 yes
45 75 75 376 376 0 yes
59 139 141 376 376 0 yes
57 0 109 377 377 0 yes
64 145 4 377 377 0 yes
25 69 70 377 377 0 yes
17 28 27 377 377 0 yes
69 60 78 377 377 0 yes
72 168 6 378 378 0 yes
73 163 33 378 378 0 yes
6 19 158 378 378 0 yes
1 40 102 378 378 0 yes
23 33 34 378 378 0 yes
1 102 102 378 378 0 yes
74 168 144 379 379 0 yes
45 75 4 379 379 0 yes
75 166 47 380 380 0 yes
76 161 101 380 380 0 yes
34 133 68 380 380 0 yes
60 6 23 380 380 0 yes
65 14 64 380 380 0 yes
66 97 39 380 380 0 yes
1 102 39 380 380 0 yes
75 47 9 380 380 0 yes
78 160 123 381 381 0 yes
22 17 17 381 381 0 yes
62 103 6 381 381 0 yes
26 46 46 382 382 0 yes
29 1 124 383 383 0 yes
27 4 4 383 383 0 yes
44 27 28 384 384 0 yes
21 53 53 384 384 0 yes
19 71 162 384 384 0 no
48 35 35 384 384 0 yes
5 25 25 384 384 0 yes
16 10 96 385 385 0 yes
33 43 51 385 385 0 yes
15 4 6 385 385 0 yes
67 18 16 385 385 0 yes
18 6 29 385 385 0 yes
70 6 53 385 385 0 yes
78 123 10 385 385 0 yes
26 46 29 385 385 0 yes
21 53 4 385 385 0 yes
5 25 15 385 385 0 yes
16 96 96 385 385 0 yes
33 51 51 385 385 0 yes
15 6 6 385 385 0 yes
18 29 29 385 385 0 yes
40 1 1 386 386 0 yes
55 51 51 386 386 0 yes
31 20 21 387 387 0 yes
38 80 29 387 387 0 yes
6 158 73 387 387 0 yes
48 35 6 387 387 0 yes
42 9 9 388 388 0 yes
37 16 33 388 388 0 yes
63 79 79 388 388 0 yes
55 51 52 388 388 0 yes
58 60 61 389 389 0 yes
14 47 47 389 389 0 yes
68 75 4 389 389 0 yes
37 33 33 389 389 0 yes
79 165 43 390 390 0 yes
41 9 75 390 390 0 yes
3 5 5 390 390 0 yes
71 94 95 390 390 0 yes
72 6 75 390 390 0 yes
73 33 46 390 390 0 yes
27 4 12 390 390 0 yes
33 51 56 390 390 0 yes
15 6 90 390 390 0 yes
18 29 4 390 390 0 yes
63 79 6 390 390 0 yes
14 47 48 390 390 0 yes
79 43 32 390 390 0 yes
7 60 60 391 391 0 yes
35 108 108 392 392 0 yes
80 161 74 393 393 0 yes
76 101 16 393 393 0 yes
40 1 121 393 393 0 yes
81 168 145 394 394 0 yes
50 18 18 394 394 0 yes
56 31 10 394 394 0 yes
34 68 68 394 394 0 yes
6 73 73 394 394 0 yes
71 95 131 394 394 0 yes
82 9 1 395 395 0 yes
49 52 52 395 395 0 yes
54 15 15 395 395 0 yes
32 48 6 395 395 0 yes
24 109 0 395 395 0 yes
80 74 6 395 395 0 yes
2 154 71 396 396 0 yes
20 32 32 396 396 0 yes
59 141 37 396 396 0 yes
82 1 1 396 396 0 yes
34 68 92 397 397 0 yes
20 32 82 397 397 0 yes
82 1 10 397 397 0 yes
11 28 55 398 398 0 yes
30 9 9 398 398 0 yes
66 39 4 398 398 0 yes
42 9 156 398 398 0 yes
71 131 131 398 398 0 yes
39 82 66 399 399 0 yes
35 108 15 399 399 0 yes
71 131 9 399 399 0 yes
39 66 66 399 399 0 yes
47 33 29 400 400 0 yes
64 4 4 400 400 0 yes
23 34 54 400 400 0 yes
60 23 82 400 400 0 yes
38 29 6 400 400 0 yes
32 6 6 400 400 0 yes
2 71 60 400 400 0 yes
30 9 129 400 400 0 yes
23 54 54 400 400 0 yes
52 55 49 401 401 0 yes
6 73 9 401 401 0 yes
11 55 55 401 401 0 yes
39 66 1 401 401 0 yes
38 6 6 401 401 0 yes
83 160 46 403 403 0 yes
36 30 35 403 403 0 yes
29 124 124 403 403 0 yes
41 75 75 403 403 0 yes
50 18 17 403 403 0 yes
84 163 1 404 404 0 yes
12 16 1 404 404 0 yes
31 21 111 404 404 0 yes
63 6 29 404 404 0 yes
11 55 4 404 404 0 yes
41 75 4 404 404 0 yes
12 1 82 404 404 0 yes
31 111 111 404 404 0 yes
63 29 29 404 404 0 yes
45 4 4 405 405 0 yes
1 39 40 405 405 0 yes
3 5 16 405 405 0 yes
27 12 67 405 405 0 yes
54 15 16 405 405 0 yes
47 29 46 405 405 0 yes
64 4 6 405 405 0 yes
32 6 58 405 405 0 yes
52 49 49 405 405 0 yes
38 6 45 405 405 0 yes
29 124 2 405 405 0 yes
63 29 30 405 405 0 yes
27 67 67 405 405 0 yes
85 169 126 406 406 0 yes
53 46 148 406 406 0 yes
10 0 1 407 407 0 yes
78 10 160 407 407 0 no
81 145 4 407 407 0 yes
49 52 51 407 407 0 yes
83 46 33 407 407 0 yes
8 19 166 408 408 0 no
15 90 90 408 408 0 yes
74 144 123 409 409 0 yes
65 64 13 409 409 0 yes
7 60 61 409 409 0 yes
75 9 9 410 410 0 yes
45 4 6 410 410 0 yes
27 67 6 410 410 0 yes
65 13 14 410 410 0 yes
33 56 56 411 411 0 yes
25 70 104 412 412 0 yes
13 47 9 413 413 0 yes
18 4 4 413 413 0 yes
79 32 32 413 413 0 yes
15 90 19 413 413 0 yes
17 27 28 414 414 0 yes
70 53 53 414 414 0 yes
25 104 104 414 414 0 yes
43 1 88 415 415 0 yes
46 29 33 415 415 0 yes
51 10 46 415 415 0 yes
4 6 29 415 415 0 yes
62 6 2 415 415 0 yes
21 4 6 415 415 0 yes
48 6 3 415 415 0 yes
68 4 29 415 415 0 yes
37 33 76 415 415 0 yes
23 54 33 415 415 0 yes
70 53 4 415 415 0 yes
43 88 89 415 415 0 yes
4 29 29 415 415 0 yes
21 6 6 415 415 0 yes
22 17 16 416 416 0 yes
72 75 75 416 416 0 yes
84 1 10 416 416 0 yes
68 29 29 416 416 0 yes
36 35 6 417 417 0 yes
66 4 4 418 418 0 yes
42 156 89 418 418 0 yes
53 148 148 418 418 0 yes
75 9 19 418 418 0 yes
85 126 132 419 419 0 yes
46 33 33 419 419 0 yes
72 75 4 419 419 0 yes
57 109 163 420 420 0 no
16 96 1 420 420 0 yes
14 48 163 420 420 0 no
74 123 10 420 420 0 yes
18 4 6 420 420 0 yes
25 104 69 420 420 0 yes
4 29 135 420 420 0 yes
21 6 24 420 420 0 yes
68 29 4 420 420 0 yes
66 4 12 420 420 0 yes
46 33 118 420 420 0 yes
79 32 43 421 421 0 yes
69 78 78 422 422 0 yes
30 129 36 423 423 0 yes
30 36 36 423 423 0 yes
38 45 45 424 424 0 yes
69 78 60 424 424 0 yes
86 164 60 425 425 0 yes
67 16 88 425 425 0 yes
5 15 15 425 425 0 yes
20 82 73 425 425 0 yes
35 15 15 425 425 0 yes
52 49 59 425 425 0 yes
29 2 36 425 425 0 yes
27 6 4 425 425 0 yes
30 36 9 425 425 0 yes
61 60 60 426 426 0 yes
67 88 88 426 426 0 yes
27 4 4 426 426 0 yes
40 121 23 427 427 0 yes
32 58 58 427 427 0 yes
35 15 62 427 427 0 yes
44 28 49 428 428 0 yes
55 52 28 428 428 0 yes
62 2 2 428 428 0 yes
42 89 89 428 428 0 yes
50 17 17 429 429 0 yes
33 56 51 429 429 0 yes
48 3 3 429 429 0 yes
59 37 92 430 430 0 yes
41 4 166 430 430 0 no
1 40 102 430 430 0 yes
81 4 4 430 430 0 yes
45 6 168 430 430 0 no
4 135 4 430 430 0 yes
86 60 86 430 430 0 yes
61 60 61 430 430 0 yes
67 88 89 430 430 0 yes
27 4 65 430 430 0 yes
1 102 102 430 430 0 yes
24 0 160 431 431 0 no
15 19 73 431 431 0 yes
15 73 9 431 431 0 yes
31 111 20 432 432 0 yes
32 58 4 432 432 0 yes
44 49 32 432 432 0 yes
55 28 28 432 432 0 yes
63 30 6 433 433 0 yes
64 6 29 434 434 0 yes
48 3 4 434 434 0 yes
63 6 6 434 434 0 yes
64 29 29 434 434 0 yes
66 12 35 435 435 0 yes
5 15 6 435 435 0 yes
50 17 18 435 435 0 yes
81 4 77 435 435 0 yes
63 6 91 435 435 0 yes
64 29 149 435 435 0 yes
76 16 4 436 436 0 yes
51 46 46 436 436 0 yes
23 33 33 437 437 0 yes
55 28 27 437 437 0 yes
65 14 14 438 438 0 yes
62 2 63 438 438 0 yes
56 10 10 439 439 0 yes
87 168 44 440 440 0 yes
34 92 169 440 440 0 no
43 89 160 440 440 0 no
18 6 29 440 440 0 yes
38 45 29 440 440 0 yes
76 4 4 440 440 0 yes
65 14 64 440 440 0 yes
18 29 29 440 440 0 yes
73 46 68 441 441 0 yes
10 1 25 441 441 0 yes
13 9 1 441 441 0 yes
66 35 35 441 441 0 yes
10 25 25 441 441 0 yes
74 10 10 442 442 0 yes
68 4 9 442 442 0 yes
59 92 92 442 442 0 yes
13 1 1 442 442 0 yes
13 1 31 443 443 0 yes
28 60 60 444 444 0 yes
29 36 36 444 444 0 yes
31 20 20 444 444 0 yes
26 29 163 445 445 0 no
80 6 6 445 445 0 yes
60 82 66 445 445 0 yes
11 4 6 445 445 0 yes
49 51 51 445 445 0 yes
70 4 6 445 445 0 yes
36 6 6 445 445 0 yes
72 4 29 445 445 0 yes
79 43 43 445 445 0 yes
51 46 29 445 445 0 yes
10 25 26 445 445 0 yes
60 66 66 445 445 0 yes
11 6 6 445 445 0 yes
70 6 3 445 445 0 yes
6 9 4 446 446 0 yes
21 24 24 446 446 0 yes
40 23 23 446 446 0 yes
42 89 16 446 446 0 yes
33 51 51 446 446 0 yes
64 149 150 446 446 0 yes
62 63 63 446 446 0 yes
72 29 29 446 446 0 yes
71 9 1 447 447 0 yes
48 4 4 447 447 0 yes
66 35 6 447 447 0 yes
68 9 9 447 447 0 yes
31 20 21 447 447 0 yes
21 24 4 447 447 0 yes
35 62 108 448 448 0 yes
81 77 77 448 448 0 yes
49 51 52 448 448 0 yes
60 66 19 448 448 0 yes
62 63 2 448 448 0 yes
71 1 1 448 448 0 yes
3 16 88 449 449 0 yes
54 16 163 449 449 0 no
85 132 133 449 449 0 yes
28 60 61 449 449 0 yes
35 108 108 449 449 0 yes
88 164 60 450 450 0 yes
46 118 167 450 450 0 no
27 65 65 450 450 0 yes
23 33 46 450 450 0 yes
76 4 12 450 450 0 yes
18 29 4 450 450 0 yes
80 6 4 450 450 0 yes
36 6 75 450 450 0 yes
79 43 32 450 450 0 yes
11 6 100 450 450 0 yes
6 4 15 450 450 0 yes
33 51 56 450 450 0 yes
72 29 118 450 450 0 yes
48 4 6 450 450 0 yes
81 77 6 450 450 0 yes
3 88 88 450 450 0 yes
82 10 96 452 452 0 yes
20 73 73 452 452 0 yes
82 96 96 452 452 0 yes
89 168 4 453 453 0 yes
37 76 161 453 453 0 no
1 102 39 453 453 0 yes
56 10 0 453 453 0 yes
73 68 68 453 453 0 yes
59 92 31 454 454 0 yes
40 23 9 454 454 0 yes
30 9 47 455 455 0 yes
68 9 156 455 455 0 yes
88 60 61 455 455 0 yes
2 60 60 456 456 0 yes
44 32 32 456 456 0 yes
62 2 2 456 456 0 yes
39 1 3 457 457 0 yes
44 32 82 457 457 0 yes
17 28 49 458 458 0 yes
25 69 162 458 458 0 no
62 2 2 458 458 0 yes
70 3 7 459 459 0 yes
31 21 111 459 459 0 yes
35 108 15 459 459 0 yes
31 111 111 459 459 0 yes
12 82 66 460 460 0 yes
83 33 6 460 460 0 yes
4 4 33 460 460 0 yes
67 89 89 460 460 0 yes
32 4 166 460 460 0 no
87 44 33 460 460 0 yes
38 29 6 460 460 0 yes
3 88 89 460 460 0 yes
12 66 66 460 460 0 yes
20 73 100 461 461 0 yes
38 6 6 461 461 0 yes
12 66 1 461 461 0 yes
50 18 18 462 462 0 yes
63 91 58 462 462 0 yes
27 65 6 462 462 0 yes
17 49 49 462 462 0 yes
63 58 58 462 462 0 yes
39 3 3 463 463 0 yes
47 46 160 464 464 0 no
64 150 150 464 464 0 yes
71 1 82 464 464 0 yes
81 6 29 464 464 0 yes
39 3 4 464 464 0 yes
81 29 29 464 464 0 yes
53 148 9 465 465 0 yes
52 59 27 465 465 0 yes
76 12 2 465 465 0 yes
89 4 6 465 465 0 yes
83 6 58 465 465 0 yes
4 33 33 465 465 0 yes
38 6 45 465 465 0 yes
81 29 30 465 465 0 yes
67 89 16 466 466 0 yes
82 96 1 467 467 0 yes
63 58 4 467 467 0 yes
75 19 166 468 468 0 no
50 18 16 468 468 0 yes
65 64 13 469 469 0 yes
11 100 69 469 469 0 yes
70 7 7 469 469 0 yes
85 133 0 470 470 0 yes
80 4 88 470 470 0 yes
48 6 6 470 470 0 yes
73 68 15 470 470 0 yes
65 13 14 470 470 0 yes
79 32 32 471 471 0 yes
33 56 56 471 471 0 yes
29 36 9 472 472 0 yes
18 4 29 472 472 0 yes
22 16 1 473 473 0 yes
84 10 96 473 473 0 yes
86 86 51 473 473 0 yes
31 111 20 473 473 0 yes
76 2 2 473 473 0 yes
18 29 29 473 473 0 yes
22 1 116 473 473 0 yes
84 96 96 473 473 0 yes
90 164 60 474 474 0 yes
55 27 27 474 474 0 yes
52 27 28 474 474 0 yes
16 1 4 475 475 0 yes
5 6 6 475 475 0 yes
66 6 4 475 475 0 yes
21 4 1 475 475 0 yes
30 47 47 475 475 0 yes
68 156 22 475 475 0 yes
4 33 18 475 475 0 yes
80 88 5 475 475 0 yes
48 6 3 475 475 0 yes
15 9 9 476 476 0 yes
13 31 10 476 476 0 yes
36 75 75 476 476 0 yes
66 4 4 476 476 0 yes
10 26 113 477 477 0 yes
39 4 4 477 477 0 yes
79 32 43 477 477 0 yes
10 113 113 477 477 0 yes
58 61 66 478 478 0 yes
61 61 99 478 478 0 yes
1 39 39 478 478 0 yes
15 9 19 478 478 0 yes
10 113 16 478 478 0 yes
42 16 33 479 479 0 yes
20 100 49 479 479 0 yes
90 60 61 479 479 0 yes
16 4 4 479 479 0 yes
36 75 4 479 479 0 yes
7 61 78 480 480 0 yes
18 29 4 480 480 0 yes
5 6 55 480 480 0 yes
21 1 10 480 480 0 yes
39 4 35 480 480 0 yes
42 33 118 480 480 0 yes
16 4 6 480 480 0 yes
30 47 57 481 481 0 yes
7 78 78 481 481 0 yes
72 118 44 483 483 0 yes
70 7 4 484 484 0 yes
84 96 1 484 484 0 yes
72 44 44 484 484 0 yes
44 82 162 485 485 0 no
35 15 15 485 485 0 yes
85 0 0 485 485 0 yes
73 15 15 485 485 0 yes
7 78 60 486 486 0 yes
83 58 58 487 487 0 yes
58 66 66 487 487 0 yes
74 10 0 488 488 0 yes
49 52 32 488 488 0 yes
11 69 69 489 489 0 yes
33 56 51 489 489 0 yes
48 3 3 489 489 0 yes
6 15 74 490 490 0 yes
62 2 2 490 490 0 yes
87 33 23 490 490 0 yes
3 89 89 490 490 0 yes
27 6 6 490 490 0 yes
63 4 6 490 490 0 yes
31 20 165 490 490 0 no
1 39 142 490 490 0 yes
63 6 6 490 490 0 yes
60 19 73 491 491 0 yes
61 99 99 491 491 0 yes
58 66 1 491 491 0 yes
3 89 16 491 491 0 yes
60 73 9 491 491 0 yes
17 49 32 492 492 0 yes
86 51 51 492 492 0 yes
83 58 4 492 492 0 yes
81 30 4 493 493 0 yes
73 15 62 493 493 0 yes
89 6 29 494 494 0 yes
48 3 4 494 494 0 yes
81 4 4 494 494 0 yes
89 29 29 494 494 0 yes
64 150 9 495 495 0 yes
35 15 6 495 495 0 yes
27 6 91 495 495 0 yes
63 6 42 495 495 0 yes
61 99 82 495 495 0 yes
81 4 79 495 495 0 yes
89 29 30 495 495 0 yes
29 9 73 496 496 0 yes
91 168 0 497 497 0 yes
38 45 45 497 497 0 yes
11 69 70 497 497 0 yes
92 168 29 498 498 0 yes
65 14 14 498 498 0 yes
76 2 63 498 498 0 yes
30 57 7 498 498 0 yes
56 0 1 499 499 0 yes
67 16 1 499 499 0 yes
68 22 22 499 499 0 yes
67 1 1 499 499 0 yes
59 31 160 500 500 0 no
20 49 49 500 500 0 yes
39 35 35 500 500 0 yes
16 6 163 500 500 0 no
38 45 29 500 500 0 yes
65 14 64 500 500 0 yes
23 46 46 501 501 0 yes
53 9 163 501 501 0 no
18 4 4 502 502 0 yes
67 1 31 503 503 0 yes
20 49 59 503 503 0 yes
69 60 164 504 504 0 no
51 29 29 505 505 0 yes
79 43 43 505 505 0 yes
36 4 6 505 505 0 yes
70 4 6 505 505 0 yes
68 22 0 505 505 0 yes
23 46 29 505 505 0 yes
36 6 6 505 505 0 yes
70 6 6 505 505 0 yes
93 169 126 506 506 0 yes
40 9 4 506 506 0 yes
33 51 51 506 506 0 yes
1 142 97 506 506 0 yes
76 63 63 506 506 0 yes
30 7 7 506 506 0 yes
48 4 6 507 507 0 yes
39 35 6 507 507 0 yes
1 97 97 507 507 0 yes
31 165 20 507 507 0 yes
48 6 6 507 507 0 yes
31 20 21 507 507 0 yes
50 16 33 508 508 0 yes
72 44 29 508 508 0 yes
49 32 32 508 508 0 yes
6 74 74 508 508 0 yes
81 79 79 508 508 0 yes
33 51 52 508 508 0 yes
76 63 2 508 508 0 yes
2 60 78 509 509 0 yes
10 16 1 509 509 0 yes
87 23 23 509 509 0 yes
50 33 33 509 509 0 yes
10 1 1 509 509 0 yes
66 4 26 510 510 0 yes
42 118 167 510 510 0 no
86 51 56 510 510 0 yes
92 29 4 510 510 0 yes
18 4 6 510 510 0 yes
79 43 32 510 510 0 yes
36 6 75 510 510 0 yes
70 6 90 510 510 0 yes
40 4 12 510 510 0 yes
48 6 4 510 510 0 yes
81 79 6 510 510 0 yes
88 61 52 513 513 0 yes
61 82 162 513 513 0 no
73 62 18 514 514 0 yes
63 42 42 514 514 0 yes
30 7 4 514 514 0 yes
87 23 47 514 514 0 yes
85 0 37 515 515 0 yes
6 74 2 515 515 0 yes
22 116 116 516 516 0 yes
17 32 32 516 516 0 yes
64 9 1 516 516 0 yes
76 2 2 516 516 0 yes
12 1 4 517 517 0 yes
17 32 82 517 517 0 yes
64 1 1 517 517 0 yes
52 28 66 518 518 0 yes
62 2 2 518 518 0 yes
76 2 74 518 518 0 yes
29 73 73 519 519 0 yes
93 126 115 519 519 0 yes
31 21 111 519 519 0 yes
31 111 111 519 519 0 yes
94 168 54 520 520 0 yes
71 82 104 520 520 0 yes
80 5 5 520 520 0 yes
83 4 9 520 520 0 yes
38 29 6 520 520 0 yes
68 0 1 520 520 0 yes
1 97 39 520 520 0 yes
22 116 9 520 520 0 yes
13 10 96 521 521 0 yes
5 55 55 521 521 0 yes
88 52 52 521 521 0 yes
12 4 4 521 521 0 yes
52 66 1 521 521 0 yes
29 73 82 521 521 0 yes
38 6 6 521 521 0 yes
13 96 96 521 521 0 yes
82 1 9 522 522 0 yes
4 18 161 522 522 0 no
27 91 58 522 522 0 yes
91 0 109 522 522 0 yes
27 58 58 522 522 0 yes
89 30 78 523 523 0 yes
82 9 9 523 523 0 yes
3 16 168 524 524 0 no
81 6 6 524 524 0 yes
64 1 82 524 524 0 yes
5 55 4 524 524 0 yes
51 29 30 525 525 0 yes
40 12 160 525 525 0 no
73 18 16 525 525 0 yes
80 5 6 525 525 0 yes
83 9 9 525 525 0 yes
12 4 6 525 525 0 yes
38 6 45 525 525 0 yes
88 52 51 527 527 0 yes
27 58 4 527 527 0 yes
15 19 73 528 528 0 yes
49 32 82 528 528 0 yes
70 90 90 528 528 0 yes
93 115 169 528 528 0 no
15 73 73 528 528 0 yes
65 64 13 529 529 0 yes
18 6 4 530 530 0 yes
48 4 4 530 530 0 yes
63 42 29 530 530 0 yes
65 13 14 530 530 0 yes
86 56 164 531 531 0 no
71 104 104 531 531 0 yes
18 4 4 531 531 0 yes
11 70 56 532 532 0 yes
92 4 4 532 532 0 yes
87 47 47 532 532 0 yes
56 1 25 533 533 0 yes
79 32 32 533 533 0 yes
70 90 19 533 533 0 yes
87 47 48 533 533 0 yes
56 25 25 533 533 0 yes
55 27 28 534 534 0 yes
74 0 1 534 534 0 yes
21 10 10 535 535 0 yes
35 6 6 535 535 0 yes
39 6 29 535 535 0 yes
50 33 18 535 535 0 yes
30 4 163 535 535 0 no
94 54 33 535 535 0 yes
56 25 15 535 535 0 yes
39 29 29 535 535 0 yes
60 9 168 536 536 0 no
67 31 10 536 536 0 yes
36 75 75 536 536 0 yes
72 29 29 537 537 0 yes
66 26 113 537 537 0 yes
66 113 113 537 537 0 yes
28 61 24 538 538 0 yes
1 39 167 538 538 0 no
83 9 19 538 538 0 yes
84 1 163 539 539 0 no
82 9 47 539 539 0 yes
36 75 4 539 539 0 yes
10 1 10 540 540 0 yes
81 6 121 540 540 0 yes
48 4 35 540 540 0 yes
71 104 69 540 540 0 yes
92 4 6 540 540 0 yes
35 6 24 540 540 0 yes
72 29 4 540 540 0 yes
79 32 43 541 541 0 yes
13 96 1 542 542 0 yes
