vehID FromStopID ToStopID Uhrzeit(Ist) Uhrzeit(Soll) Delay Drive_Continue
1 97 97 351 336 15 yes
57 163 0 352 342 10 yes
58 166 60 352 342 10 yes
37 18 16 353 348 5 yes
59 160 139 355 355 0 yes
21 4 6 355 345 10 yes
34 126 8 355 335 20 yes
36 6 80 355 335 20 yes
45 4 6 355 335 20 yes
49 51 52 355 355 0 yes
50 33 18 355 355 0 yes
28 61 78 356 356 0 yes
11 111 111 357 332 25 yes
44 28 27 357 337 20 yes
40 0 1 357 352 5 yes
28 78 78 357 347 10 yes
7 71 71 358 343 15 yes
39 32 82 358 348 10 yes
48 147 30 358 353 5 yes
60 168 120 360 350 10 yes
27 6 29 360 345 15 yes
46 41 29 361 356 5 yes
56 1 31 361 356 5 yes
61 162 71 362 352 10 yes
62 168 103 362 362 0 yes
19 72 85 362 347 15 yes
63 168 4 363 353 10 yes
18 4 4 363 353 10 yes
64 168 145 364 359 5 yes
33 32 43 364 354 10 yes
15 112 6 364 339 25 yes
10 10 10 365 355 10 yes
21 6 53 365 345 20 yes
2 1 1 366 341 25 yes
6 9 9 367 347 20 yes
1 97 39 367 342 25 yes
17 28 28 368 358 10 yes
30 8 9 369 354 15 yes
65 168 14 370 365 5 yes
66 168 97 370 365 5 yes
67 161 18 370 360 10 yes
43 96 1 370 360 10 yes
52 6 55 370 350 20 yes
53 29 46 370 350 20 yes
54 4 15 370 360 10 yes
3 3 3 370 345 25 yes
68 168 75 371 371 0 yes
69 164 60 372 367 5 yes
8 16 9 372 362 10 yes
70 168 6 373 373 0 yes
13 4 1 373 343 30 yes
4 120 120 373 353 20 yes
32 47 47 373 363 10 yes
31 111 20 373 358 15 yes
25 69 69 375 355 20 yes
45 6 6 375 350 25 yes
7 71 60 375 350 25 yes
27 29 29 375 360 15 yes
71 160 94 376 371 5 yes
5 9 4 376 356 20 yes
59 139 141 376 371 5 yes
28 78 60 376 361 15 yes
60 120 6 377 357 20 yes
19 85 85 377 362 15 yes
72 168 6 378 368 10 yes
73 163 33 378 373 5 yes
14 19 134 378 358 20 yes
24 109 109 378 363 15 yes
74 168 144 379 374 5 yes
55 56 51 379 364 15 yes
75 166 47 380 375 5 yes
76 161 101 380 380 0 yes
38 4 6 380 365 15 yes
12 4 15 380 355 25 yes
48 30 35 380 365 15 yes
61 71 60 380 370 10 yes
18 4 12 380 365 15 yes
78 160 123 381 371 10 yes
62 103 6 381 371 10 yes
64 145 4 382 372 10 yes
69 60 78 382 367 15 yes
29 1 124 383 383 0 yes
11 111 20 383 358 25 yes
8 9 9 383 373 10 yes
20 82 49 384 364 20 yes
35 2 108 385 370 15 yes
51 143 10 385 365 20 yes
36 80 80 385 355 30 yes
63 4 79 385 375 10 yes
65 14 64 385 380 5 yes
66 97 39 385 370 15 yes
70 6 53 385 375 10 yes
32 47 48 385 370 15 yes
75 47 9 385 370 15 yes
57 0 109 387 372 15 yes
17 28 27 387 372 15 yes
34 8 8 389 369 20 yes
68 75 4 389 389 0 yes
79 165 43 390 385 5 yes
16 10 96 390 375 15 yes
10 10 0 391 371 20 yes
80 161 74 393 388 5 yes
42 9 9 393 383 10 yes
6 9 19 393 373 20 yes
76 101 16 393 383 10 yes
81 168 145 394 384 10 yes
50 18 18 394 389 5 yes
82 9 1 395 395 0 yes
49 52 52 395 395 0 yes
67 18 16 395 380 15 yes
27 29 4 395 370 25 yes
71 94 95 395 380 15 yes
73 33 46 395 385 10 yes
38 6 6 395 380 15 yes
78 123 10 395 375 20 yes
79 43 32 395 385 10 yes
40 1 1 396 386 10 yes
82 1 1 396 386 10 yes
4 120 6 397 372 25 yes
37 16 33 398 383 15 yes
8 9 19 398 388 10 yes
58 60 61 399 379 20 yes
56 31 10 399 384 15 yes
23 29 33 400 380 20 yes
41 9 75 400 380 20 yes
47 33 29 400 400 0 yes
15 6 6 400 365 35 yes
5 4 77 400 375 25 yes
72 6 75 400 380 20 yes
80 74 6 400 390 10 yes
22 17 17 401 381 20 yes
59 141 37 401 396 5 yes
26 46 46 402 387 15 yes
83 160 46 403 398 5 yes
19 85 71 403 378 25 yes
29 124 124 403 393 10 yes
84 163 1 404 399 5 yes
2 1 154 404 374 30 yes
3 3 4 404 369 35 yes
33 43 51 405 385 20 yes
31 20 20 405 390 15 yes
45 6 75 405 370 35 yes
18 12 67 405 380 25 yes
16 96 96 405 390 15 yes
47 29 46 405 395 10 yes
85 169 126 406 406 0 yes
20 49 49 406 381 25 yes
25 69 70 407 387 20 yes
49 52 51 407 402 5 yes
82 1 10 407 397 10 yes
13 1 1 408 373 35 yes
63 79 79 408 393 15 yes
50 18 17 408 403 5 yes
39 82 66 409 394 15 yes
48 35 35 409 389 20 yes
1 39 39 410 375 35 yes
60 6 23 410 390 20 yes
34 8 133 410 390 20 yes
55 51 51 411 396 15 yes
83 46 33 412 402 10 yes
42 9 156 413 398 15 yes
40 1 121 413 393 20 yes
44 27 28 414 389 25 yes
21 53 53 414 394 20 yes
74 144 123 414 409 5 yes
71 95 131 414 399 15 yes
37 33 33 414 399 15 yes
54 15 15 415 405 10 yes
64 4 4 415 400 15 yes
68 4 29 415 410 5 yes
38 6 80 415 400 15 yes
29 124 2 415 395 20 yes
14 134 134 417 397 20 yes
35 108 108 417 402 15 yes
36 80 29 417 387 30 yes
81 145 4 417 407 10 yes
66 39 4 418 393 25 yes
65 64 13 419 404 15 yes
85 126 132 419 409 10 yes
46 29 33 420 415 5 yes
24 109 0 420 405 15 yes
26 46 29 420 395 25 yes
84 1 10 421 406 15 yes
68 29 29 421 406 15 yes
30 9 9 423 408 15 yes
70 53 53 424 409 15 yes
23 33 33 424 404 20 yes
39 66 66 424 404 20 yes
86 164 60 425 420 5 yes
62 6 2 425 405 20 yes
11 20 27 425 395 30 yes
33 51 51 425 400 25 yes
63 79 6 425 410 15 yes
79 32 32 428 408 20 yes
55 51 52 428 408 20 yes
46 33 33 429 424 5 yes
32 48 6 430 405 25 yes
75 9 9 430 410 20 yes
18 67 6 430 395 35 yes
74 123 10 430 415 15 yes
52 55 49 431 401 30 yes
20 49 32 432 402 30 yes
48 35 6 432 407 25 yes
41 75 75 433 408 25 yes
71 131 131 433 413 20 yes
12 15 15 434 399 35 yes
43 1 88 435 415 20 yes
4 6 5 435 405 30 yes
21 53 4 435 415 20 yes
54 15 16 435 420 15 yes
64 4 6 435 415 20 yes
65 13 14 435 420 15 yes
86 60 86 435 420 15 yes
46 33 118 435 430 5 yes
53 46 148 436 416 20 yes
78 10 160 437 417 20 no
31 20 21 437 412 25 yes
5 77 25 438 413 25 yes
17 27 28 439 419 20 yes
50 17 17 439 434 5 yes
14 134 47 439 414 25 yes
35 108 15 439 414 25 yes
87 168 44 440 440 0 yes
59 37 92 440 425 15 yes
68 29 4 440 415 25 yes
30 9 129 440 420 20 yes
70 53 4 440 420 20 yes
69 78 78 442 427 15 yes
38 80 29 442 427 15 yes
27 4 4 443 408 35 yes
51 10 46 445 415 30 yes
57 109 163 445 420 25 no
15 6 24 445 410 35 yes
13 1 47 445 400 45 yes
61 60 60 446 436 10 yes
76 16 4 446 431 15 yes
72 75 75 446 421 25 yes
39 66 1 446 421 25 yes
42 156 89 448 428 20 yes
23 33 34 448 423 25 yes
88 164 60 450 445 5 yes
67 16 88 450 435 15 yes
49 51 51 450 435 15 yes
60 23 82 450 430 20 yes
34 133 68 450 420 30 yes
81 4 4 450 440 10 yes
50 17 18 450 445 5 yes
7 60 60 451 426 25 yes
3 4 4 452 412 40 yes
89 168 4 453 448 5 yes
8 19 166 453 438 15 no
19 71 162 454 419 35 no
63 6 29 454 439 15 yes
71 131 9 454 424 30 yes
16 96 1 455 440 15 yes
37 33 76 455 430 25 yes
29 2 36 455 435 20 yes
33 51 56 455 430 25 yes
43 88 89 455 425 30 yes
73 46 68 456 446 10 yes
22 17 16 456 426 30 yes
79 32 43 456 431 25 yes
10 0 1 457 432 25 yes
6 19 158 458 428 30 yes
62 2 2 458 438 20 yes
75 9 19 458 433 25 yes
56 10 10 459 434 25 yes
85 132 133 459 439 20 yes
41 75 4 459 434 25 yes
69 78 60 459 439 20 yes
80 6 6 460 445 15 yes
1 39 40 460 425 35 yes
36 29 29 460 425 35 yes
32 6 6 460 435 25 yes
87 44 33 460 460 0 yes
61 60 61 460 450 10 yes
88 60 61 460 455 5 yes
25 70 104 462 442 20 yes
66 4 4 463 428 35 yes
52 49 49 465 425 40 yes
76 4 4 465 445 20 yes
81 4 77 465 445 20 yes
45 75 75 466 426 40 yes
67 88 88 466 451 15 yes
40 121 23 467 437 30 yes
74 10 10 467 447 20 yes
59 92 92 467 442 25 yes
53 148 148 468 438 30 yes
49 51 52 468 448 20 yes
28 60 60 469 449 20 yes
63 29 29 469 444 25 yes
12 15 16 470 435 35 yes
46 118 167 470 455 15 no
38 29 6 470 445 25 yes
89 4 6 470 455 15 yes
24 0 160 471 456 15 no
82 10 96 472 452 20 yes
90 164 60 474 469 5 yes
47 46 160 474 454 20 no
5 25 25 474 449 25 yes
72 75 4 474 444 30 yes
83 33 6 475 465 10 yes
65 14 14 478 458 20 yes
42 89 89 478 448 30 yes
73 68 68 478 468 10 yes
31 21 111 479 454 25 yes
18 6 29 480 435 45 yes
80 6 4 480 460 20 yes
50 18 18 482 477 5 yes
44 28 49 483 448 35 yes
11 27 27 483 443 40 yes
30 129 36 483 453 30 yes
64 6 29 484 459 25 yes
14 47 47 484 459 25 yes
25 104 104 484 459 25 yes
90 60 61 484 479 5 yes
48 6 3 485 460 25 yes
21 4 6 485 455 30 yes
27 4 12 485 440 45 yes
67 88 89 485 470 15 yes
2 154 71 486 451 35 yes
20 32 32 486 451 35 yes
68 4 9 487 457 30 yes
55 52 28 488 458 30 yes
4 5 5 488 458 30 yes
62 2 63 488 468 20 yes
35 15 15 490 465 25 yes
70 4 6 490 460 30 yes
32 6 58 490 460 30 yes
87 33 23 490 485 5 yes
83 6 58 490 475 15 yes
82 96 96 492 472 20 yes
84 10 96 493 478 15 yes
86 86 51 493 468 25 yes
50 18 16 493 488 5 yes
54 16 163 494 474 20 no
34 68 68 494 464 30 yes
7 60 61 494 469 25 yes
29 36 36 494 474 20 yes
28 60 61 494 474 20 yes
23 34 54 495 465 30 yes
3 4 5 495 450 45 yes
76 4 12 495 475 20 yes
63 29 30 495 460 35 yes
51 46 46 496 456 40 yes
38 6 6 496 466 30 yes
91 168 0 497 487 10 yes
6 158 73 497 462 35 yes
92 168 29 498 493 5 yes
56 10 0 498 463 35 yes
81 77 77 498 473 25 yes
85 133 0 500 470 30 yes
36 29 30 500 455 45 yes
66 4 12 500 460 40 yes
5 25 15 500 470 30 yes
65 14 64 500 470 30 yes
33 56 56 501 471 30 yes
15 24 24 502 467 35 yes
17 28 49 503 483 20 yes
59 92 31 504 474 30 yes
31 111 111 504 469 35 yes
26 29 163 505 480 25 no
79 43 43 505 470 35 yes
73 68 15 505 490 15 yes
93 169 126 506 506 0 yes
58 61 66 508 488 20 yes
84 96 96 508 493 15 yes
45 75 4 509 464 45 yes
64 29 29 509 484 25 yes
43 89 160 510 480 30 no
41 4 166 510 480 30 no
14 47 48 510 485 25 yes
30 36 36 513 473 40 yes
89 6 29 514 489 25 yes
87 23 23 514 509 5 yes
60 82 66 515 485 30 yes
25 104 69 515 485 30 yes
21 6 6 515 480 35 yes
92 29 4 515 500 15 yes
10 1 25 516 481 35 yes
40 23 23 516 486 30 yes
62 63 63 516 496 20 yes
35 15 62 517 487 30 yes
37 76 161 518 483 35 no
1 40 102 518 478 40 yes
61 61 99 518 508 10 yes
93 126 115 519 519 0 yes
94 168 54 520 520 0 yes
13 47 47 520 465 55 yes
80 4 88 520 495 25 yes
4 5 6 520 485 35 yes
70 6 3 520 490 30 yes
44 49 32 522 482 40 yes
20 32 82 522 487 35 yes
68 9 9 522 487 35 yes
55 28 28 522 482 40 yes
88 61 52 523 513 10 yes
11 27 28 524 479 45 yes
48 3 3 524 494 30 yes
87 23 47 524 514 10 yes
16 1 4 525 500 25 yes
52 49 59 525 480 45 yes
18 29 29 525 475 50 yes
2 71 60 525 480 45 yes
23 54 54 525 495 30 yes
81 77 6 525 490 35 yes
42 89 16 526 491 35 yes
39 1 3 527 502 25 yes
83 58 58 527 512 15 yes
82 96 1 527 507 20 yes
34 68 92 527 492 35 yes
17 49 49 527 507 20 yes
49 52 32 528 498 30 yes
93 115 169 528 518 10 no
72 4 29 530 500 30 yes
67 89 89 530 515 15 yes
76 12 2 530 500 30 yes
38 6 45 530 495 35 yes
71 9 1 532 497 35 yes
91 0 109 532 517 15 yes
75 19 166 533 503 30 no
74 10 0 533 513 20 yes
84 96 1 534 514 20 yes
73 15 15 535 520 15 yes
64 29 149 535 505 30 yes
94 54 33 535 525 10 yes
86 51 51 537 502 35 yes
58 66 66 537 507 30 yes
50 16 33 538 533 5 yes
62 63 2 538 518 20 yes
6 73 73 539 499 40 yes
89 29 29 539 504 35 yes
61 99 99 541 526 15 yes
88 52 52 541 521 20 yes
32 58 58 542 507 35 yes
29 36 9 542 522 20 yes
15 24 4 542 507 35 yes
22 16 1 543 503 40 yes
50 33 33 544 539 5 yes
53 148 9 545 505 40 yes
27 12 67 545 500 45 yes
51 46 29 545 505 40 yes
85 0 0 545 515 30 yes
79 43 32 545 500 45 yes
60 66 66 545 505 40 yes
83 58 4 547 532 15 yes
12 16 1 549 504 45 yes
33 56 51 549 514 35 yes
19 162 28 549 549 0 yes
80 88 5 550 515 35 yes
10 25 25 551 506 45 yes
67 89 16 551 531 20 yes
92 4 4 552 537 15 yes
87 47 47 552 542 10 yes
40 23 9 554 514 40 yes
16 4 4 554 524 30 yes
66 12 35 555 510 45 yes
30 36 9 555 505 50 yes
21 6 24 555 520 35 yes
19 28 27 557 547 10 yes
63 30 6 558 518 40 yes
1 102 102 558 508 50 yes
39 3 3 558 523 35 yes
73 15 62 558 533 25 yes
69 60 164 559 534 25 no
65 64 13 559 519 40 yes
48 3 4 559 519 40 yes
61 99 82 560 545 15 yes
72 29 29 561 531 30 yes
87 47 48 563 553 10 yes
70 3 7 564 524 40 yes
14 48 163 565 530 35 no
68 9 156 565 525 40 yes
62 2 2 566 536 30 yes
31 111 20 567 532 35 yes
55 28 27 567 522 45 yes
94 33 1 567 547 20 yes
88 52 51 567 537 30 yes
90 61 66 568 553 15 yes
35 62 108 568 533 35 yes
76 2 2 568 538 30 yes
71 1 1 568 533 35 yes
3 5 5 570 515 55 yes
5 15 15 570 540 30 yes
23 54 33 570 540 30 yes
58 66 1 571 536 35 yes
36 30 35 573 523 50 yes
81 6 29 574 539 35 yes
89 29 30 575 540 35 yes
50 33 18 575 560 15 yes
92 4 6 575 555 20 yes
64 149 150 576 546 30 yes
17 49 32 577 557 20 yes
49 32 32 578 538 40 yes
56 0 1 579 544 35 yes
59 31 160 580 550 30 no
45 4 4 580 535 45 yes
18 29 4 580 520 60 yes
32 58 4 582 547 35 yes
25 69 162 583 548 35 no
22 1 116 583 543 40 yes
38 45 45 584 539 45 yes
93 169 126 584 579 5 yes
20 82 73 585 545 40 yes
91 109 109 585 565 20 yes
16 4 6 585 555 30 yes
44 32 32 586 546 40 yes
6 73 9 586 546 40 yes
29 9 73 586 566 20 yes
60 66 19 588 538 50 yes
94 1 1 588 558 30 yes
7 61 78 590 560 30 yes
86 51 56 590 545 45 yes
27 67 67 590 535 55 yes
83 4 9 590 565 25 yes
90 66 66 592 572 20 yes
61 82 162 593 573 20 no
42 16 33 594 554 40 yes
12 1 82 594 549 45 yes
39 3 4 594 549 45 yes
4 6 29 595 560 35 yes
72 29 118 595 555 40 yes
62 2 2 598 558 40 yes
74 0 1 599 569 30 yes
63 6 6 599 549 50 yes
10 25 26 600 555 45 yes
65 13 14 600 550 50 yes
33 51 51 601 566 35 yes
82 1 9 602 577 25 yes
93 126 115 602 592 10 yes
28 61 24 603 573 30 yes
67 16 1 604 574 30 yes
19 27 28 604 584 20 yes
73 62 18 604 569 35 yes
35 108 108 604 564 40 yes
34 92 169 605 565 40 no
15 4 6 605 570 35 yes
85 0 37 605 575 30 yes
66 35 35 606 551 55 yes
87 48 30 606 591 15 yes
84 1 163 609 579 30 no
81 29 29 609 574 35 yes
52 59 27 610 560 50 yes
1 102 39 610 555 55 yes
5 15 6 610 580 30 yes
79 32 32 611 566 45 yes
48 4 4 612 572 40 yes
13 47 9 613 553 60 yes
11 28 55 613 568 45 yes
90 66 19 613 593 20 yes
70 7 7 614 569 45 yes
31 20 20 614 574 40 yes
92 6 6 615 590 25 yes
21 24 24 616 581 35 yes
71 1 82 619 574 45 yes
91 109 0 620 590 30 yes
83 9 9 620 590 30 yes
53 9 163 621 576 45 no
17 32 32 621 596 25 yes
7 78 78 621 586 35 yes
93 115 126 621 601 20 yes
23 33 33 622 587 35 yes
76 2 63 623 593 30 yes
94 1 31 623 588 35 yes
64 150 150 624 584 40 yes
68 156 22 625 575 50 yes
87 30 4 625 600 25 yes
2 60 60 626 571 55 yes
44 32 82 627 577 50 yes
82 9 9 628 593 35 yes
29 73 73 629 599 30 yes
80 5 5 630 595 35 yes
45 4 6 630 585 45 yes
4 29 29 630 585 45 yes
8 166 73 633 633 0 yes
67 1 1 634 599 35 yes
30 9 47 635 575 60 yes
88 51 51 635 600 35 yes
16 6 163 635 595 40 no
42 33 118 635 590 45 yes
36 35 6 637 582 55 yes
50 18 18 637 612 25 yes
89 30 78 638 593 45 yes
49 32 82 638 598 40 yes
3 5 16 640 575 65 yes
33 51 56 640 595 45 yes
15 6 6 640 595 45 yes
8 73 82 641 631 10 yes
51 29 29 645 605 40 yes
32 4 166 645 605 40 no
38 45 29 645 600 45 yes
28 24 24 645 610 35 yes
81 29 30 645 610 35 yes
92 6 3 645 610 35 yes
40 9 4 646 596 50 yes
17 32 82 647 622 25 yes
56 1 25 648 603 45 yes
55 27 27 649 599 50 yes
27 67 6 650 595 55 yes
63 6 91 650 595 55 yes
73 18 16 650 605 45 yes
93 126 126 651 626 25 yes
87 4 6 651 621 30 yes
20 73 73 652 607 45 yes
39 4 4 652 607 45 yes
21 24 4 652 612 40 yes
35 108 15 654 604 50 yes
48 4 6 655 610 45 yes
86 56 164 656 601 55 no
31 20 21 657 607 50 yes
11 55 55 661 611 50 yes
7 78 60 661 621 40 yes
76 63 63 661 621 40 yes
29 73 82 661 626 35 yes
58 1 87 662 627 35 yes
79 32 43 662 617 45 yes
18 4 4 663 603 60 yes
74 1 47 663 633 30 yes
83 9 19 663 633 30 yes
22 116 116 666 621 45 yes
25 162 49 666 661 5 yes
66 35 6 667 602 65 yes
72 118 44 668 628 40 yes
19 28 162 668 648 20 no
50 18 16 668 633 35 yes
52 27 28 669 614 55 yes
62 2 2 670 625 45 yes
23 33 46 670 625 45 yes
80 5 6 670 625 45 yes
6 9 4 671 621 50 yes
67 1 31 673 628 45 yes
70 7 4 674 629 45 yes
88 51 56 675 640 35 yes
90 19 73 676 656 20 yes
10 26 113 677 632 45 yes
25 49 32 677 672 5 yes
65 14 14 678 623 55 yes
82 9 47 679 644 35 yes
5 6 6 680 640 40 yes
4 29 135 680 630 50 yes
60 19 73 681 626 55 yes
91 0 46 686 651 35 yes
85 37 38 689 659 30 yes
1 39 40 690 635 55 yes
15 6 90 690 645 45 yes
94 31 10 691 651 40 yes
56 25 25 693 643 50 yes
37 161 74 693 693 0 yes
92 3 3 694 654 40 yes
12 82 66 695 650 45 yes
64 150 9 695 655 40 yes
45 6 168 695 650 45 no
8 82 66 695 680 15 yes
37 74 2 695 695 0 yes
90 73 9 696 676 20 yes
28 24 4 697 662 35 yes
68 22 22 699 649 50 yes
93 126 115 699 664 35 yes
40 4 12 700 650 50 yes
17 82 49 700 675 25 yes
39 4 35 700 650 50 yes
13 9 1 701 631 70 yes
58 87 87 702 662 40 yes
76 63 2 703 663 40 yes
44 82 162 705 650 55 no
51 29 30 705 665 40 yes
33 56 56 706 661 45 yes
20 73 100 706 661 45 yes
25 32 32 706 696 10 yes
81 30 4 708 663 45 yes
72 44 44 709 664 45 yes
42 118 167 710 655 55 no
38 29 6 710 655 55 yes
87 6 29 710 670 40 yes
8 66 66 710 690 20 yes
89 78 78 711 661 50 yes
11 55 4 714 664 50 yes
30 47 47 715 650 65 yes
22 116 9 715 665 50 yes
25 32 82 717 697 20 yes
49 82 56 719 679 40 yes
31 21 111 719 669 50 yes
71 82 104 720 665 55 yes
36 6 6 720 660 60 yes
27 6 4 720 665 55 yes
21 4 1 720 675 45 yes
48 6 6 720 670 50 yes
85 38 38 720 690 30 yes
10 113 113 722 672 50 yes
74 47 47 725 695 30 yes
6 4 15 725 670 55 yes
5 6 55 725 675 50 yes
17 49 49 727 697 30 yes
35 15 15 730 675 55 yes
18 4 6 730 665 65 yes
88 56 164 731 686 45 no
63 91 58 732 667 65 yes
8 66 19 733 708 25 yes
2 60 78 734 679 55 yes
91 46 46 734 694 40 yes
79 43 43 735 690 45 yes
65 14 64 735 675 60 yes
37 2 4 735 725 10 yes
82 47 151 736 696 40 yes
60 73 9 736 671 65 yes
73 16 4 738 688 50 yes
92 3 4 739 694 45 yes
29 82 162 740 705 35 no
70 4 6 740 690 50 yes
4 135 4 740 690 50 yes
12 66 66 740 695 45 yes
14 163 109 740 730 10 yes
83 19 23 743 703 40 yes
50 16 6 743 698 45 yes
62 2 2 743 698 45 yes
93 115 169 743 703 40 no
56 25 15 745 695 50 yes
58 87 87 745 705 40 yes
3 16 88 749 674 75 yes
87 29 29 750 710 40 yes
67 31 10 751 696 55 yes
76 2 2 751 701 50 yes
15 90 90 753 708 45 yes
81 4 4 754 704 50 yes
80 6 6 755 705 50 yes
68 22 0 755 695 60 yes
85 38 31 755 720 35 yes
64 9 1 756 711 45 yes
74 47 57 756 721 35 yes
55 27 28 759 709 50 yes
66 6 4 760 695 65 yes
28 4 6 760 720 40 yes
37 4 6 760 745 15 yes
90 9 9 761 741 20 yes
89 78 60 762 702 60 yes
40 12 160 765 715 50 no
25 82 28 765 735 30 yes
14 109 0 765 750 15 yes
23 46 46 766 721 45 yes
38 6 6 766 711 55 yes
52 28 66 768 713 55 yes
33 56 51 769 719 50 yes
20 100 49 769 714 55 yes
31 111 111 769 719 50 yes
1 40 102 770 710 60 yes
39 35 35 770 710 60 yes
21 1 10 770 720 50 yes
13 1 1 772 692 80 yes
51 30 6 773 733 40 yes
10 113 16 773 713 60 yes
17 49 59 773 738 35 yes
48 6 3 775 725 50 yes
91 46 29 775 725 50 yes
94 10 10 776 731 45 yes
27 4 4 776 721 55 yes
82 151 47 776 731 45 yes
72 44 29 778 723 55 yes
7 60 60 779 734 45 yes
90 9 19 783 758 25 yes
49 56 56 784 734 50 yes
36 6 75 785 725 60 yes
79 43 32 785 735 50 yes
29 162 66 785 785 0 yes
30 47 57 786 711 75 yes
71 104 104 786 731 55 yes
12 66 1 786 731 55 yes
70 6 6 790 730 60 yes
83 23 23 790 750 40 yes
87 29 30 791 751 40 yes
29 66 1 791 781 10 yes
32 166 29 791 786 5 yes
73 4 4 792 742 50 yes
50 6 6 793 738 55 yes
35 15 6 795 735 60 yes
37 6 88 795 770 25 yes
16 163 6 795 790 5 yes
9 168 9 796 796 0 yes
63 58 58 797 722 75 yes
92 4 4 797 742 55 yes
25 28 28 798 758 40 yes
26 163 33 798 798 0 yes
58 87 42 800 755 45 yes
28 6 90 800 750 50 yes
19 162 71 800 795 5 yes
8 19 73 801 771 30 yes
64 1 1 802 747 55 yes
76 2 74 803 753 50 yes
15 90 19 803 748 55 yes
53 163 50 804 794 10 yes
11 4 6 805 745 60 yes
81 4 79 805 745 60 yes
41 166 23 805 800 5 yes
74 57 1 808 768 40 yes
9 9 57 808 808 0 yes
22 9 4 809 754 55 yes
80 6 100 810 755 55 yes
26 33 76 810 810 0 yes
59 160 133 810 805 5 yes
16 6 50 812 807 5 yes
19 71 60 813 803 10 yes
54 163 6 813 813 0 yes
51 6 6 814 774 40 yes
18 6 29 815 750 65 yes
23 46 29 815 765 50 yes
32 29 46 815 805 10 yes
5 55 55 816 761 55 yes
14 0 0 816 796 20 yes
41 23 9 819 809 10 yes
59 133 81 819 809 10 yes
6 15 74 820 755 65 yes
4 4 33 820 770 50 yes
82 47 48 821 776 45 yes
65 64 13 824 759 65 yes
37 88 88 824 789 35 yes
53 50 6 824 804 20 yes
40 160 10 824 814 10 yes
3 88 88 825 740 85 yes
38 6 45 825 765 60 yes
54 6 58 825 820 5 yes
62 2 2 826 776 50 yes
