vehID;Standort;Dep/Arr;Uhrzeit(Soll);umlaufstatus(Depot/Umlauf);Uhrzeit(Ist);Spalte1;Spalte2
12;54;1;775;1;760;;
12;54;0;775;1;775;;
12;33;1;797;1;775;;
12;33;0;797;1;797;;
12;33;1;798;1;797;;
12;33;0;798;1;798;;
12;34;1;820;1;798;;
12;34;0;820;1;820;;
12;54;1;820;1;820;;
12;54;0;820;1;820;;
12;54;1;835;1;820;;
12;54;0;835;1;835;;
12;33;1;857;1;835;;
12;33;0;857;1;857;;
12;25;1;858;1;857;;
12;25;0;858;1;900;;
12;88;1;858;1;900;;
12;88;0;858;1;900;;
12;5;1;903;1;900;;
12;5;0;903;1;945;;
12;15;1;911;1;945;;
12;15;0;911;1;953;;
12;15;1;971;1;953;;
12;15;0;971;1;1013;;
12;62;1;992;1;1013;;
12;62;0;992;1;1034;;
12;67;1;1009;1;1034;;
12;67;0;1009;1;1051;;
12;67;1;1043;1;1051;;
12;67;0;1043;1;1085;;
12;6;1;1063;1;1085;;
12;6;0;1063;1;1105;;
12;6;1;1068;1;1105;;
12;6;0;1068;1;1110;;
12;75;1;1094;1;1110;;
12;75;0;1094;1;1136;;
12;75;1;1097;1;1136;;
12;75;0;1097;1;1139;;
12;4;1;1123;1;1139;;
12;4;0;1123;1;1165;;
12;6;1;1123;1;1165;;
12;6;0;1123;1;1165;;
12;6;1;1128;1;1165;;
12;6;0;1128;1;1170;;
12;75;1;1154;1;1170;;
12;75;0;1154;1;1196;;
12;168;1;1166;0;1196;;
13;166;0;291;1;291;;
13;23;1;300;1;291;;
13;23;0;300;1;300;;
13;7;1;319;1;300;;
13;7;0;319;1;319;;
13;4;1;338;1;319;;
13;4;0;338;1;338;;
13;1;1;343;1;338;;
13;1;0;343;1;343;;
13;1;1;345;1;343;;
13;1;0;345;1;345;;
13;47;1;375;1;345;;
13;47;0;375;1;375;;
13;47;1;413;1;375;;
13;47;0;413;1;413;;
13;9;1;441;1;413;;
13;9;0;441;1;441;;
13;1;1;442;1;441;;
13;1;0;442;1;442;;
13;1;1;443;1;442;;
13;1;0;443;1;443;;
13;31;1;476;1;443;;
13;31;0;476;1;476;;
13;10;1;521;1;476;;
13;10;0;521;1;521;;
13;96;1;521;1;521;;
13;96;0;521;1;521;;
13;96;1;542;1;521;;
13;96;0;542;1;542;;
13;1;1;597;1;542;;
13;1;0;597;1;597;;
13;6;1;602;1;597;;
13;6;0;602;1;602;;
13;6;1;615;1;602;;
13;6;0;615;1;615;;
13;42;1;634;1;615;;
13;42;0;634;1;634;;
13;166;1;652;0;634;;
13;166;0;753;1;753;;
13;73;1;761;1;753;;
13;73;0;761;1;761;;
13;82;1;805;1;761;;
13;82;0;805;1;805;;
13;66;1;805;1;805;;
13;66;0;805;1;805;;
13;66;1;808;1;805;;
13;66;0;808;1;808;;
13;19;1;851;1;808;;
13;19;0;851;1;851;;
13;73;1;851;1;851;;
13;73;0;851;1;851;;
13;9;1;896;1;851;;
13;9;0;896;1;896;;
13;4;1;900;1;896;;
13;4;0;900;1;900;;
13;35;1;920;1;900;;
13;35;0;920;1;920;;
13;35;1;927;1;920;;
13;35;0;927;1;927;;
13;6;1;955;1;927;;
13;6;0;955;1;955;;
13;53;1;984;1;955;;
13;53;0;984;1;984;;
13;53;1;985;1;984;;
13;53;0;985;1;985;;
13;4;1;1015;1;985;;
13;4;0;1015;1;1015;;
13;6;1;1015;1;1015;;
13;6;0;1015;1;1015;;
13;6;1;1026;1;1015;;
13;6;0;1026;1;1026;;
13;121;1;1064;1;1026;;
13;121;0;1064;1;1064;;
13;103;1;1064;1;1064;;
13;103;0;1064;1;1064;;
13;103;1;1071;1;1064;;
13;103;0;1071;1;1071;;
13;25;1;1101;1;1071;;
13;25;0;1101;1;1101;;
13;25;1;1105;1;1101;;
13;25;0;1105;1;1105;;
13;15;1;1145;1;1105;;
13;15;0;1145;1;1145;;
13;15;1;1155;1;1145;;
13;15;0;1155;1;1155;;
13;16;1;1193;1;1155;;
13;16;0;1193;1;1193;;
13;1;1;1193;1;1193;;
13;1;0;1193;1;1193;;
13;1;1;1222;1;1193;;
13;1;0;1222;1;1222;;
13;47;1;1252;1;1222;;
13;47;0;1252;1;1252;;
13;166;1;1263;0;1252;;
13;166;0;1273;1;1273;;
13;47;1;1273;1;1273;;
13;47;0;1273;1;1273;;
13;9;1;1300;1;1273;;
13;9;0;1300;1;1300;;
13;1;1;1301;1;1300;;
13;1;0;1301;1;1301;;
13;1;1;1312;1;1301;;
13;1;0;1312;1;1312;;
13;47;1;1342;1;1312;;
13;47;0;1342;1;1342;;
13;166;1;1353;0;1342;;
14;163;0;291;1;291;;
14;9;1;303;1;291;;
14;9;0;303;1;303;;
14;19;1;348;1;303;;
14;19;0;348;1;348;;
14;134;1;367;1;348;;
14;134;0;367;1;367;;
14;134;1;369;1;367;;
14;134;0;369;1;369;;
14;47;1;389;1;369;;
14;47;0;389;1;389;;
14;47;1;390;1;389;;
14;47;0;390;1;390;;
14;48;1;420;1;390;;
14;48;0;420;1;420;;
14;163;1;432;0;420;;
14;163;0;740;1;740;;
14;109;1;755;1;740;;
14;109;0;755;1;755;;
14;0;1;791;1;755;;
14;0;0;791;1;791;;
14;0;1;822;1;791;;
14;0;0;822;1;822;;
14;109;1;860;1;822;;
14;109;0;860;1;860;;
14;109;1;875;1;860;;
14;109;0;875;1;875;;
14;0;1;911;1;875;;
14;0;0;911;1;911;;
14;97;1;933;1;911;;
14;97;0;933;1;933;;
14;97;1;940;1;933;;
14;97;0;940;1;940;;
14;39;1;958;1;940;;
14;39;0;958;1;958;;
14;39;1;960;1;958;;
14;39;0;960;1;960;;
14;142;1;976;1;960;;
14;142;0;976;1;976;;
14;163;1;985;0;976;;
14;163;0;1008;1;1008;;
14;4;1;1020;1;1008;;
14;4;0;1020;1;1020;;
14;35;1;1040;1;1020;;
14;35;0;1040;1;1040;;
14;35;1;1047;1;1040;;
14;35;0;1047;1;1047;;
14;6;1;1075;1;1047;;
14;6;0;1075;1;1075;;
14;6;1;1080;1;1075;;
14;6;0;1080;1;1080;;
14;55;1;1121;1;1080;;
14;55;0;1121;1;1121;;
14;55;1;1124;1;1121;;
14;55;0;1124;1;1124;;
14;4;1;1165;1;1124;;
14;4;0;1165;1;1165;;
14;163;1;1180;0;1165;;
15;168;0;295;1;295;;
15;136;1;305;1;295;;
15;136;0;305;1;305;;
15;137;1;307;1;305;;
15;137;0;307;1;307;;
15;112;1;308;1;307;;
15;112;0;308;1;308;;
15;112;1;309;1;308;;
15;112;0;309;1;309;;
15;6;1;320;1;309;;
15;6;0;320;1;320;;
15;6;1;330;1;320;;
15;6;0;330;1;330;;
15;24;1;352;1;330;;
15;24;0;352;1;352;;
15;24;1;357;1;352;;
15;24;0;357;1;357;;
15;4;1;385;1;357;;
15;4;0;385;1;385;;
15;6;1;385;1;385;;
15;6;0;385;1;385;;
15;6;1;390;1;385;;
15;6;0;390;1;390;;
15;90;1;408;1;390;;
15;90;0;408;1;408;;
15;90;1;413;1;408;;
15;90;0;413;1;413;;
15;19;1;431;1;413;;
15;19;0;431;1;431;;
15;73;1;431;1;431;;
15;73;0;431;1;431;;
15;9;1;476;1;431;;
15;9;0;476;1;476;;
15;9;1;478;1;476;;
15;9;0;478;1;478;;
15;19;1;528;1;478;;
15;19;0;528;1;528;;
15;73;1;528;1;528;;
15;73;0;528;1;528;;
15;73;1;581;1;528;;
15;73;0;581;1;581;;
15;100;1;599;1;581;;
15;100;0;599;1;651;;
15;90;1;601;1;651;;
15;90;0;601;1;653;;
15;19;1;619;1;653;;
15;19;0;619;1;671;;
15;73;1;619;1;671;;
15;73;0;619;1;671;;
15;73;1;649;1;671;;
15;73;0;649;1;701;;
15;100;1;667;1;701;;
15;100;0;667;1;719;;
15;7;1;668;1;719;;
15;7;0;668;1;720;;
15;7;1;672;1;720;;
15;7;0;672;1;724;;
15;4;1;693;1;724;;
15;4;0;693;1;745;;
15;6;1;693;1;745;;
15;6;0;693;1;745;;
15;6;1;698;1;745;;
15;6;0;698;1;750;;
15;90;1;716;1;750;;
15;90;0;716;1;768;;
15;1;1;728;1;768;;
15;1;0;728;1;780;;
15;1;1;738;1;780;;
15;1;0;738;1;790;;
15;10;1;793;1;790;;
15;10;0;793;1;845;;
15;96;1;793;1;845;;
15;96;0;793;1;845;;
15;96;1;798;1;845;;
15;96;0;798;1;850;;
15;1;1;853;1;850;;
15;1;0;853;1;905;;
15;33;1;853;1;905;;
15;33;0;853;1;905;;
15;33;1;866;1;905;;
15;33;0;866;1;918;;
15;34;1;888;1;918;;
15;34;0;888;1;940;;
15;168;1;908;0;940;;
16;163;0;295;1;295;;
16;1;1;307;1;295;;
16;1;0;307;1;307;;
16;31;1;340;1;307;;
16;31;0;340;1;340;;
16;10;1;385;1;340;;
16;10;0;385;1;385;;
16;96;1;385;1;385;;
16;96;0;385;1;385;;
16;96;1;420;1;385;;
16;96;0;420;1;420;;
16;1;1;475;1;420;;
16;1;0;475;1;475;;
16;4;1;479;1;475;;
16;4;0;479;1;479;;
16;4;1;480;1;479;;
16;4;0;480;1;480;;
16;6;1;500;1;480;;
16;6;0;500;1;500;;
16;163;1;515;0;500;;
16;163;0;795;1;795;;
16;6;1;807;1;795;;
16;6;0;807;1;807;;
16;50;1;870;1;807;;
16;50;0;870;1;870;;
16;50;1;885;1;870;;
16;50;0;885;1;885;;
16;25;1;935;1;885;;
16;25;0;935;1;935;;
16;50;1;944;1;935;;
16;50;0;944;1;944;;
16;50;1;953;1;944;;
16;50;0;953;1;953;;
16;25;1;1008;1;953;;
16;25;0;1008;1;1008;;
16;25;1;1015;1;1008;;
16;25;0;1015;1;1015;;
16;15;1;1060;1;1015;;
16;15;0;1060;1;1060;;
16;15;1;1065;1;1060;;
16;15;0;1065;1;1065;;
16;6;1;1105;1;1065;;
16;6;0;1105;1;1105;;
16;29;1;1105;1;1105;;
16;29;0;1105;1;1105;;
16;29;1;1125;1;1105;;
16;29;0;1125;1;1125;;
16;41;1;1169;1;1125;;
16;41;0;1169;1;1169;;
16;41;1;1179;1;1169;;
16;41;0;1179;1;1179;;
16;29;1;1227;1;1179;;
16;29;0;1227;1;1227;;
16;6;1;1228;1;1227;;
16;6;0;1228;1;1228;;
16;6;1;1230;1;1228;;
16;6;0;1230;1;1230;;
16;24;1;1252;1;1230;;
16;24;0;1252;1;1252;;
16;24;1;1259;1;1252;;
16;24;0;1259;1;1259;;
16;4;1;1285;1;1259;;
16;4;0;1285;1;1285;;
16;4;1;1290;1;1285;;
16;4;0;1290;1;1290;;
16;12;1;1300;1;1290;;
16;12;0;1300;1;1300;;
16;67;1;1300;1;1300;;
16;67;0;1300;1;1300;;
16;6;1;1315;1;1300;;
16;6;0;1315;1;1315;;
16;6;1;1350;1;1315;;
16;6;0;1350;1;1350;;
16;80;1;1360;1;1350;;
16;80;0;1360;1;1360;;
16;29;1;1370;1;1360;;
16;29;0;1370;1;1370;;
16;163;1;1385;0;1370;;
17;165;0;296;1;296;;
17;27;1;324;1;296;;
17;27;0;324;1;324;;
17;28;1;368;1;324;;
17;28;0;368;1;368;;
17;28;1;377;1;368;;
17;28;0;377;1;377;;
17;27;1;414;1;377;;
17;27;0;414;1;414;;
17;28;1;458;1;414;;
17;28;0;458;1;458;;
17;49;1;462;1;458;;
17;49;0;462;1;462;;
17;49;1;492;1;462;;
17;49;0;492;1;492;;
17;32;1;516;1;492;;
17;32;0;516;1;516;;
17;32;1;517;1;516;;
17;32;0;517;1;517;;
17;82;1;545;1;517;;
17;82;0;545;1;545;;
17;49;1;547;1;545;;
17;49;0;547;1;547;;
17;49;1;563;1;547;;
17;49;0;563;1;563;;
17;59;1;603;1;563;;
17;59;0;603;1;603;;
17;28;1;623;1;603;;
17;28;0;623;1;623;;
17;28;1;628;1;623;;
17;28;0;628;1;628;;
17;59;1;663;1;628;;
17;59;0;663;1;663;;
17;32;1;664;1;663;;
17;32;0;664;1;664;;
17;32;1;675;1;664;;
17;32;0;675;1;675;;
17;82;1;716;1;675;;
17;82;0;716;1;716;;
17;49;1;718;1;716;;
17;49;0;718;1;718;;
17;49;1;743;1;718;;
17;49;0;743;1;743;;
17;59;1;783;1;743;;
17;59;0;783;1;783;;
17;32;1;784;1;783;;
17;32;0;784;1;784;;
17;32;1;811;1;784;;
17;32;0;811;1;811;;
17;82;1;852;1;811;;
17;82;0;852;1;852;;
17;28;1;855;1;852;;
17;28;0;855;1;855;;
17;28;1;857;1;855;;
17;28;0;857;1;857;;
17;27;1;894;1;857;;
17;27;0;894;1;894;;
17;28;1;938;1;894;;
17;28;0;938;1;938;;
17;52;1;942;1;938;;
17;52;0;942;1;942;;
17;52;1;947;1;942;;
17;52;0;947;1;947;;
17;51;1;985;1;947;;
17;51;0;985;1;985;;
17;43;1;985;1;985;;
17;43;0;985;1;985;;
17;43;1;990;1;985;;
17;43;0;990;1;990;;
17;32;1;1013;1;990;;
17;32;0;1013;1;1013;;
17;32;1;1018;1;1013;;
17;32;0;1018;1;1018;;
17;28;1;1054;1;1018;;
17;28;0;1054;1;1054;;
17;52;1;1058;1;1054;;
17;52;0;1058;1;1058;;
17;52;1;1067;1;1058;;
17;52;0;1067;1;1067;;
17;51;1;1105;1;1067;;
17;51;0;1105;1;1105;;
17;51;1;1110;1;1105;;
17;51;0;1110;1;1110;;
17;56;1;1131;1;1110;;
17;56;0;1131;1;1131;;
17;56;1;1149;1;1131;;
17;56;0;1149;1;1149;;
17;51;1;1166;1;1149;;
17;51;0;1166;1;1166;;
17;20;1;1166;1;1166;;
17;20;0;1166;1;1166;;
17;20;1;1167;1;1166;;
17;20;0;1167;1;1167;;
17;21;1;1179;1;1167;;
17;21;0;1179;1;1179;;
17;111;1;1179;1;1179;;
17;111;0;1179;1;1179;;
17;111;1;1193;1;1179;;
17;111;0;1193;1;1193;;
17;20;1;1210;1;1193;;
17;20;0;1210;1;1210;;
17;165;1;1210;0;1210;;
18;168;0;298;1;298;;
18;80;1;315;1;298;;
18;80;0;315;1;315;;
18;29;1;325;1;315;;
18;29;0;325;1;325;;
18;29;1;330;1;325;;
18;29;0;330;1;330;;
18;4;1;353;1;330;;
18;4;0;353;1;353;;
18;4;1;360;1;353;;
18;4;0;360;1;360;;
18;12;1;370;1;360;;
18;12;0;370;1;370;;
18;67;1;370;1;370;;
18;67;0;370;1;370;;
18;6;1;385;1;370;;
18;6;0;385;1;385;;
18;29;1;385;1;385;;
18;29;0;385;1;385;;
18;29;1;390;1;385;;
18;29;0;390;1;390;;
18;4;1;413;1;390;;
18;4;0;413;1;413;;
18;4;1;420;1;413;;
18;4;0;420;1;420;;
18;6;1;440;1;420;;
18;6;0;440;1;440;;
18;29;1;440;1;440;;
18;29;0;440;1;440;;
18;29;1;450;1;440;;
18;29;0;450;1;450;;
18;4;1;472;1;450;;
18;4;0;472;1;472;;
18;29;1;473;1;472;;
18;29;0;473;1;473;;
18;29;1;480;1;473;;
18;29;0;480;1;480;;
18;4;1;502;1;480;;
18;4;0;502;1;502;;
18;4;1;510;1;502;;
18;4;0;510;1;510;;
18;6;1;530;1;510;;
18;6;0;530;1;530;;
18;4;1;531;1;530;;
18;4;0;531;1;531;;
18;4;1;555;1;531;;
18;4;0;555;1;555;;
18;79;1;568;1;555;;
18;79;0;568;1;568;;
18;79;1;570;1;568;;
18;79;0;570;1;570;;
18;6;1;584;1;570;;
18;6;0;584;1;584;;
18;29;1;584;1;584;;
18;29;0;584;1;584;;
18;29;1;585;1;584;;
18;29;0;585;1;585;;
18;30;1;613;1;585;;
18;30;0;613;1;613;;
18;4;1;614;1;613;;
18;4;0;614;1;614;;
18;4;1;615;1;614;;
18;4;0;615;1;615;;
18;79;1;628;1;615;;
18;79;0;628;1;628;;
18;79;1;630;1;628;;
18;79;0;630;1;630;;
18;6;1;644;1;630;;
18;6;0;644;1;690;;
18;29;1;644;1;690;;
18;29;0;644;1;690;;
18;4;1;666;1;690;;
18;4;0;666;1;712;;
18;4;1;674;1;712;;
18;4;0;674;1;720;;
18;6;1;694;1;720;;
18;6;0;694;1;740;;
18;29;1;694;1;740;;
18;29;0;694;1;740;;
18;29;1;704;1;740;;
18;29;0;704;1;750;;
18;4;1;726;1;750;;
18;4;0;726;1;772;;
18;9;1;731;1;772;;
18;9;0;731;1;777;;
18;9;1;732;1;777;;
18;9;0;732;1;778;;
18;19;1;782;1;778;;
18;19;0;782;1;828;;
18;47;1;790;1;828;;
18;47;0;790;1;836;;
18;47;1;816;1;836;;
18;47;0;816;1;862;;
18;48;1;846;1;862;;
18;48;0;846;1;892;;
18;33;1;847;1;892;;
18;33;0;847;1;893;;
18;33;1;854;1;893;;
18;33;0;854;1;900;;
18;118;1;884;1;900;;
18;118;0;884;1;930;;
18;44;1;885;1;930;;
18;44;0;885;1;931;;
18;44;1;894;1;931;;
18;44;0;894;1;940;;
18;33;1;924;1;940;;
18;33;0;924;1;970;;
18;33;1;932;1;970;;
18;33;0;932;1;978;;
18;34;1;954;1;978;;
18;34;0;954;1;1000;;
18;54;1;954;1;1000;;
18;54;0;954;1;1000;;
18;54;1;969;1;1000;;
18;54;0;969;1;1015;;
18;33;1;991;1;1015;;
18;33;0;991;1;1037;;
18;33;1;992;1;1037;;
18;33;0;992;1;1038;;
18;34;1;1014;1;1038;;
18;34;0;1014;1;1060;;
18;54;1;1014;1;1060;;
18;54;0;1014;1;1060;;
18;54;1;1029;1;1060;;
18;54;0;1029;1;1075;;
18;33;1;1051;1;1075;;
18;33;0;1051;1;1097;;
18;33;1;1052;1;1097;;
18;33;0;1052;1;1098;;
18;34;1;1074;1;1098;;
18;34;0;1074;1;1120;;
18;54;1;1074;1;1120;;
18;54;0;1074;1;1120;;
18;54;1;1089;1;1120;;
18;54;0;1089;1;1135;;
18;33;1;1111;1;1135;;
18;33;0;1111;1;1157;;
18;88;1;1112;1;1157;;
18;88;0;1112;1;1158;;
18;88;1;1119;1;1158;;
18;88;0;1119;1;1165;;
18;89;1;1145;1;1165;;
18;89;0;1145;1;1191;;
18;168;1;1167;0;1191;;
19;162;0;300;1;300;;
19;71;1;308;1;300;;
19;71;0;308;1;308;;
19;72;1;347;1;308;;
19;72;0;347;1;347;;
19;85;1;347;1;347;;
19;85;0;347;1;347;;
19;85;1;358;1;347;;
19;85;0;358;1;358;;
19;71;1;384;1;358;;
19;71;0;384;1;384;;
19;162;1;392;0;384;;
19;162;0;549;1;549;;
19;28;1;557;1;549;;
19;28;0;557;1;557;;
19;27;1;594;1;557;;
19;27;0;594;1;594;;
19;28;1;638;1;594;;
19;28;0;638;1;638;;
19;162;1;646;0;638;;
19;162;0;800;1;800;;
19;71;1;808;1;800;;
19;71;0;808;1;808;;
19;60;1;864;1;808;;
19;60;0;864;1;864;;
19;60;1;959;1;864;;
19;60;0;959;1;959;;
19;71;1;1014;1;959;;
19;71;0;1014;1;1014;;
19;69;1;1017;1;1014;;
19;69;0;1017;1;1017;;
19;69;1;1037;1;1017;;
19;69;0;1037;1;1037;;
19;70;1;1072;1;1037;;
19;70;0;1072;1;1072;;
19;49;1;1083;1;1072;;
19;49;0;1083;1;1083;;
19;49;1;1092;1;1083;;
19;49;0;1092;1;1092;;
19;32;1;1116;1;1092;;
19;32;0;1116;1;1116;;
19;32;1;1117;1;1116;;
19;32;0;1117;1;1117;;
19;82;1;1145;1;1117;;
19;82;0;1145;1;1145;;
19;69;1;1148;1;1145;;
19;69;0;1148;1;1148;;
19;69;1;1157;1;1148;;
19;69;0;1157;1;1157;;
19;70;1;1192;1;1157;;
19;70;0;1192;1;1192;;
19;162;1;1203;0;1192;;
20;162;0;304;1;304;;
20;32;1;328;1;304;;
20;32;0;328;1;328;;
20;82;1;369;1;328;;
20;82;0;369;1;369;;
20;49;1;371;1;369;;
20;49;0;371;1;371;;
20;49;1;372;1;371;;
20;49;0;372;1;372;;
20;32;1;396;1;372;;
20;32;0;396;1;396;;
20;32;1;397;1;396;;
20;32;0;397;1;397;;
20;82;1;425;1;397;;
20;82;0;425;1;425;;
20;73;1;452;1;425;;
20;73;0;452;1;452;;
20;73;1;461;1;452;;
20;73;0;461;1;461;;
20;100;1;479;1;461;;
20;100;0;479;1;479;;
20;49;1;500;1;479;;
20;49;0;500;1;500;;
20;49;1;503;1;500;;
20;49;0;503;1;503;;
20;59;1;543;1;503;;
20;59;0;543;1;543;;
20;32;1;544;1;543;;
20;32;0;544;1;544;;
20;32;1;588;1;544;;
20;32;0;588;1;588;;
20;28;1;624;1;588;;
20;28;0;624;1;624;;
20;55;1;627;1;624;;
20;55;0;627;1;627;;
20;55;1;644;1;627;;
20;55;0;644;1;644;;
20;4;1;685;1;644;;
20;4;0;685;1;685;;
20;6;1;685;1;685;;
20;6;0;685;1;685;;
20;6;1;690;1;685;;
20;6;0;690;1;690;;
20;100;1;709;1;690;;
20;100;0;709;1;709;;
20;7;1;710;1;709;;
20;7;0;710;1;710;;
20;7;1;754;1;710;;
20;7;0;754;1;754;;
20;4;1;775;1;754;;
20;4;0;775;1;775;;
20;4;1;780;1;775;;
20;4;0;780;1;780;;
20;6;1;800;1;780;;
20;6;0;800;1;800;;
20;29;1;800;1;800;;
20;29;0;800;1;800;;
20;29;1;810;1;800;;
20;29;0;810;1;810;;
20;4;1;832;1;810;;
20;4;0;832;1;832;;
20;1;1;837;1;832;;
20;1;0;837;1;837;;
20;1;1;841;1;837;;
20;1;0;841;1;841;;
20;121;1;880;1;841;;
20;121;0;880;1;880;;
20;78;1;891;1;880;;
20;78;0;891;1;891;;
20;78;1;904;1;891;;
20;78;0;904;1;904;;
20;60;1;984;1;904;;
20;60;0;984;1;984;;
20;60;1;989;1;984;;
20;60;0;989;1;989;;
20;61;1;1054;1;989;;
20;61;0;1054;1;1054;;
20;78;1;1055;1;1054;;
20;78;0;1055;1;1055;;
20;72;1;1101;1;1055;;
20;72;0;1101;1;1101;;
20;85;1;1101;1;1101;;
20;85;0;1101;1;1101;;
20;85;1;1108;1;1101;;
20;85;0;1108;1;1108;;
20;71;1;1134;1;1108;;
20;71;0;1134;1;1134;;
20;71;1;1160;1;1134;;
20;71;0;1160;1;1160;;
20;72;1;1188;1;1160;;
20;72;0;1188;1;1188;;
20;85;1;1188;1;1188;;
20;85;0;1188;1;1188;;
20;85;1;1193;1;1188;;
20;85;0;1193;1;1193;;
20;71;1;1220;1;1193;;
20;71;0;1220;1;1220;;
20;162;1;1228;0;1220;;
21;162;0;308;1;308;;
21;53;1;325;1;308;;
21;53;0;325;1;325;;
21;4;1;355;1;325;;
21;4;0;355;1;355;;
21;6;1;355;1;355;;
21;6;0;355;1;355;;
21;53;1;384;1;355;;
21;53;0;384;1;384;;
21;53;1;385;1;384;;
21;53;0;385;1;385;;
21;4;1;415;1;385;;
21;4;0;415;1;415;;
21;6;1;415;1;415;;
21;6;0;415;1;415;;
21;6;1;420;1;415;;
21;6;0;420;1;420;;
21;24;1;446;1;420;;
21;24;0;446;1;446;;
21;24;1;447;1;446;;
21;24;0;447;1;447;;
21;4;1;475;1;447;;
21;4;0;475;1;475;;
21;1;1;480;1;475;;
21;1;0;480;1;480;;
21;10;1;535;1;480;;
21;10;0;535;1;535;;
21;10;1;548;1;535;;
21;10;0;548;1;548;;
21;0;1;594;1;548;;
21;0;0;594;1;594;;
21;98;1;600;1;594;;
21;98;0;600;1;600;;
21;9;1;629;1;600;;
21;9;0;629;1;629;;
21;1;1;630;1;629;;
21;1;0;630;1;630;;
21;1;1;644;1;630;;
21;1;0;644;1;644;;
21;82;1;700;1;644;;
21;82;0;700;1;700;;
21;66;1;700;1;700;;
21;66;0;700;1;700;;
21;66;1;704;1;700;;
21;66;0;704;1;704;;
21;1;1;757;1;704;;
21;1;0;757;1;757;;
21;9;1;758;1;757;;
21;9;0;758;1;758;;
21;9;1;764;1;758;;
21;9;0;764;1;764;;
21;47;1;786;1;764;;
21;47;0;786;1;786;;
21;73;1;794;1;786;;
21;73;0;794;1;794;;
21;73;1;821;1;794;;
21;73;0;821;1;821;;
21;100;1;839;1;821;;
21;100;0;839;1;839;;
21;7;1;840;1;839;;
21;7;0;840;1;840;;
21;7;1;874;1;840;;
21;7;0;874;1;874;;
21;4;1;895;1;874;;
21;4;0;895;1;895;;
21;4;1;900;1;895;;
21;4;0;900;1;900;;
21;6;1;920;1;900;;
21;6;0;920;1;920;;
21;79;1;926;1;920;;
21;79;0;926;1;926;;
21;79;1;930;1;926;;
21;79;0;930;1;930;;
21;6;1;944;1;930;;
21;6;0;944;1;944;;
21;6;1;945;1;944;;
21;6;0;945;1;945;;
21;45;1;964;1;945;;
21;45;0;964;1;964;;
21;45;1;980;1;964;;
21;45;0;980;1;980;;
21;29;1;1000;1;980;;
21;29;0;1000;1;1000;;
21;1;1;1004;1;1000;;
21;1;0;1004;1;1004;;
21;1;1;1012;1;1004;;
21;1;0;1012;1;1012;;
21;47;1;1042;1;1012;;
21;47;0;1042;1;1042;;
21;151;1;1042;1;1042;;
21;151;0;1042;1;1042;;
21;151;1;1045;1;1042;;
21;151;0;1045;1;1045;;
21;152;1;1064;1;1045;;
21;152;0;1064;1;1064;;
21;134;1;1065;1;1064;;
21;134;0;1065;1;1065;;
21;134;1;1066;1;1065;;
21;134;0;1066;1;1066;;
21;47;1;1086;1;1066;;
21;47;0;1086;1;1086;;
21;9;1;1106;1;1086;;
21;9;0;1106;1;1106;;
21;9;1;1108;1;1106;;
21;9;0;1108;1;1108;;
21;57;1;1158;1;1108;;
21;57;0;1158;1;1158;;
21;23;1;1159;1;1158;;
21;23;0;1159;1;1159;;
21;23;1;1174;1;1159;;
21;23;0;1174;1;1174;;
21;9;1;1220;1;1174;;
21;9;0;1220;1;1220;;
21;1;1;1221;1;1220;;
21;1;0;1221;1;1221;;
21;1;1;1244;1;1221;;
21;1;0;1244;1;1244;;
21;82;1;1300;1;1244;;
21;82;0;1300;1;1300;;
21;162;1;1306;0;1300;;
22;168;0;313;1;313;;
22;33;1;325;1;313;;
22;33;0;325;1;325;;
22;17;1;381;1;325;;
22;17;0;381;1;381;;
22;17;1;416;1;381;;
22;17;0;416;1;416;;
22;16;1;473;1;416;;
22;16;0;473;1;473;;
22;1;1;473;1;473;;
22;1;0;473;1;473;;
22;116;1;516;1;473;;
22;116;0;516;1;516;;
22;116;1;520;1;516;;
22;116;0;520;1;520;;
22;9;1;564;1;520;;
22;9;0;564;1;564;;
22;4;1;568;1;564;;
22;4;0;568;1;568;;
22;4;1;570;1;568;;
22;4;0;570;1;570;;
22;26;1;597;1;570;;
22;26;0;597;1;641;;
22;93;1;607;1;641;;
22;93;0;607;1;651;;
22;16;1;645;1;651;;
22;16;0;645;1;689;;
22;33;1;646;1;689;;
22;33;0;646;1;690;;
22;33;1;656;1;690;;
22;33;0;656;1;700;;
22;76;1;694;1;700;;
22;76;0;694;1;738;;
22;76;1;706;1;738;;
22;76;0;706;1;750;;
22;6;1;757;1;750;;
22;6;0;757;1;801;;
22;16;1;761;1;801;;
22;16;0;761;1;805;;
22;9;1;762;1;805;;
22;9;0;762;1;806;;
22;9;1;766;1;806;;
22;9;0;766;1;810;;
22;116;1;804;1;810;;
22;116;0;804;1;848;;
22;116;1;813;1;848;;
22;116;0;813;1;857;;
22;9;1;854;1;857;;
22;9;0;854;1;898;;
22;19;1;904;1;898;;
22;19;0;904;1;948;;
22;23;1;911;1;948;;
22;23;0;911;1;955;;
22;57;1;911;1;955;;
22;57;0;911;1;955;;
22;1;1;911;1;955;;
22;1;0;911;1;955;;
22;48;1;911;1;955;;
22;48;0;911;1;1000;;
22;6;1;916;1;1000;;
22;6;0;916;1;1005;;
22;45;1;948;1;1005;;
22;45;0;948;1;1037;;
22;45;1;951;1;1037;;
22;45;0;951;1;1040;;
22;29;1;971;1;1040;;
