vehID Teilumlaufnummer Standort Dep/Arr Uhrzeit(Soll) Uhrzeit(Ist) Fahrtverspätung Gesamtverspätung
32 1 58 2 432 450 0 18
32 1 58 0 432 450 / 18
76 1 16 1 436 451 10 15
76 1 16 0 436 451 / 15
13 1 9 1 441 451 10 10
13 1 9 0 441 451 / 10
51 1 46 1 436 451 5 15
51 1 46 2 436 451 / 15
38 1 6 1 401 451 10 50
38 1 6 2 401 451 / 50
51 1 46 2 445 451 0 6
51 1 46 0 445 451 / 6
38 1 6 2 405 451 0 46
38 1 6 0 405 451 / 46
14 1 48 1 420 452 5 32
14 1 48 0 420 452 / 32
89 1 168 0 453 453 / 0
44 1 28 1 428 453 5 25
44 1 28 0 428 453 / 25
27 1 67 1 405 453 5 48
27 1 67 2 405 453 / 48
27 1 67 2 410 453 0 43
27 1 67 0 410 453 / 43
54 1 16 1 449 454 5 5
54 1 16 0 449 454 / 5
64 1 29 1 434 454 5 20
64 1 29 2 434 454 / 20
64 1 29 2 435 454 0 19
64 1 29 0 435 454 / 19
49 1 51 1 445 455 10 10
49 1 51 2 445 455 / 10
78 1 160 1 430 455 5 25
55 1 28 1 432 455 5 23
55 1 28 2 432 455 / 23
49 1 51 2 448 455 0 7
49 1 51 0 448 455 / 7
55 1 28 2 437 455 0 18
55 1 28 0 437 455 / 18
10 1 1 1 441 456 10 15
10 1 1 0 441 456 / 15
57 1 163 1 436 456 10 20
26 1 29 1 445 457 5 12
26 1 29 0 445 457 / 12
1 1 40 1 430 457 10 27
1 1 40 0 430 457 / 27
20 1 82 1 425 458 10 33
20 1 82 0 425 458 / 33
23 1 33 1 437 458 5 21
23 1 33 2 437 458 / 21
62 1 2 1 428 458 10 30
62 1 2 2 428 458 / 30
23 1 33 2 450 458 0 8
23 1 33 0 450 458 / 8
62 1 2 2 438 458 0 20
62 1 2 0 438 458 / 20
4 1 6 1 415 459 10 44
4 1 6 0 415 459 / 44
21 1 6 1 415 459 10 44
21 1 6 2 415 459 / 44
21 1 6 2 420 459 0 39
21 1 6 0 420 459 / 39
28 1 60 1 444 460 5 16
28 1 60 2 444 460 / 16
80 1 6 1 445 460 5 15
80 1 6 2 445 460 / 15
59 1 37 1 430 460 10 30
59 1 37 0 430 460 / 30
40 1 121 1 427 460 10 33
40 1 121 0 427 460 / 33
28 1 60 2 449 460 0 11
28 1 60 0 449 460 / 11
80 1 6 2 450 460 0 10
80 1 6 0 450 460 / 10
73 1 46 1 441 461 10 20
73 1 46 0 441 461 / 20
82 1 10 1 775 461 5 9
82 1 10 0 775 461 / 9
24 1 160 1 446 461 10 15
10 1 25 1 441 461 5 20
10 1 25 2 441 461 / 20
10 1 25 2 445 461 0 16
10 1 25 0 445 461 / 16
79 1 43 1 445 462 10 17
79 1 43 2 445 462 / 17
72 1 4 1 445 462 5 17
72 1 4 0 445 462 / 17
13 1 1 1 442 462 10 20
13 1 1 2 442 462 / 20
44 1 49 1 432 462 5 30
44 1 49 0 432 462 / 30
79 1 43 2 450 462 0 12
79 1 43 0 450 462 / 12
13 1 1 2 443 462 0 19
13 1 1 0 443 462 / 19
37 1 76 1 453 463 10 10
37 1 76 0 453 463 / 10
65 1 14 1 438 463 10 25
65 1 14 2 438 463 / 25
33 1 51 1 446 463 5 17
33 1 51 2 446 463 / 17
65 1 14 2 440 463 0 23
65 1 14 0 440 463 / 23
33 1 51 2 450 463 0 13
33 1 51 0 450 463 / 13
56 1 10 1 439 464 10 25
56 1 10 2 439 464 / 25
85 1 132 1 449 464 5 15
85 1 132 0 449 464 / 15
70 1 4 1 445 464 5 19
70 1 4 0 445 464 / 19
41 1 4 1 430 464 5 34
41 1 4 0 430 464 / 34
45 1 168 1 902 464 10 22
4 1 29 1 415 464 5 49
4 1 29 2 415 464 / 49
56 1 10 2 453 464 0 11
56 1 10 0 453 464 / 11
4 1 29 2 420 464 0 44
4 1 29 0 420 464 / 44
87 1 44 1 460 465 5 5
87 1 44 0 460 465 / 5
53 1 148 2 465 465 0 0
53 1 148 0 465 465 / 0
88 1 60 1 455 465 10 10
88 1 60 0 455 465 / 10
76 1 4 1 440 465 10 25
76 1 4 2 440 465 / 25
76 1 4 2 450 465 0 15
76 1 4 0 450 465 / 15
18 1 4 1 413 466 5 53
18 1 4 2 413 466 / 53
82 1 96 1 775 466 5 14
82 1 96 2 775 466 / 14
18 1 4 2 420 466 0 46
18 1 4 0 420 466 / 46
3 1 16 1 449 467 5 18
3 1 16 0 449 467 / 18
1 1 102 1 430 467 10 37
1 1 102 2 430 467 / 37
82 1 96 2 790 467 0 0
82 1 96 0 790 467 / 0
1 1 102 2 453 467 0 14
1 1 102 0 453 467 / 14
66 1 12 1 435 468 10 33
66 1 12 0 435 468 / 33
81 1 77 1 448 468 10 20
81 1 77 2 448 468 / 20
72 1 29 1 446 468 5 22
72 1 29 2 446 468 / 22
81 1 77 2 450 468 0 18
81 1 77 0 450 468 / 18
72 1 29 2 450 468 0 18
72 1 29 0 450 468 / 18
5 1 15 1 425 469 5 44
5 1 15 2 425 469 / 44
70 1 6 1 445 469 5 24
70 1 6 0 445 469 / 24
5 1 15 2 435 469 0 34
5 1 15 0 435 469 / 34
60 1 82 1 445 470 10 25
60 1 82 0 445 470 / 25
63 1 30 1 433 470 10 37
63 1 30 0 433 470 / 37
15 1 19 1 431 470 5 39
15 1 19 0 431 470 / 39
64 1 149 1 446 470 5 24
64 1 149 0 446 470 / 24
34 1 92 1 440 471 5 31
34 1 92 0 440 471 / 31
48 1 3 1 429 471 10 42
48 1 3 2 429 471 / 42
31 1 21 1 459 471 10 12
31 1 21 0 459 471 / 12
62 1 63 1 446 471 5 25
62 1 63 2 446 471 / 25
48 1 3 2 434 471 0 37
48 1 3 0 434 471 / 37
62 1 63 2 448 471 0 23
62 1 63 0 448 471 / 23
74 1 10 1 442 472 10 30
74 1 10 2 442 472 / 30
90 1 164 0 474 474 / 0
35 1 62 1 448 474 5 26
35 1 62 0 448 474 / 26
14 1 163 1 432 474 10 42
83 1 33 1 460 475 10 15
83 1 33 0 460 475 / 15
25 1 69 1 458 475 10 17
25 1 69 0 458 475 / 17
52 1 59 1 465 475 5 10
52 1 59 0 465 475 / 10
43 1 89 1 440 475 5 35
43 1 89 0 440 475 / 35
38 1 45 1 424 475 5 51
38 1 45 2 424 475 / 51
89 1 4 1 465 475 10 10
89 1 4 0 465 475 / 10
60 1 66 1 445 475 5 30
60 1 66 2 445 475 / 30
38 1 45 2 440 475 0 35
38 1 45 0 440 475 / 35
60 1 66 2 448 475 0 27
60 1 66 0 448 475 / 27
71 1 9 1 447 476 10 29
71 1 9 0 447 476 / 29
54 1 163 1 461 476 10 15
31 1 111 1 459 476 5 17
31 1 111 2 459 476 / 17
31 1 111 2 473 476 0 3
31 1 111 0 473 476 / 3
50 1 18 1 462 477 5 15
50 1 18 2 462 477 / 15
29 1 36 1 444 477 10 33
29 1 36 2 444 477 / 33
26 1 163 1 460 477 5 17
59 1 92 1 442 477 5 35
59 1 92 2 442 477 / 35
50 1 18 2 468 477 0 9
50 1 18 0 468 477 / 9
29 1 36 2 472 477 0 5
29 1 36 0 472 477 / 5
59 1 92 2 454 477 0 23
59 1 92 0 454 477 / 23
22 1 16 1 473 478 5 5
22 1 16 0 473 478 / 5
68 1 4 1 442 478 10 36
68 1 4 0 442 478 / 36
27 1 6 1 425 478 10 53
27 1 6 0 425 478 / 53
73 1 68 1 453 478 5 25
73 1 68 2 453 478 / 25
3 1 88 1 450 478 10 28
3 1 88 2 450 478 / 28
73 1 68 2 470 478 0 8
73 1 68 0 470 478 / 8
3 1 88 2 460 478 0 18
3 1 88 0 460 478 / 18
46 1 118 1 450 479 5 29
46 1 118 0 450 479 / 29
4 1 135 1 430 479 5 49
4 1 135 0 430 479 / 49
66 1 35 1 441 479 5 38
66 1 35 2 441 479 / 38
66 1 35 2 447 479 0 32
66 1 35 0 447 479 / 32
16 1 1 1 475 480 5 5
16 1 1 0 475 480 / 5
75 1 19 1 468 480 5 12
75 1 19 0 468 480 / 12
15 1 73 1 431 480 10 49
15 1 73 0 431 480 / 49
35 1 108 1 449 480 5 31
35 1 108 2 449 480 / 31
35 1 108 2 459 480 0 21
35 1 108 0 459 480 / 21
67 1 89 1 460 481 5 21
67 1 89 2 460 481 / 21
30 1 9 1 455 481 5 26
30 1 9 0 455 481 / 26
37 1 161 1 466 481 5 15
63 1 6 1 434 481 10 47
63 1 6 2 434 481 / 47
67 1 89 2 466 481 0 15
67 1 89 0 466 481 / 15
63 1 6 2 435 481 0 46
63 1 6 0 435 481 / 46
71 1 1 1 448 482 5 34
71 1 1 2 448 482 / 34
71 1 1 2 464 482 0 18
71 1 1 0 464 482 / 18
84 1 10 1 473 483 5 10
84 1 10 0 473 483 / 10
36 1 6 1 445 483 5 38
36 1 6 2 445 483 / 38
22 1 1 1 473 483 5 10
22 1 1 0 473 483 / 10
36 1 6 2 450 483 0 33
36 1 6 0 450 483 / 33
17 1 28 1 458 484 10 26
17 1 28 0 458 484 / 26
62 1 2 1 456 484 5 28
62 1 2 2 456 484 / 28
62 1 2 2 458 484 0 26
62 1 2 0 458 484 / 26
7 1 61 1 480 485 5 5
7 1 61 0 480 485 / 5
39 1 1 1 457 485 10 28
39 1 1 0 457 485 / 28
80 1 4 1 470 485 5 15
80 1 4 0 470 485 / 15
76 1 12 1 465 485 5 20
76 1 12 0 465 485 / 20
83 1 6 1 465 485 5 20
83 1 6 0 465 485 / 20
42 1 16 1 479 486 5 7
42 1 16 0 479 486 / 7
46 1 167 1 452 486 5 34
81 1 6 1 464 487 5 23
81 1 6 0 464 487 / 23
2 1 60 1 456 488 5 32
2 1 60 2 456 488 / 32
6 1 9 1 446 488 5 42
6 1 9 0 446 488 / 42
86 1 86 1 473 488 5 15
86 1 86 0 473 488 / 15
32 1 4 1 460 488 10 28
32 1 4 0 460 488 / 28
79 1 32 1 471 488 5 17
79 1 32 2 471 488 / 17
70 1 3 1 459 488 5 29
70 1 3 0 459 488 / 29
74 1 10 2 488 488 0 0
74 1 10 0 488 488 / 0
68 1 9 1 447 488 5 41
68 1 9 2 447 488 / 41
79 1 32 2 477 488 0 11
79 1 32 0 477 488 / 11
68 1 9 2 455 488 0 33
68 1 9 0 455 488 / 33
40 1 23 1 446 489 10 43
40 1 23 2 446 489 / 43
34 1 169 1 453 489 5 36
48 1 4 1 447 489 5 42
48 1 4 2 447 489 / 42
90 1 60 1 479 489 10 10
90 1 60 0 479 489 / 10
27 1 4 1 426 489 10 63
27 1 4 2 426 489 / 63
16 1 4 1 479 489 5 10
16 1 4 2 479 489 / 10
40 1 23 2 454 489 0 35
40 1 23 0 454 489 / 35
48 1 4 2 450 489 0 39
48 1 4 0 450 489 / 39
27 1 4 2 430 489 0 59
27 1 4 0 430 489 / 59
16 1 4 2 480 489 0 9
16 1 4 0 480 489 / 9
20 1 73 1 452 490 5 38
20 1 73 2 452 490 / 38
85 1 133 1 470 490 5 20
85 1 133 0 470 490 / 20
20 1 73 2 461 490 0 29
20 1 73 0 461 490 / 29
42 1 33 1 480 492 5 12
42 1 33 0 480 492 / 12
81 1 29 1 464 492 5 28
81 1 29 2 464 492 / 28
81 1 29 2 465 492 0 27
81 1 29 0 465 492 / 27
41 1 166 1 449 493 10 44
25 1 162 1 466 493 10 27
75 1 166 1 476 493 5 17
84 1 96 1 473 493 10 20
84 1 96 2 473 493 / 20
17 1 49 1 462 493 5 31
17 1 49 2 462 493 / 31
84 1 96 2 484 493 0 9
84 1 96 0 484 493 / 9
17 1 49 2 492 493 0 1
17 1 49 0 492 493 / 1
47 1 46 1 464 494 5 30
47 1 46 0 464 494 / 30
61 1 61 1 478 494 5 16
61 1 61 0 478 494 / 16
33 1 56 1 471 494 10 23
33 1 56 2 471 494 / 23
52 1 27 1 474 494 10 20
52 1 27 0 474 494 / 20
33 1 56 2 489 494 0 5
33 1 56 0 489 494 / 5
21 1 24 1 446 495 10 49
21 1 24 2 446 495 / 49
80 1 88 1 475 495 5 20
80 1 88 0 475 495 / 20
21 1 24 2 447 495 0 48
21 1 24 0 447 495 / 48
44 1 32 1 456 496 10 40
44 1 32 2 456 496 / 40
18 1 6 1 440 496 10 56
18 1 6 0 440 496 / 56
7 1 78 1 481 496 10 15
7 1 78 2 481 496 / 15
39 1 3 1 463 496 5 33
39 1 3 2 463 496 / 33
44 1 32 2 457 496 0 39
44 1 32 0 457 496 / 39
7 1 78 2 486 496 0 10
7 1 78 0 486 496 / 10
39 1 3 2 464 496 0 32
39 1 3 0 464 496 / 32
91 1 168 0 497 497 / 0
12 1 82 1 460 497 5 37
12 1 82 0 460 497 / 37
92 1 168 0 498 498 / 0
58 1 61 1 478 498 10 20
58 1 61 0 478 498 / 20
10 1 26 1 477 498 5 21
10 1 26 0 477 498 / 21
64 1 150 1 464 498 10 34
64 1 150 2 464 498 / 34
31 1 20 1 490 498 5 8
31 1 20 0 490 498 / 8
73 1 15 1 485 498 5 13
73 1 15 2 485 498 / 13
76 1 2 1 473 498 5 25
76 1 2 2 473 498 / 25
64 1 150 2 495 498 0 3
64 1 150 0 495 498 / 3
73 1 15 2 493 498 0 5
73 1 15 0 493 498 / 5
76 1 2 2 498 498 0 0
76 1 2 0 498 498 / 0
11 1 4 1 445 500 10 55
11 1 4 0 445 500 / 55
13 1 31 1 476 500 5 24
13 1 31 0 476 500 / 24
87 1 33 1 490 500 5 10
87 1 33 0 490 500 / 10
38 1 29 1 460 500 5 40
38 1 29 0 460 500 / 40
55 1 27 1 474 502 10 28
55 1 27 2 474 502 / 28
65 1 64 1 469 502 10 33
65 1 64 0 469 502 / 33
1 1 39 1 478 502 10 24
1 1 39 2 478 502 / 24
6 1 4 1 450 502 10 52
6 1 4 0 450 502 / 52
1 1 39 2 490 502 0 12
1 1 39 0 490 502 / 12
31 1 165 1 490 503 5 13
49 1 52 1 488 505 10 17
49 1 52 0 488 505 / 17
11 1 6 1 445 505 5 60
11 1 6 2 445 505 / 60
11 1 6 2 450 505 0 55
11 1 6 0 450 505 / 55
93 1 169 0 506 506 / 0
53 1 9 1 501 506 5 5
53 1 9 0 501 506 / 5
72 1 118 1 483 506 5 23
72 1 118 0 483 506 / 23
43 1 160 1 466 506 5 40
18 1 29 1 440 506 10 66
18 1 29 2 440 506 / 66
18 1 29 2 450 506 0 56
18 1 29 0 450 506 / 56
12 1 66 1 460 507 10 47
12 1 66 2 460 507 / 47
31 2 165 0 507 507 / 0
12 1 66 2 461 507 0 46
12 1 66 0 461 507 / 46
70 1 7 1 469 508 10 39
70 1 7 2 469 508 / 39
47 1 160 1 468 508 10 40
10 1 113 1 477 508 10 31
10 1 113 2 477 508 / 31
65 1 13 1 470 508 5 38
65 1 13 0 470 508 / 38
70 1 7 2 484 508 0 24
70 1 7 0 484 508 / 24
10 1 113 2 478 508 0 30
10 1 113 0 478 508 / 30
2 1 60 2 509 509 0 0
2 1 60 0 509 509 / 0
85 1 0 1 485 510 5 25
85 1 0 2 485 510 / 25
29 1 9 1 496 511 10 15
29 1 9 0 496 511 / 15
35 1 15 1 485 511 5 26
35 1 15 2 485 511 / 26
30 1 47 1 475 511 10 36
30 1 47 2 475 511 / 36
76 1 63 1 506 511 5 5
76 1 63 2 506 511 / 5
38 1 6 1 461 511 10 50
38 1 6 2 461 511 / 50
35 1 15 2 495 511 0 16
35 1 15 0 495 511 / 16
30 1 47 2 481 511 0 30
30 1 47 0 481 511 / 30
76 1 63 2 508 511 0 3
76 1 63 0 508 511 / 3
38 1 6 2 465 511 0 46
38 1 6 0 465 511 / 46
83 1 58 1 487 512 5 25
83 1 58 2 487 512 / 25
61 1 99 1 491 512 5 21
61 1 99 2 491 512 / 21
58 1 66 1 487 512 5 25
58 1 66 2 487 512 / 25
72 1 44 1 484 512 5 28
72 1 44 2 484 512 / 28
31 2 20 1 507 512 5 5
31 2 20 0 507 512 / 5
83 1 58 2 492 512 0 20
83 1 58 0 492 512 / 20
61 1 99 2 495 512 0 17
61 1 99 0 495 512 / 17
58 1 66 2 491 512 0 21
58 1 66 0 491 512 / 21
72 1 44 2 508 512 0 4
72 1 44 0 508 512 / 4
3 1 89 1 490 513 5 23
3 1 89 2 490 513 / 23
63 1 91 1 462 513 5 51
63 1 91 0 462 513 / 51
68 1 156 1 475 513 5 38
68 1 156 0 475 513 / 38
20 1 100 1 479 513 5 34
20 1 100 0 479 513 / 34
3 1 89 2 491 513 0 22
3 1 89 0 491 513 / 22
89 1 6 1 494 514 10 20
89 1 6 0 494 514 / 20
27 1 65 1 450 514 5 64
27 1 65 2 450 514 / 64
39 1 4 1 477 514 5 37
39 1 4 2 477 514 / 37
27 1 65 2 462 514 0 52
27 1 65 0 462 514 / 52
39 1 4 2 480 514 0 34
39 1 4 0 480 514 / 34
92 1 29 1 510 515 5 5
92 1 29 0 510 515 / 5
85 1 0 2 515 515 0 0
85 1 0 0 515 515 / 0
51 1 29 1 505 516 5 11
51 1 29 2 505 516 / 11
33 1 51 1 506 516 5 10
33 1 51 2 506 516 / 10
33 1 51 2 508 516 0 8
33 1 51 0 508 516 / 8
69 1 60 1 504 517 5 13
69 1 60 0 504 517 / 13
66 1 6 1 475 517 10 42
66 1 6 0 475 517 / 42
86 1 51 1 492 517 10 25
86 1 51 2 492 517 / 25
32 1 166 1 479 517 10 38
86 1 51 2 510 517 0 7
86 1 51 0 510 517 / 7
63 1 58 1 462 518 5 56
63 1 58 2 462 518 / 56
63 1 58 2 467 518 0 51
63 1 58 0 467 518 / 51
23 1 46 1 501 519 10 18
23 1 46 2 501 519 / 18
5 1 6 1 475 519 10 44
5 1 6 2 475 519 / 44
4 1 4 1 460 519 10 59
4 1 4 0 460 519 / 59
36 1 75 1 476 519 10 43
36 1 75 2 476 519 / 43
48 1 6 1 470 519 10 49
48 1 6 2 470 519 / 49
16 1 6 1 500 519 10 19
16 1 6 0 500 519 / 19
23 1 46 2 505 519 0 14
23 1 46 0 505 519 / 14
5 1 6 2 480 519 0 39
5 1 6 0 480 519 / 39
36 1 75 2 479 519 0 40
36 1 75 0 479 519 / 40
48 1 6 2 475 519 0 44
48 1 6 0 475 519 / 44
94 1 168 0 520 520 / 0
56 1 0 1 499 520 10 21
56 1 0 0 499 520 / 21
79 1 43 1 505 521 5 16
79 1 43 2 505 521 / 16
79 1 43 2 510 521 0 11
79 1 43 0 510 521 / 11
50 1 16 1 508 522 5 14
50 1 16 0 508 522 / 14
67 1 16 1 499 524 10 25
67 1 16 0 499 524 / 25
64 1 9 1 516 524 5 8
64 1 9 0 516 524 / 8
73 1 62 1 514 524 5 10
73 1 62 0 514 524 / 10
87 1 23 1 509 524 5 15
87 1 23 2 509 524 / 15
89 1 29 1 494 524 10 30
89 1 29 2 494 524 / 30
87 1 23 2 514 524 0 10
87 1 23 0 514 524 / 10
89 1 29 2 495 524 0 29
89 1 29 0 495 524 / 29
51 1 29 2 525 525 0 0
51 1 29 0 525 525 / 0
62 1 2 1 490 526 10 36
62 1 2 2 490 526 / 36
62 1 2 2 518 526 0 8
62 1 2 0 518 526 / 8
42 1 118 1 510 527 5 17
42 1 118 0 510 527 / 17
17 1 32 1 516 527 10 11
17 1 32 2 516 527 / 11
17 1 32 2 517 527 0 10
17 1 32 0 517 527 / 10
88 1 61 1 513 528 5 15
88 1 61 0 513 528 / 15
60 1 19 1 491 528 10 37
60 1 19 0 491 528 / 37
59 1 31 1 500 528 5 28
59 1 31 0 500 528 / 28
21 1 4 1 475 528 5 53
21 1 4 0 475 528 / 53
1 1 142 1 506 528 10 22
1 1 142 0 506 528 / 22
53 1 163 1 513 528 10 15
66 1 4 1 476 528 10 52
66 1 4 2 476 528 / 52
66 1 4 2 510 528 0 18
66 1 4 0 510 528 / 18
44 1 82 1 485 529 5 44
44 1 82 0 485 529 / 44
93 1 126 1 519 529 10 10
93 1 126 0 519 529 / 10
76 1 2 1 516 529 10 13
76 1 2 2 516 529 / 13
31 2 21 1 519 529 5 10
31 2 21 0 519 529 / 10
4 1 33 1 465 529 5 64
4 1 33 2 465 529 / 64
67 1 1 1 499 529 5 30
67 1 1 2 499 529 / 30
76 1 2 2 518 529 0 11
76 1 2 0 518 529 / 11
4 1 33 2 475 529 0 54
4 1 33 0 475 529 / 54
67 1 1 2 503 529 0 26
67 1 1 0 503 529 / 26
15 1 9 1 476 530 5 54
15 1 9 2 476 530 / 54
81 1 30 1 493 530 10 37
81 1 30 0 493 530 / 37
49 1 32 1 508 530 5 22
49 1 32 2 508 530 / 22
15 1 9 2 478 530 0 52
15 1 9 0 478 530 / 52
49 1 32 2 528 530 0 2
49 1 32 0 528 530 / 2
82 1 1 1 845 532 10 10
82 1 1 0 845 532 / 10
91 1 0 1 522 532 10 10
91 1 0 0 522 532 / 10
69 1 164 1 509 532 10 23
30 1 57 1 498 533 5 35
30 1 57 0 498 533 / 35
50 1 33 1 509 533 10 24
50 1 33 2 509 533 / 24
55 1 27 2 534 534 0 0
55 1 27 0 534 534 / 0
11 1 100 1 469 534 10 65
11 1 100 0 469 534 / 65
42 1 167 1 512 534 5 22
1 1 97 1 507 534 5 27
1 1 97 2 507 534 / 27
1 1 97 2 520 534 0 14
1 1 97 0 520 534 / 14
64 1 1 1 517 535 10 18
64 1 1 2 517 535 / 18
50 1 33 2 535 535 0 0
50 1 33 0 535 535 / 0
64 1 1 2 524 535 0 11
64 1 1 0 524 535 / 11
22 1 116 1 516 536 10 20
22 1 116 2 516 536 / 20
22 1 116 2 520 536 0 16
22 1 116 0 520 536 / 16
18 1 4 1 472 538 10 66
18 1 4 0 472 538 / 66
60 1 73 1 491 538 10 47
60 1 73 0 491 538 / 47
82 1 9 1 846 538 5 15
82 1 9 2 846 538 / 15
74 1 0 1 534 539 5 5
74 1 0 0 534 539 / 5
70 1 4 1 505 539 10 34
70 1 4 0 505 539 / 34
29 1 73 1 519 539 5 20
29 1 73 2 519 539 / 20
20 1 49 1 500 539 5 39
20 1 49 2 500 539 / 39
39 1 35 1 500 539 5 39
39 1 35 2 500 539 / 39
16 1 163 1 515 539 5 24
31 2 111 1 519 539 10 20
31 2 111 2 519 539 / 20
82 1 9 2 862 539 0 0
82 1 9 0 862 539 / 0
29 1 73 2 521 539 0 18
29 1 73 0 521 539 / 18
20 1 49 2 503 539 0 36
20 1 49 0 503 539 / 36
39 1 35 2 507 539 0 32
39 1 35 0 507 539 / 32
61 1 82 1 513 540 10 27
61 1 82 0 513 540 / 27
94 1 54 1 535 540 5 5
94 1 54 0 535 540 / 5
88 1 52 1 521 541 5 20
88 1 52 2 521 541 / 20
81 1 4 1 494 541 10 47
81 1 4 2 494 541 / 47
88 1 52 2 527 541 0 14
88 1 52 0 527 541 / 14
81 1 4 2 495 541 0 46
81 1 4 0 495 541 / 46
68 1 22 1 499 542 5 43
68 1 22 2 499 542 / 43
68 1 22 2 505 542 0 37
68 1 22 0 505 542 / 37
71 1 82 1 520 543 5 23
71 1 82 0 520 543 / 23
48 1 3 1 489 543 10 54
48 1 3 2 489 543 / 54
21 1 1 1 480 543 10 63
21 1 1 0 480 543 / 63
93 1 115 1 528 543 5 15
93 1 115 0 528 543 / 15
48 1 3 2 494 543 0 49
48 1 3 0 494 543 / 49
10 1 16 1 509 544 5 35
10 1 16 0 509 544 / 35
80 1 5 1 520 545 5 25
80 1 5 2 520 545 / 25
83 1 4 1 520 545 5 25
83 1 4 0 520 545 / 25
73 1 18 1 525 545 10 20
73 1 18 0 525 545 / 20
44 1 162 1 491 545 10 54
80 1 5 2 525 545 0 20
80 1 5 0 525 545 / 20
65 1 14 1 498 546 10 48
65 1 14 2 498 546 / 48
63 1 4 1 490 546 5 56
63 1 4 0 490 546 / 56
30 1 7 1 506 546 5 40
30 1 7 2 506 546 / 40
65 1 14 2 500 546 0 46
65 1 14 0 500 546 / 46
30 1 7 2 514 546 0 32
30 1 7 0 514 546 / 32
6 1 15 1 490 547 5 57
6 1 15 0 490 547 / 57
27 1 6 1 490 547 5 57
27 1 6 2 490 547 / 57
92 1 4 1 532 547 10 15
92 1 4 2 532 547 / 15
87 1 47 1 532 547 5 15
87 1 47 2 532 547 / 15
27 1 6 2 495 547 0 52
27 1 6 0 495 547 / 52
92 1 4 2 540 547 0 7
92 1 4 0 540 547 / 7
87 1 47 2 533 547 0 14
87 1 47 0 533 547 / 14
52 1 28 1 518 548 10 30
52 1 28 0 518 548 / 30
86 1 56 1 531 548 10 17
86 1 56 0 531 548 / 17
19 2 162 0 549 549 / 0
18 1 29 1 473 549 10 76
18 1 29 2 473 549 / 76
70 1 6 1 505 549 10 44
70 1 6 2 505 549 / 44
10 1 1 1 509 549 5 40
10 1 1 2 509 549 / 40
18 1 29 2 480 549 0 69
18 1 29 0 480 549 / 69
70 1 6 2 510 549 0 39
70 1 6 0 510 549 / 39
10 1 1 2 540 549 0 9
10 1 1 0 540 549 / 9
13 1 10 1 521 550 5 29
13 1 10 0 521 550 / 29
36 1 4 1 505 550 5 45
36 1 4 0 505 550 / 45
40 1 9 1 506 551 10 45
40 1 9 0 506 551 / 45
72 1 29 1 537 551 10 14
72 1 29 2 537 551 / 14
3 1 16 1 524 551 5 27
3 1 16 0 524 551 / 27
72 1 29 2 540 551 0 11
72 1 29 0 540 551 / 11
31 2 111 2 552 552 0 0
31 2 111 0 552 552 / 0
38 1 45 1 497 553 10 56
38 1 45 2 497 553 / 56
59 1 160 1 515 553 10 38
38 1 45 2 500 553 0 53
38 1 45 0 500 553 / 53
79 1 32 1 533 554 10 21
79 1 32 2 533 554 / 21
79 1 32 2 541 554 0 13
79 1 32 0 541 554 / 13
83 1 9 1 525 555 5 30
83 1 9 2 525 555 / 30
13 1 96 1 521 555 5 34
13 1 96 2 521 555 / 34
83 1 9 2 538 555 0 17
83 1 9 0 538 555 / 17
13 1 96 2 542 555 0 13
13 1 96 0 542 555 / 13
61 1 162 1 519 556 10 37
63 1 6 1 490 556 10 66
63 1 6 2 490 556 / 66
52 1 66 1 521 556 5 35
52 1 66 0 521 556 / 35
63 1 6 2 495 556 0 61
63 1 6 0 495 556 / 61
89 1 30 1 523 557 5 34
89 1 30 0 523 557 / 34
84 1 1 1 539 558 10 19
84 1 1 0 539 558 / 19
51 1 30 1 553 558 5 5
51 1 30 0 553 558 / 5
28 1 61 1 538 559 10 21
28 1 61 0 538 559 / 21
56 1 1 1 533 559 5 26
56 1 1 0 533 559 / 26
11 1 69 1 489 559 5 70
11 1 69 2 489 559 / 70
81 1 79 1 508 559 5 51
81 1 79 2 508 559 / 51
71 1 104 1 531 559 5 28
71 1 104 2 531 559 / 28
11 1 69 2 497 559 0 62
11 1 69 0 497 559 / 62
81 1 79 2 510 559 0 49
81 1 79 0 510 559 / 49
71 1 104 2 540 559 0 19
71 1 104 0 540 559 / 19
17 1 82 1 545 560 5 15
17 1 82 0 545 560 / 15
66 1 26 1 537 560 5 23
66 1 26 0 537 560 / 23
36 1 6 1 505 560 10 55
36 1 6 2 505 560 / 55
40 1 4 1 510 560 5 50
40 1 4 0 510 560 / 50
36 1 6 2 510 560 0 50
36 1 6 0 510 560 / 50
35 1 6 1 535 561 10 26
35 1 6 2 535 561 / 26
33 1 52 1 548 561 5 13
33 1 52 0 548 561 / 13
48 1 4 1 507 561 5 54
48 1 4 0 507 561 / 54
35 1 6 2 540 561 0 21
35 1 6 0 540 561 / 21
1 1 39 1 538 562 10 24
1 1 39 0 538 562 / 24
19 2 28 1 557 562 5 5
19 2 28 0 557 562 / 5
82 1 47 1 884 566 5 5
82 1 47 0 884 566 / 5
48 1 6 1 507 566 5 59
48 1 6 2 507 566 / 59
48 1 6 2 510 566 0 56
48 1 6 0 510 566 / 56
68 1 0 1 520 567 10 47
68 1 0 0 520 567 / 47
12 1 1 1 517 568 5 51
12 1 1 0 517 568 / 51
