vehID Standort Uhrzeit(Soll) Uhrzeit(Ist) Fahrtverspätung Gesamtverspätung
50 6 633 648 10 15
50 6 633 648 0 15
18 4 614 648 0 34
18 4 614 648 0 34
50 6 645 648 0 3
50 6 645 648 0 3
18 4 615 648 0 33
18 4 615 648 0 33
70 117 630 649 5 19
70 117 630 649 0 19
36 4 690 649 5 24
36 4 690 649 0 24
15 73 701 649 0 0
15 73 701 649 0 0
68 12 645 649 0 4
68 12 645 649 0 4
36 6 690 649 0 24
36 6 690 649 0 24
93 115 648 650 0 2
93 115 648 650 0 2
89 60 624 652 10 28
89 60 624 652 0 28
83 47 652 652 0 0
83 47 652 652 0 0
89 60 629 652 0 23
89 60 629 652 0 23
87 30 703 653 10 24
87 30 703 653 0 24
83 47 653 653 0 0
83 47 653 653 0 0
12 29 670 655 5 61
12 29 670 655 0 61
62 63 626 655 10 29
62 63 626 655 0 29
65 29 590 655 10 65
65 29 590 655 0 65
62 63 628 655 0 27
62 63 628 655 0 27
65 29 600 655 0 55
65 29 600 655 0 55
64 1 637 656 10 19
64 1 637 656 0 19
38 45 652 656 10 39
38 45 652 656 0 39
11 52 608 657 5 49
11 52 608 657 0 49
3 4 652 657 5 5
3 4 652 657 0 5
72 4 682 657 0 10
72 4 682 657 0 10
19 28 638 658 10 20
19 28 638 658 0 20
35 2 638 658 10 20
35 2 638 658 0 20
71 51 625 659 10 34
71 51 625 659 0 34
55 27 654 659 5 5
55 27 654 659 0 5
13 42 634 659 5 25
13 42 634 659 0 25
68 67 645 659 10 14
68 67 645 659 0 14
71 51 628 659 0 31
71 51 628 659 0 31
80 4 655 660 5 5
80 4 655 660 0 5
3 4 660 660 0 0
3 4 660 660 0 0
27 29 630 661 10 41
27 29 630 661 0 41
18 79 628 661 0 33
18 79 628 661 0 33
18 79 630 661 0 31
18 79 630 661 0 31
49 56 651 662 5 11
49 56 651 662 0 11
58 29 640 662 5 22
58 29 640 662 0 22
7 107 638 662 10 24
7 107 638 662 0 24
58 29 645 662 0 17
58 29 645 662 0 17
22 16 689 664 0 19
22 16 689 664 0 19
48 87 645 664 5 19
48 87 645 664 0 19
5 0 637 664 5 27
5 0 637 664 0 27
87 6 704 664 10 34
87 6 704 664 0 34
5 0 642 664 0 22
5 0 642 664 0 22
87 6 705 664 0 33
87 6 705 664 0 33
81 6 655 665 10 10
81 6 655 665 0 10
82 42 994 665 10 45
82 42 994 665 0 45
68 67 665 665 0 0
68 67 665 665 0 0
82 42 1010 665 0 29
82 42 1010 665 0 29
25 162 666 666 0 0
12 6 671 666 10 71
12 6 671 666 0 71
11 69 612 666 5 54
11 69 612 666 0 54
12 6 675 666 0 67
12 6 675 666 0 67
11 69 617 666 0 49
11 69 617 666 0 49
39 55 641 667 10 26
39 55 641 667 0 26
15 100 719 667 0 0
15 100 719 667 0 0
79 32 653 668 10 15
79 32 653 668 0 15
94 10 668 668 0 0
94 10 668 668 0 0
72 79 688 668 5 15
72 79 688 668 0 15
27 244 637 668 0 41
27 244 637 668 0 41
79 32 661 668 0 7
79 32 661 668 0 7
72 79 690 668 0 13
72 79 690 668 0 13
10 0 654 669 10 15
10 0 654 669 0 15
51 30 643 669 5 26
51 30 643 669 0 26
33 162 669 669 0 0
38 87 660 669 5 44
38 87 660 669 0 44
49 56 669 669 0 0
49 56 669 669 0 0
50 58 667 670 0 3
50 58 667 670 0 3
80 6 655 670 10 15
80 6 655 670 0 15
7 78 646 670 0 24
7 78 646 670 0 24
22 33 690 670 5 24
22 33 690 670 0 24
80 6 660 670 0 10
80 6 660 670 0 10
22 33 700 670 0 14
22 33 700 670 0 14
92 6 655 672 0 17
92 6 655 672 0 17
50 58 672 672 0 0
50 58 672 672 0 0
7 78 672 672 0 0
7 78 672 672 0 0
23 19 648 673 5 25
23 19 648 673 0 25
17 59 663 673 5 10
17 59 663 673 0 10
73 91 642 673 10 31
73 91 642 673 0 31
62 2 636 673 10 37
62 2 636 673 0 37
23 73 648 673 0 25
23 73 648 673 0 25
62 2 638 673 0 35
62 2 638 673 0 35
23 73 671 673 0 2
23 73 671 673 0 2
66 10 655 674 5 19
66 10 655 674 0 19
21 9 629 674 5 45
21 9 629 674 0 45
64 75 650 674 5 24
64 75 650 674 0 24
64 75 659 674 0 15
64 75 659 674 0 15
90 9 656 675 10 19
90 9 656 675 0 19
51 6 644 675 5 31
51 6 644 675 0 31
21 1 630 675 0 45
21 1 630 675 0 45
90 9 658 675 0 17
90 9 658 675 0 17
51 6 645 675 0 30
51 6 645 675 0 30
21 1 644 675 0 31
21 1 644 675 0 31
39 52 641 677 10 36
39 52 641 677 0 36
39 52 647 677 0 30
39 52 647 677 0 30
15 7 720 678 10 10
15 7 720 678 0 10
92 4 656 678 5 22
92 4 656 678 0 22
73 58 642 678 5 36
73 58 642 678 0 36
15 7 724 678 0 6
15 7 724 678 0 6
92 4 660 678 0 18
92 4 660 678 0 18
73 58 647 678 0 31
73 58 647 678 0 31
81 3 669 679 0 10
81 3 669 679 0 10
17 32 664 679 5 15
17 32 664 679 0 15
66 96 655 679 5 24
66 96 655 679 0 24
81 3 674 679 0 5
81 3 674 679 0 5
17 32 675 679 0 4
17 32 675 679 0 4
66 96 662 679 0 17
66 96 662 679 0 17
3 6 680 680 0 0
3 6 680 680 0 0
18 6 690 680 5 36
18 6 690 680 0 36
18 29 690 680 0 36
18 29 690 680 0 36
65 4 622 682 5 60
65 4 622 682 0 60
25 49 672 682 10 10
25 49 672 682 0 10
72 6 704 682 0 13
72 6 704 682 0 13
33 28 677 682 5 5
33 28 677 682 0 5
65 4 630 682 0 52
65 4 630 682 0 52
1 167 683 683 0 0
3 1 684 684 0 0
3 1 684 684 0 0
8 82 685 685 0 0
8 82 685 685 0 0
36 75 716 685 10 34
36 75 716 685 0 34
68 6 739 685 0 0
68 6 739 685 0 0
1 39 685 685 0 0
1 39 685 685 0 0
8 66 685 685 0 0
8 66 685 685 0 0
36 75 719 685 0 31
36 75 719 685 0 31
87 45 724 688 5 38
87 45 724 688 0 38
8 66 688 688 0 0
8 66 688 688 0 0
87 45 740 688 0 22
87 45 740 688 0 22
38 87 675 689 5 49
38 87 675 689 0 49
58 30 673 690 0 17
58 30 673 690 0 17
74 18 694 691 10 34
74 18 694 691 0 34
83 48 686 691 5 5
83 48 686 691 0 5
49 51 686 691 5 5
49 51 686 691 0 5
74 18 705 691 0 23
74 18 705 691 0 23
49 51 690 691 0 1
49 51 690 691 0 1
72 29 704 692 10 23
72 29 704 692 0 23
72 29 705 692 0 22
72 29 705 692 0 22
37 161 693 693 0 0
2 60 684 694 10 10
2 60 684 694 0 10
2 60 689 694 0 5
2 60 689 694 0 5
20 4 685 695 10 10
20 4 685 695 0 10
82 29 1030 695 10 39
82 29 1030 695 0 39
12 42 694 695 10 77
12 42 694 695 0 77
83 4 690 695 0 5
83 4 690 695 0 5
79 43 685 697 5 12
79 43 685 697 0 12
79 43 690 697 0 7
79 43 690 697 0 7
67 1 661 699 5 38
67 1 661 699 0 38
68 1 743 699 10 10
68 1 743 699 0 10
50 4 700 700 0 0
50 4 700 700 0 0
64 4 685 700 0 15
64 4 685 700 0 15
56 50 718 701 5 18
56 50 718 701 0 18
58 6 674 701 10 27
58 6 674 701 0 27
56 50 721 701 0 15
56 50 721 701 0 15
58 6 675 701 0 26
58 6 675 701 0 26
81 4 687 702 10 15
81 4 687 702 0 15
18 4 712 702 0 36
18 4 712 702 0 36
81 4 690 702 0 12
81 4 690 702 0 12
18 4 720 702 0 28
18 4 720 702 0 28
91 29 685 704 10 19
91 29 685 704 0 19
85 37 689 704 5 15
85 37 689 704 0 15
71 52 668 704 5 36
71 52 668 704 0 36
51 45 664 704 10 40
51 45 664 704 0 40
15 4 745 704 5 11
15 4 745 704 0 11
3 1 704 704 0 0
3 1 704 704 0 0
91 4 685 704 0 19
91 4 685 704 0 19
51 45 680 704 0 24
51 45 680 704 0 24
91 4 690 704 0 14
91 4 690 704 0 14
28 10 715 705 5 25
28 10 715 705 0 25
37 74 695 705 10 10
37 74 695 705 0 10
20 6 685 705 10 20
20 6 685 705 0 20
82 4 1030 705 10 49
82 4 1030 705 0 49
50 4 705 705 0 0
50 4 705 705 0 0
28 10 728 705 0 12
28 10 728 705 0 12
20 6 690 705 0 15
20 6 690 705 0 15
82 4 1035 705 0 44
82 4 1035 705 0 44
80 24 686 706 10 20
80 24 686 706 0 20
80 24 687 706 0 19
80 24 687 706 0 19
35 74 677 707 10 30
35 74 677 707 0 30
55 28 698 708 5 10
55 28 698 708 0 10
92 35 680 708 10 28
92 35 680 708 0 28
87 29 760 708 0 22
87 29 760 708 0 22
67 4 665 708 5 43
67 4 665 708 0 43
71 49 672 708 0 36
71 49 672 708 0 36
92 35 687 708 0 21
92 35 687 708 0 21
87 29 765 708 0 17
87 29 765 708 0 17
67 4 675 708 0 33
67 4 675 708 0 33
71 49 683 708 0 25
71 49 683 708 0 25
15 6 745 709 5 16
15 6 745 709 0 16
15 6 750 709 0 11
15 6 750 709 0 11
62 2 670 710 5 40
62 2 670 710 0 40
64 6 745 710 10 25
64 6 745 710 0 25
62 2 678 710 0 32
62 2 678 710 0 32
11 70 652 711 10 59
11 70 652 711 0 59
73 4 670 711 10 41
73 4 670 711 0 41
25 32 696 711 5 15
25 32 696 711 0 15
1 142 701 711 10 10
1 142 701 711 0 10
36 4 745 711 0 31
36 4 745 711 0 31
25 32 697 711 0 14
25 32 697 711 0 14
5 109 680 712 10 32
5 109 680 712 0 32
65 6 650 712 10 62
65 6 650 712 0 62
10 1 688 713 10 25
10 1 688 713 0 25
22 76 738 713 5 19
22 76 738 713 0 19
22 76 750 713 0 7
22 76 750 713 0 7
38 87 690 714 10 59
38 87 690 714 0 59
27 41 674 715 10 51
27 41 674 715 0 51
83 12 705 715 5 10
83 12 705 715 0 10
85 38 690 715 10 25
85 38 690 715 0 25
27 41 694 715 0 31
27 41 694 715 0 31
85 38 695 715 0 20
85 38 695 715 0 20
36 6 745 716 5 36
36 6 745 716 0 36
36 6 750 716 0 31
36 6 750 716 0 31
55 52 702 717 5 15
55 52 702 717 0 15
55 52 707 717 0 10
55 52 707 717 0 10
11 104 654 718 5 64
11 104 654 718 0 64
11 104 660 718 0 58
11 104 660 718 0 58
39 51 685 720 5 35
39 51 685 720 0 35
72 30 733 720 0 22
72 30 733 720 0 22
39 51 688 720 0 32
39 51 688 720 0 32
67 79 688 721 0 33
67 79 688 721 0 33
72 4 734 721 0 22
72 4 734 721 0 22
72 4 735 721 0 21
72 4 735 721 0 21
49 56 711 722 10 11
49 56 711 722 0 11
81 6 750 722 0 12
81 6 750 722 0 12
18 6 740 722 0 28
18 6 740 722 0 28
81 29 750 722 0 12
81 29 750 722 0 12
23 9 716 723 5 7
23 9 716 723 0 7
70 168 723 723 0 0
62 63 686 723 5 37
62 63 686 723 0 37
23 9 718 723 0 5
23 9 718 723 0 5
62 63 688 723 0 35
62 63 688 723 0 35
94 0 714 724 10 10
94 0 714 724 0 10
33 27 714 724 5 10
33 27 714 724 0 10
20 100 709 724 0 15
20 100 709 724 0 15
65 88 715 726 10 72
65 88 715 726 0 72
12 168 726 726 0 0
89 61 730 727 10 33
89 61 730 727 0 33
18 29 740 727 5 33
18 29 740 727 0 33
18 29 750 727 0 23
18 29 750 727 0 23
79 32 711 728 10 17
79 32 711 728 0 17
82 79 1048 728 10 54
82 79 1048 728 0 54
79 32 717 728 0 11
79 32 717 728 0 11
82 79 1050 728 0 52
82 79 1050 728 0 52
51 29 700 729 5 29
51 29 700 729 0 29
38 87 705 729 0 59
38 87 705 729 0 59
49 56 729 729 0 0
49 56 729 729 0 0
17 82 716 730 10 14
17 82 716 730 0 14
83 25 715 730 5 15
83 25 715 730 0 15
51 6 701 730 0 29
51 6 701 730 0 29
51 6 705 730 0 25
51 6 705 730 0 25
62 2 758 731 0 35
62 2 758 731 0 35
15 90 768 732 5 16
15 90 768 732 0 16
66 1 717 734 0 17
66 1 717 734 0 17
74 16 748 734 0 23
74 16 748 734 0 23
50 6 734 734 0 0
50 6 734 734 0 0
80 4 715 734 0 19
80 4 715 734 0 19
64 3 759 734 10 35
64 3 759 734 0 35
72 79 748 734 0 21
72 79 748 734 0 21
80 4 720 734 0 14
80 4 720 734 0 14
64 3 764 734 0 30
64 3 764 734 0 30
72 79 750 734 0 19
72 79 750 734 0 19
90 19 708 735 10 27
90 19 708 735 0 27
20 7 710 735 10 25
20 7 710 735 0 25
66 9 755 735 0 17
66 9 755 735 0 17
74 33 749 735 0 23
74 33 749 735 0 23
74 33 750 735 0 22
74 33 750 735 0 22
8 19 731 736 5 5
8 19 731 736 0 5
91 26 717 736 5 19
91 26 717 736 0 19
28 22 759 736 0 12
28 22 759 736 0 12
92 6 715 736 0 21
92 6 715 736 0 21
67 2 698 736 5 38
67 2 698 736 0 38
91 113 717 736 0 19
91 113 717 736 0 19
28 22 760 736 0 11
28 22 760 736 0 11
91 113 718 736 0 18
91 113 718 736 0 18
68 31 776 737 5 15
68 31 776 737 0 15
17 49 718 737 5 19
17 49 718 737 0 19
58 91 702 738 10 36
58 91 702 738 0 36
12 33 738 738 0 0
12 33 738 738 0 0
50 25 738 738 0 0
50 25 738 738 0 0
25 82 725 739 0 14
25 82 725 739 0 14
14 163 740 740 0 0
21 82 700 741 10 41
21 82 700 741 0 41
8 73 731 741 5 10
8 73 731 741 0 10
21 66 700 741 0 41
21 66 700 741 0 41
21 66 704 741 0 37
21 66 704 741 0 37
36 75 776 742 0 31
36 75 776 742 0 31
82 6 1064 742 0 52
82 6 1064 742 0 52
36 75 779 742 0 28
36 75 779 742 0 28
17 49 743 743 0 0
17 49 743 743 0 0
7 60 744 744 0 0
7 60 744 744 0 0
89 69 737 744 10 43
89 69 737 744 0 43
10 47 720 745 0 25
10 47 720 745 0 25
70 6 735 745 10 10
70 6 735 745 0 10
50 25 745 745 0 0
50 25 745 745 0 0
10 47 721 745 0 24
10 47 721 745 0 24
87 30 793 746 10 27
87 30 793 746 0 27
92 67 725 746 0 21
92 67 725 746 0 21
31 165 747 747 0 0
58 58 702 748 10 46
58 58 702 748 0 46
58 58 707 748 0 41
58 58 707 748 0 41
38 87 720 749 5 64
38 87 720 749 0 64
7 60 749 749 0 0
7 60 749 749 0 0
37 2 735 750 5 15
37 2 735 750 0 15
49 51 746 751 5 5
49 51 746 751 0 5
49 51 748 751 0 3
49 51 748 751 0 3
64 4 777 752 5 35
64 4 777 752 0 35
25 28 728 752 10 24
25 28 728 752 0 24
87 4 794 752 5 32
87 4 794 752 0 32
31 20 747 752 5 5
31 20 747 752 0 5
64 4 780 752 0 32
64 4 780 752 0 32
25 28 737 752 0 15
25 28 737 752 0 15
87 4 795 752 0 31
87 4 795 752 0 31
13 166 753 753 0 0
72 6 764 753 5 24
72 6 764 753 0 24
28 31 777 753 0 11
28 31 777 753 0 11
72 6 765 753 0 23
72 6 765 753 0 23
15 1 780 754 10 26
15 1 780 754 0 26
20 7 754 754 0 0
20 7 754 754 0 0
15 1 790 754 0 16
15 1 790 754 0 16
11 69 698 756 0 58
11 69 698 756 0 58
79 43 745 756 0 11
79 43 745 756 0 11
79 43 750 756 0 6
79 43 750 756 0 6
51 58 727 757 5 30
51 58 727 757 0 30
51 58 732 757 0 25
51 58 732 757 0 25
71 59 723 758 10 35
71 59 723 758 0 35
94 1 748 758 0 10
94 1 748 758 0 10
18 4 772 759 10 33
18 4 772 759 0 33
80 35 740 759 5 19
80 35 740 759 0 19
80 35 747 759 0 12
80 35 747 759 0 12
56 6 775 760 5 20
56 6 775 760 0 20
55 51 745 760 5 15
55 51 745 760 0 15
12 34 760 760 0 0
12 34 760 760 0 0
56 6 780 760 0 15
56 6 780 760 0 15
55 51 750 760 0 10
55 51 750 760 0 10
10 57 738 762 0 24
10 57 738 762 0 24
10 23 739 763 0 24
10 23 739 763 0 24
10 23 754 763 0 9
10 23 754 763 0 9
22 6 801 764 0 7
22 6 801 764 0 7
38 87 735 764 0 64
38 87 735 764 0 64
11 78 706 764 0 58
11 78 706 764 0 58
18 9 777 764 0 33
18 9 777 764 0 33
18 9 778 764 0 32
18 9 778 764 0 32
3 82 760 765 5 5
3 82 760 765 0 5
39 52 728 765 5 37
39 52 728 765 0 37
14 109 755 765 10 10
14 109 755 765 0 10
2 61 762 767 0 5
2 61 762 767 0 5
33 28 758 768 0 10
33 28 758 768 0 10
2 78 763 768 0 5
2 78 763 768 0 5
71 32 724 769 10 45
71 32 724 769 0 45
71 32 758 769 0 11
71 32 758 769 0 11
85 31 740 770 10 30
85 31 740 770 0 30
12 54 760 770 10 10
12 54 760 770 0 10
3 66 760 770 5 10
3 66 760 770 0 10
85 0 740 770 0 30
85 0 740 770 0 30
3 66 764 770 0 6
3 66 764 770 0 6
85 0 755 770 0 15
85 0 755 770 0 15
27 29 745 771 5 36
27 29 745 771 0 36
92 6 745 771 5 26
92 6 745 771 0 26
13 73 761 771 10 10
13 73 761 771 0 10
83 26 747 772 10 25
83 26 747 772 0 25
72 45 784 772 0 23
72 45 784 772 0 23
72 45 800 772 0 7
72 45 800 772 0 7
67 2 730 773 5 43
67 2 730 773 0 43
91 6 745 773 10 28
91 6 745 773 0 28
36 4 805 773 5 33
36 4 805 773 0 33
22 16 805 773 5 12
22 16 805 773 0 12
67 2 758 773 0 15
67 2 758 773 0 15
36 4 810 773 0 28
36 4 810 773 0 28
62 2 796 774 5 40
62 2 796 774 0 40
90 52 737 774 10 37
90 52 737 774 0 37
70 42 754 774 10 20
70 42 754 774 0 20
22 9 806 774 0 12
22 9 806 774 0 12
62 2 818 774 0 18
62 2 818 774 0 18
90 52 767 774 0 7
90 52 767 774 0 7
70 42 770 774 0 4
70 42 770 774 0 4
22 9 810 774 0 8
22 9 810 774 0 8
37 4 750 775 10 25
37 4 750 775 0 25
87 79 808 775 10 41
87 79 808 775 0 41
94 90 760 775 5 15
94 90 760 775 0 15
12 54 775 775 0 0
12 54 775 775 0 0
27 1 749 775 0 36
27 1 749 775 0 36
92 33 749 775 0 26
92 33 749 775 0 26
87 79 810 775 0 39
87 79 810 775 0 39
94 90 773 775 0 2
94 90 773 775 0 2
27 1 764 775 0 21
27 1 764 775 0 21
92 33 753 775 0 22
92 33 753 775 0 22
1 167 778 778 0 0
66 139 799 779 0 17
66 139 799 779 0 17
31 21 764 779 10 15
31 21 764 779 0 15
20 4 775 780 5 5
20 4 775 780 0 5
20 4 780 780 0 0
20 4 780 780 0 0
65 5 760 781 10 82
65 5 760 781 0 82
58 4 730 781 10 51
58 4 730 781 0 51
65 5 765 781 0 77
65 5 765 781 0 77
64 35 800 782 10 42
64 35 800 782 0 42
83 113 747 782 10 35
83 113 747 782 0 35
64 35 807 782 0 35
64 35 807 782 0 35
83 113 748 782 0 34
83 113 748 782 0 34
23 19 768 783 10 15
23 19 768 783 0 15
74 76 788 783 10 32
74 76 788 783 0 32
17 59 783 783 0 0
17 59 783 783 0 0
39 78 736 783 10 47
39 78 736 783 0 47
91 29 796 783 10 38
91 29 796 783 0 38
74 76 804 783 0 16
74 76 804 783 0 16
39 78 753 783 0 30
39 78 753 783 0 30
89 70 772 784 5 48
89 70 772 784 0 48
79 32 773 784 5 11
79 32 773 784 0 11
31 111 764 784 5 20
31 111 764 784 0 20
79 32 781 784 0 3
79 32 781 784 0 3
29 162 785 785 0 0
1 39 780 785 5 5
1 39 780 785 0 5
81 46 804 786 10 22
81 46 804 786 0 22
55 56 771 786 5 15
55 56 771 786 0 15
2 78 786 786 0 0
2 78 786 786 0 0
68 10 821 787 5 20
68 10 821 787 0 20
80 6 775 787 0 12
80 6 775 787 0 12
33 128 777 787 0 10
33 128 777 787 0 10
80 29 775 787 0 12
80 29 775 787 0 12
33 128 779 787 0 8
33 128 779 787 0 8
80 29 780 787 0 7
80 29 780 787 0 7
38 87 750 789 10 74
38 87 750 789 0 74
55 56 789 789 0 0
55 56 789 789 0 0
51 4 760 790 5 30
51 4 760 790 0 30
66 115 800 790 10 27
66 115 800 790 0 27
51 4 765 790 0 25
51 4 765 790 0 25
66 115 801 790 0 26
66 115 801 790 0 26
32 166 791 791 0 0
8 9 776 791 5 15
8 9 776 791 0 15
56 24 806 791 5 20
56 24 806 791 0 20
10 47 772 791 10 19
10 47 772 791 0 19
56 24 807 791 0 19
56 24 807 791 0 19
10 47 773 791 0 18
10 47 773 791 0 18
58 29 731 792 10 61
58 29 731 792 0 61
31 111 792 792 0 0
31 111 792 792 0 0
8 88 777 792 0 15
8 88 777 792 0 15
58 29 735 792 0 57
58 29 735 792 0 57
73 163 793 793 0 0
36 6 830 793 0 28
36 6 830 793 0 28
94 19 791 793 0 2
94 19 791 793 0 2
17 32 784 794 10 10
17 32 784 794 0 10
16 163 795 795 0 0
50 15 790 795 5 5
50 15 790 795 0 5
50 15 795 795 0 0
50 15 795 795 0 0
9 168 796 796 0 0
28 1 810 796 10 21
28 1 810 796 0 21
29 66 791 796 5 5
29 66 791 796 0 5
91 33 800 797 10 48
91 33 800 797 0 48
26 163 798 798 0 0
21 1 757 799 5 42
21 1 757 799 0 42
25 27 774 799 10 25
25 27 774 799 0 25
87 6 824 799 10 49
87 6 824 799 0 49
19 162 800 800 0 0
20 6 800 800 0 0
20 6 800 800 0 0
21 9 758 800 0 42
21 9 758 800 0 42
20 29 800 800 0 0
20 29 800 800 0 0
21 9 764 800 0 36
21 9 764 800 0 36
6 160 801 801 0 0
49 52 788 801 10 13
49 52 788 801 0 13
72 29 820 802 10 17
72 29 820 802 0 17
12 33 797 802 5 5
12 33 797 802 0 5
89 69 785 802 5 53
89 69 785 802 0 53
36 1 834 802 5 33
36 1 834 802 0 33
72 29 825 802 0 12
72 29 825 802 0 12
12 33 798 802 0 4
12 33 798 802 0 4
89 69 797 802 0 41
89 69 797 802 0 41
36 1 845 802 0 22
36 1 845 802 0 22
52 163 803 803 0 0
94 73 791 803 10 12
94 73 791 803 0 12
53 163 804 804 0 0
70 29 790 804 10 14
70 29 790 804 0 14
41 166 805 805 0 0
35 161 805 805 0 0
37 6 770 805 10 35
37 6 770 805 0 35
8 88 805 805 0 0
8 88 805 805 0 0
87 4 825 805 5 54
87 4 825 805 0 54
6 46 805 805 0 0
6 46 805 805 0 0
49 49 792 805 0 13
49 49 792 805 0 13
62 2 850 806 0 18
62 2 850 806 0 18
23 9 791 806 0 15
23 9 791 806 0 15
81 5 824 806 0 22
81 5 824 806 0 22
55 51 806 806 0 0
55 51 806 806 0 0
23 9 800 806 0 6
23 9 800 806 0 6
81 5 825 806 0 21
81 5 825 806 0 21
19 71 808 808 0 0
19 71 808 808 0 0
31 20 804 809 5 5
31 20 804 809 0 5
31 20 807 809 0 2
31 20 807 809 0 2
59 160 810 810 0 0
73 25 805 810 5 5
73 25 805 810 0 5
20 29 810 810 0 0
20 29 810 810 0 0
55 51 810 810 0 0
55 51 810 810 0 0
14 0 791 811 10 20
14 0 791 811 0 20
17 32 811 811 0 0
17 32 811 811 0 0
67 74 792 812 5 20
67 74 792 812 0 20
90 51 805 812 0 7
90 51 805 812 0 7
22 116 848 812 0 8
22 116 848 812 0 8
90 51 808 812 0 4
90 51 808 812 0 4
54 163 813 813 0 0
9 9 808 813 5 5
9 9 808 813 0 5
22 116 857 813 0 0
22 116 857 813 0 0
18 19 828 814 0 32
18 19 828 814 0 32
80 4 802 814 5 12
80 4 802 814 0 12
38 87 765 814 10 84
38 87 765 814 0 84
41 23 814 814 0 0
41 23 814 814 0 0
80 4 810 814 0 4
80 4 810 814 0 4
4 161 815 815 0 0
71 82 799 815 5 16
71 82 799 815 0 16
13 82 805 815 0 10
13 82 805 815 0 10
1 40 805 815 5 10
1 40 805 815 0 10
32 29 810 815 5 5
32 29 810 815 0 5
26 33 810 815 5 5
26 33 810 815 0 5
70 6 791 815 10 24
70 6 791 815 0 24
71 66 799 815 0 16
71 66 799 815 0 16
70 6 795 815 0 20
70 6 795 815 0 20
71 66 810 815 0 5
71 66 810 815 0 5
11 72 748 816 10 68
11 72 748 816 0 68
11 85 748 816 0 68
11 85 748 816 0 68
7 61 817 817 0 0
7 61 817 817 0 0
16 6 807 817 10 10
16 6 807 817 0 10
92 106 796 818 0 22
92 106 796 818 0 22
83 16 779 818 5 39
83 16 779 818 0 39
79 43 805 818 10 13
79 43 805 818 0 13
79 43 810 818 0 8
79 43 810 818 0 8
15 10 845 819 10 26
15 10 845 819 0 26
53 50 814 819 5 5
53 50 814 819 0 5
37 88 774 819 10 45
37 88 774 819 0 45
15 96 845 819 0 26
15 96 845 819 0 26
37 88 775 819 0 44
37 88 775 819 0 44
15 96 850 819 0 21
15 96 850 819 0 21
64 6 835 820 10 45
64 6 835 820 0 45
13 66 805 820 5 15
13 66 805 820 0 15
1 102 805 820 5 15
1 102 805 820 0 15
13 66 808 820 0 12
13 66 808 820 0 12
1 102 813 820 0 7
1 102 813 820 0 7
14 0 822 822 0 0
14 0 822 822 0 0
18 47 836 822 0 32
18 47 836 822 0 32
18 47 862 822 0 6
18 47 862 822 0 6
40 160 824 824 0 0
51 6 794 824 5 30
51 6 794 824 0 30
59 133 814 824 10 10
59 133 814 824 0 10
51 6 795 824 0 29
51 6 795 824 0 29
52 33 815 825 10 10
52 33 815 825 0 10
54 6 825 825 0 0
54 6 825 825 0 0
31 21 824 826 0 2
31 21 824 826 0 2
30 163 828 828 0 0
33 50 810 828 10 18
33 50 810 828 0 18
7 78 818 828 10 10
7 78 818 828 0 10
83 1 779 828 10 49
83 1 779 828 0 49
83 1 803 828 0 25
83 1 803 828 0 25
56 4 835 829 10 29
56 4 835 829 0 29
56 6 835 829 0 29
56 6 835 829 0 29
56 6 840 829 0 24
56 6 840 829 0 24
58 30 763 830 10 67
58 30 763 830 0 67
64 29 835 830 10 55
64 29 835 830 0 55
64 29 840 830 0 50
64 29 840 830 0 50
65 6 805 831 10 87
65 6 805 831 0 87
74 16 842 831 10 26
74 16 842 831 0 26
31 111 824 831 5 7
31 111 824 831 0 7
58 6 764 831 0 67
58 6 764 831 0 67
58 6 765 831 0 66
58 6 765 831 0 66
21 47 786 832 10 46
21 47 786 832 0 46
3 1 817 833 10 16
3 1 817 833 0 16
92 138 850 833 5 27
92 138 850 833 0 27
85 37 809 834 10 25
85 37 809 834 0 25
10 48 806 834 10 28
10 48 806 834 0 28
12 34 820 834 10 14
12 34 820 834 0 14
49 32 816 834 5 18
49 32 816 834 0 18
23 0 828 834 0 6
23 0 828 834 0 6
38 87 780 834 5 89
38 87 780 834 0 89
80 35 830 834 0 4
80 35 830 834 0 4
12 54 820 834 0 14
12 54 820 834 0 14
49 32 817 834 0 17
49 32 817 834 0 17
50 6 835 835 0 0
50 6 835 835 0 0
35 17 825 835 10 10
35 17 825 835 0 10
10 33 807 835 0 28
10 33 807 835 0 28
12 54 835 835 0 0
12 54 835 835 0 0
10 33 810 835 0 25
10 33 810 835 0 25
80 35 837 837 0 0
80 35 837 837 0 0
4 101 828 838 10 10
4 101 828 838 0 10
3 87 822 838 0 16
3 87 822 838 0 16
3 87 825 838 0 13
3 87 825 838 0 13
87 6 854 839 5 59
87 6 854 839 0 59
87 29 854 839 0 59
87 29 854 839 0 59
87 29 855 839 0 58
87 29 855 839 0 58
72 30 853 840 10 22
72 30 853 840 0 22
71 99 830 840 5 10
71 99 830 840 0 10
27 82 820 841 10 31
27 82 820 841 0 31
55 56 831 841 10 10
55 56 831 841 0 10
74 1 842 841 10 36
74 1 842 841 0 36
72 4 854 841 0 22
72 4 854 841 0 22
74 1 845 841 0 33
74 1 845 841 0 33
72 4 855 841 0 21
72 4 855 841 0 21
89 70 832 842 5 46
89 70 832 842 0 46
20 4 832 842 10 10
20 4 832 842 0 10
39 72 808 843 5 35
39 72 808 843 0 35
59 81 833 843 0 10
59 81 833 843 0 10
