vehID Standort Uhrzeit(Soll) Uhrzeit(Ist) Fahrtverspätung Gesamtverspätung
1 102 453 477 0 24
1 102 453 477 0 24
71 1 464 477 0 13
71 1 464 477 0 13
70 3 459 478 0 19
70 3 459 478 0 19
17 49 462 478 5 16
17 49 462 478 0 16
35 62 448 479 10 31
35 62 448 479 0 31
36 75 476 479 0 3
36 75 476 479 0 3
90 60 479 479 0 0
90 60 479 479 0 0
16 4 479 479 0 0
16 4 479 479 0 0
36 75 479 479 0 0
36 75 479 479 0 0
11 4 445 480 5 35
11 4 445 480 0 35
48 6 470 480 10 10
48 6 470 480 0 10
38 45 424 480 10 56
38 45 424 480 0 56
76 12 465 480 10 15
76 12 465 480 0 15
16 4 480 480 0 0
16 4 480 480 0 0
11 6 445 480 0 35
11 6 445 480 0 35
48 6 475 480 0 5
48 6 475 480 0 5
38 45 440 480 0 40
38 45 440 480 0 40
11 6 450 480 0 30
11 6 450 480 0 30
67 89 460 481 5 21
67 89 460 481 0 21
31 111 459 481 10 22
31 111 459 481 0 22
67 89 466 481 0 15
67 89 466 481 0 15
31 111 473 481 0 8
31 111 473 481 0 8
33 56 471 482 5 11
33 56 471 482 0 11
81 6 464 482 10 18
81 6 464 482 0 18
6 4 450 482 5 32
6 4 450 482 0 32
2 60 456 483 10 27
2 60 456 483 0 27
86 86 473 483 10 10
86 86 473 483 0 10
22 1 473 483 10 10
22 1 473 483 0 10
66 35 441 484 10 43
66 35 441 484 0 43
4 33 465 484 5 19
4 33 465 484 0 19
66 35 447 484 0 37
66 35 447 484 0 37
4 33 475 484 0 9
4 33 475 484 0 9
7 61 480 485 5 5
7 61 480 485 0 5
39 1 457 485 10 28
39 1 457 485 0 28
15 9 476 485 0 9
15 9 476 485 0 9
20 73 452 485 5 33
20 73 452 485 0 33
80 4 470 485 10 15
80 4 470 485 0 15
35 108 449 485 5 36
35 108 449 485 0 36
15 9 478 485 0 7
15 9 478 485 0 7
20 73 461 485 0 24
20 73 461 485 0 24
35 108 459 485 0 26
35 108 459 485 0 26
12 82 460 487 10 27
12 82 460 487 0 27
58 61 478 488 10 10
58 61 478 488 0 10
84 10 473 488 10 15
84 10 473 488 0 15
49 52 488 488 0 0
49 52 488 488 0 0
63 91 462 488 0 26
63 91 462 488 0 26
74 10 488 488 0 0
74 10 488 488 0 0
64 150 464 488 5 24
64 150 464 488 0 24
68 156 475 488 0 13
68 156 475 488 0 13
42 16 479 489 10 10
42 16 479 489 0 10
33 56 489 489 0 0
33 56 489 489 0 0
85 133 470 490 10 20
85 133 470 490 0 20
73 15 485 490 5 5
73 15 485 490 0 5
80 88 475 490 0 15
80 88 475 490 0 15
42 33 480 490 0 10
42 33 480 490 0 10
39 3 463 491 0 28
39 3 463 491 0 28
39 3 464 491 0 27
39 3 464 491 0 27
17 49 492 492 0 0
17 49 492 492 0 0
81 29 464 492 10 28
81 29 464 492 0 28
81 29 465 492 0 27
81 29 465 492 0 27
72 118 483 493 10 10
72 118 483 493 0 10
18 4 472 493 10 21
18 4 472 493 0 21
76 2 473 493 5 20
76 2 473 493 0 20
84 96 473 493 5 20
84 96 473 493 0 20
63 58 462 493 5 31
63 58 462 493 0 31
73 15 493 493 0 0
73 15 493 493 0 0
84 96 484 493 0 9
84 96 484 493 0 9
63 58 467 493 0 26
63 58 467 493 0 26
47 46 464 494 10 30
47 46 464 494 0 30
61 61 478 494 5 16
61 61 478 494 0 16
5 6 475 494 5 19
5 6 475 494 0 19
5 6 480 494 0 14
5 6 480 494 0 14
87 33 490 495 0 5
87 33 490 495 0 5
64 150 495 495 0 0
64 150 495 495 0 0
7 78 481 496 10 15
7 78 481 496 0 15
7 78 486 496 0 10
7 78 486 496 0 10
91 168 497 497 0 0
83 58 487 497 0 10
83 58 487 497 0 10
12 66 460 497 10 37
12 66 460 497 0 37
58 66 487 497 0 10
58 66 487 497 0 10
83 58 492 497 0 5
83 58 492 497 0 5
12 66 461 497 0 36
12 66 461 497 0 36
58 66 491 497 0 6
58 66 491 497 0 6
92 168 498 498 0 0
70 7 469 498 10 29
70 7 469 498 0 29
76 2 498 498 0 0
76 2 498 498 0 0
70 7 484 498 0 14
70 7 484 498 0 14
13 31 476 500 10 24
13 31 476 500 0 24
3 89 490 500 10 10
3 89 490 500 0 10
27 6 490 500 10 10
27 6 490 500 0 10
38 29 460 500 0 40
38 29 460 500 0 40
3 89 491 500 0 9
3 89 491 500 0 9
27 6 495 500 0 5
27 6 495 500 0 5
53 9 501 501 0 0
53 9 501 501 0 0
29 9 496 501 5 5
29 9 496 501 0 5
38 6 461 501 0 40
38 6 461 501 0 40
38 6 465 501 0 36
38 6 465 501 0 36
10 26 477 502 10 25
10 26 477 502 0 25
65 64 469 502 0 33
65 64 469 502 0 33
1 39 478 502 0 24
1 39 478 502 0 24
86 51 492 502 0 10
86 51 492 502 0 10
1 39 490 502 0 12
1 39 490 502 0 12
31 20 490 503 5 13
31 20 490 503 0 13
20 100 479 503 0 24
20 100 479 503 0 24
56 0 499 504 5 5
56 0 499 504 0 5
89 6 494 504 0 10
89 6 494 504 0 10
48 3 489 504 10 15
48 3 489 504 0 15
72 44 484 504 10 20
72 44 484 504 0 20
18 29 473 504 10 31
18 29 473 504 0 31
48 3 494 504 0 10
48 3 494 504 0 10
18 29 480 504 0 24
18 29 480 504 0 24
16 6 500 505 5 5
16 6 500 505 0 5
93 169 506 506 0 0
23 46 501 506 5 5
23 46 501 506 0 5
62 2 490 506 10 16
62 2 490 506 0 16
30 47 475 506 10 31
30 47 475 506 0 31
23 46 505 506 0 1
23 46 505 506 0 1
30 47 481 506 0 25
30 47 481 506 0 25
21 4 475 508 5 33
21 4 475 508 0 33
65 13 470 508 5 38
65 13 470 508 0 38
72 44 508 508 0 0
72 44 508 508 0 0
44 82 485 509 5 24
44 82 485 509 0 24
11 100 469 509 10 40
11 100 469 509 0 40
2 60 509 509 0 0
2 60 509 509 0 0
39 4 477 509 5 32
39 4 477 509 0 32
89 29 494 509 5 15
89 29 494 509 0 15
39 4 480 509 0 29
39 4 480 509 0 29
89 29 495 509 0 14
89 29 495 509 0 14
59 31 500 510 10 10
59 31 500 510 0 10
85 0 485 510 5 25
85 0 485 510 0 25
86 51 510 510 0 0
86 51 510 510 0 0
35 15 485 511 0 26
35 15 485 511 0 26
35 15 495 511 0 16
35 15 495 511 0 16
50 16 508 512 0 4
50 16 508 512 0 4
66 6 475 512 0 37
66 6 475 512 0 37
61 99 491 512 5 21
61 99 491 512 0 21
10 113 477 512 10 35
10 113 477 512 0 35
61 99 495 512 0 17
61 99 495 512 0 17
10 113 478 512 0 34
10 113 478 512 0 34
60 19 491 513 0 22
60 19 491 513 0 22
49 32 508 513 5 5
49 32 508 513 0 5
69 60 504 514 10 10
69 60 504 514 0 10
73 62 514 514 0 0
73 62 514 514 0 0
87 23 509 514 0 5
87 23 509 514 0 5
87 23 514 514 0 0
87 23 514 514 0 0
79 43 505 515 10 10
79 43 505 515 0 10
36 4 505 515 10 10
36 4 505 515 0 10
85 0 515 515 0 0
85 0 515 515 0 0
79 43 510 515 0 5
79 43 510 515 0 5
33 51 506 516 10 10
33 51 506 516 0 10
17 32 516 516 0 0
17 32 516 516 0 0
63 4 490 516 0 26
63 4 490 516 0 26
76 63 506 516 10 10
76 63 506 516 0 10
33 51 508 516 0 8
33 51 508 516 0 8
76 63 508 516 0 8
76 63 508 516 0 8
55 27 474 517 10 43
55 27 474 517 0 43
68 22 499 517 5 18
68 22 499 517 0 18
48 4 507 517 0 10
48 4 507 517 0 10
17 32 517 517 0 0
17 32 517 517 0 0
68 22 505 517 0 12
68 22 505 517 0 12
52 28 518 518 0 0
52 28 518 518 0 0
62 2 518 518 0 0
62 2 518 518 0 0
60 73 491 518 5 27
60 73 491 518 0 27
93 126 519 519 0 0
93 126 519 519 0 0
94 168 520 520 0 0
42 118 510 520 0 10
42 118 510 520 0 10
81 30 493 520 0 27
81 30 493 520 0 27
92 29 510 520 10 10
92 29 510 520 0 10
36 6 505 520 5 15
36 6 505 520 0 15
36 6 510 520 0 10
36 6 510 520 0 10
40 9 506 521 5 15
40 9 506 521 0 15
81 4 494 521 0 27
81 4 494 521 0 27
81 4 495 521 0 26
81 4 495 521 0 26
88 61 513 523 0 10
88 61 513 523 0 10
21 1 480 523 10 43
21 1 480 523 0 43
50 33 509 523 10 14
50 33 509 523 0 14
66 4 476 523 10 47
66 4 476 523 0 47
66 4 510 523 0 13
66 4 510 523 0 13
67 16 499 524 10 25
67 16 499 524 0 25
70 4 505 524 5 19
70 4 505 524 0 19
70 6 505 524 0 19
70 6 505 524 0 19
70 6 510 524 0 14
70 6 510 524 0 14
51 29 505 526 5 21
51 29 505 526 0 21
22 116 516 526 0 10
22 116 516 526 0 10
64 9 516 526 10 10
64 9 516 526 0 10
63 6 490 526 10 36
63 6 490 526 0 36
52 66 521 526 5 5
52 66 521 526 0 5
51 29 525 526 0 1
51 29 525 526 0 1
22 116 520 526 0 6
22 116 520 526 0 6
63 6 495 526 0 31
63 6 495 526 0 31
6 15 490 527 5 37
6 15 490 527 0 37
27 91 522 527 0 5
27 91 522 527 0 5
48 6 507 527 10 20
48 6 507 527 0 20
64 1 517 527 0 10
64 1 517 527 0 10
27 58 522 527 0 5
27 58 522 527 0 5
48 6 510 527 0 17
48 6 510 527 0 17
64 1 524 527 0 3
64 1 524 527 0 3
27 58 527 527 0 0
27 58 527 527 0 0
1 142 506 528 10 22
1 142 506 528 0 22
49 32 528 528 0 0
49 32 528 528 0 0
29 73 519 529 5 10
29 73 519 529 0 10
20 49 500 529 5 29
20 49 500 529 0 29
76 2 516 529 5 13
76 2 516 529 0 13
29 73 521 529 0 8
29 73 521 529 0 8
20 49 503 529 0 26
20 49 503 529 0 26
76 2 518 529 0 11
76 2 518 529 0 11
83 4 520 530 5 10
83 4 520 530 0 10
73 18 525 530 5 5
73 18 525 530 0 5
88 52 521 531 0 10
88 52 521 531 0 10
88 52 527 531 0 4
88 52 527 531 0 4
82 1 845 532 10 10
82 1 845 532 0 10
91 0 522 532 10 10
91 0 522 532 0 10
87 47 532 532 0 0
87 47 532 532 0 0
68 0 520 532 0 12
68 0 520 532 0 12
30 57 498 533 10 35
30 57 498 533 0 35
93 115 528 533 5 5
93 115 528 533 0 5
87 47 533 533 0 0
87 47 533 533 0 0
11 69 489 534 5 45
11 69 489 534 0 45
55 27 534 534 0 0
55 27 534 534 0 0
81 79 508 534 0 26
81 79 508 534 0 26
67 1 499 534 10 35
67 1 499 534 0 35
1 97 507 534 5 27
1 97 507 534 0 27
11 69 497 534 0 37
11 69 497 534 0 37
81 79 510 534 0 24
81 79 510 534 0 24
67 1 503 534 0 31
67 1 503 534 0 31
1 97 520 534 0 14
1 97 520 534 0 14
61 82 513 535 5 22
61 82 513 535 0 22
94 54 535 535 0 0
94 54 535 535 0 0
40 4 510 535 10 25
40 4 510 535 0 25
50 33 535 535 0 0
50 33 535 535 0 0
4 18 522 536 5 14
4 18 522 536 0 14
18 4 502 536 10 34
18 4 502 536 0 34
65 14 498 536 0 38
65 14 498 536 0 38
86 56 531 536 5 5
86 56 531 536 0 5
18 4 510 536 0 26
18 4 510 536 0 26
65 14 500 536 0 36
65 14 500 536 0 36
89 30 523 537 0 14
89 30 523 537 0 14
3 16 524 538 5 14
3 16 524 538 0 14
38 45 497 538 5 41
38 45 497 538 0 41
56 1 533 538 0 5
56 1 533 538 0 5
79 32 533 538 0 5
79 32 533 538 0 5
82 9 846 538 5 15
82 9 846 538 0 15
38 45 500 538 0 38
38 45 500 538 0 38
56 25 533 538 0 5
56 25 533 538 0 5
56 25 535 538 0 3
56 25 535 538 0 3
74 0 534 539 5 5
74 0 534 539 0 5
39 35 500 539 10 39
39 35 500 539 0 39
82 9 862 539 0 0
82 9 862 539 0 0
39 35 507 539 0 32
39 35 507 539 0 32
80 5 520 540 5 20
80 5 520 540 0 20
5 55 521 540 5 19
5 55 521 540 0 19
83 9 525 540 5 15
83 9 525 540 0 15
80 5 525 540 0 15
80 5 525 540 0 15
5 55 524 540 0 16
5 55 524 540 0 16
83 9 538 540 0 2
83 9 538 540 0 2
79 32 541 541 0 0
79 32 541 541 0 0
72 29 537 542 5 5
72 29 537 542 0 5
70 90 528 542 0 14
70 90 528 542 0 14
72 29 540 542 0 2
72 29 540 542 0 2
70 90 533 542 0 9
70 90 533 542 0 9
71 82 520 543 10 23
71 82 520 543 0 23
15 19 528 545 10 17
15 19 528 545 0 17
36 75 536 546 0 10
36 75 536 546 0 10
36 75 539 546 0 7
36 75 539 546 0 7
84 1 539 548 0 9
84 1 539 548 0 9
19 162 549 549 0 0
28 61 538 549 5 11
28 61 538 549 0 11
13 10 521 550 5 29
13 10 521 550 0 29
35 6 535 551 0 16
35 6 535 551 0 16
30 7 506 551 10 45
30 7 506 551 0 45
35 6 540 551 0 11
35 6 540 551 0 11
30 7 514 551 0 37
30 7 514 551 0 37
92 4 532 552 10 20
92 4 532 552 0 20
1 39 538 552 0 14
1 39 538 552 0 14
92 4 540 552 0 12
92 4 540 552 0 12
10 16 509 553 10 44
10 16 509 553 0 44
81 6 524 553 5 29
81 6 524 553 0 29
81 6 540 553 0 13
81 6 540 553 0 13
51 30 553 554 0 1
51 30 553 554 0 1
17 82 545 555 10 10
17 82 545 555 0 10
66 26 537 555 5 18
66 26 537 555 0 18
63 42 514 555 10 41
63 42 514 555 0 41
6 74 508 555 10 47
6 74 508 555 0 47
27 4 550 555 5 5
27 4 550 555 0 5
40 12 525 555 5 30
40 12 525 555 0 30
15 73 528 555 10 27
15 73 528 555 0 27
51 6 554 555 0 1
51 6 554 555 0 1
63 42 530 555 0 25
63 42 530 555 0 25
6 74 515 555 0 40
6 74 515 555 0 40
51 6 555 555 0 0
51 6 555 555 0 0
62 2 556 556 0 0
62 2 556 556 0 0
48 4 530 557 10 27
48 4 530 557 0 27
17 49 547 557 0 10
17 49 547 557 0 10
48 4 540 557 0 17
48 4 540 557 0 17
38 29 520 558 0 38
38 29 520 558 0 38
10 1 509 558 5 49
10 1 509 558 0 49
62 2 558 558 0 0
62 2 558 558 0 0
10 1 540 558 0 18
10 1 540 558 0 18
38 6 521 559 0 38
38 6 521 559 0 38
38 6 525 559 0 34
38 6 525 559 0 34
13 96 521 560 10 39
13 96 521 560 0 39
66 113 537 560 5 23
66 113 537 560 0 23
27 159 555 560 0 5
27 159 555 560 0 5
13 96 542 560 0 18
13 96 542 560 0 18
94 33 557 562 5 5
94 33 557 562 0 5
90 61 558 563 5 5
90 61 558 563 0 5
12 1 517 563 10 46
12 1 517 563 0 46
58 1 547 563 10 16
58 1 547 563 0 16
17 49 563 563 0 0
17 49 563 563 0 0
71 104 531 564 10 33
71 104 531 564 0 33
71 104 540 564 0 24
71 104 540 564 0 24
70 19 551 565 5 14
70 19 551 565 0 14
70 73 551 565 0 14
70 73 551 565 0 14
33 52 548 566 10 18
33 52 548 566 0 18
87 48 566 566 0 0
87 48 566 566 0 0
18 6 530 566 10 36
18 6 530 566 0 36
28 24 550 566 5 16
28 24 550 566 0 16
19 28 557 567 10 10
19 28 557 567 0 10
12 4 521 567 0 46
12 4 521 567 0 46
28 24 567 567 0 0
28 24 567 567 0 0
12 4 525 567 0 42
12 4 525 567 0 42
66 113 568 568 0 0
66 113 568 568 0 0
94 1 558 568 5 10
94 1 558 568 0 10
58 87 552 568 0 16
58 87 552 568 0 16
94 1 563 568 0 5
94 1 563 568 0 5
58 87 555 568 0 13
58 87 555 568 0 13
49 82 569 569 0 0
49 82 569 569 0 0
72 4 562 569 5 7
72 4 562 569 0 7
89 78 551 570 5 19
89 78 551 570 0 19
79 43 565 570 5 5
79 43 565 570 0 5
33 49 552 570 0 18
33 49 552 570 0 18
87 30 644 570 0 0
87 30 644 570 0 0
72 4 570 570 0 0
72 4 570 570 0 0
89 78 552 570 0 18
89 78 552 570 0 18
79 43 570 570 0 0
79 43 570 570 0 0
68 1 554 571 5 17
68 1 554 571 0 17
82 47 884 571 10 10
82 47 884 571 0 10
68 33 554 571 0 17
68 33 554 571 0 17
68 33 558 571 0 13
68 33 558 571 0 13
30 4 535 572 0 37
30 4 535 572 0 37
90 66 567 572 0 5
90 66 567 572 0 5
90 66 568 572 0 4
90 66 568 572 0 4
60 9 536 573 10 37
60 9 536 573 0 37
76 74 557 573 5 16
76 74 557 573 0 16
2 78 569 574 5 5
2 78 569 574 0 5
20 59 543 574 5 31
20 59 543 574 0 31
11 70 532 574 5 42
11 70 532 574 0 42
2 78 570 574 0 4
2 78 570 574 0 4
91 109 560 575 5 15
91 109 560 575 0 15
65 64 529 575 10 46
65 64 529 575 0 46
20 32 544 575 0 31
20 32 544 575 0 31
91 109 575 575 0 0
91 109 575 575 0 0
23 29 565 576 10 11
23 29 565 576 0 11
62 63 566 576 10 10
62 63 566 576 0 10
82 151 935 576 5 15
82 151 935 576 0 15
23 29 570 576 0 6
23 29 570 576 0 6
62 63 568 576 0 8
62 63 568 576 0 8
67 31 536 577 10 41
67 31 536 577 0 41
39 6 535 577 10 42
39 6 535 577 0 42
92 6 560 577 5 17
92 6 560 577 0 17
48 35 560 577 0 17
48 35 560 577 0 17
27 6 562 577 10 15
27 6 562 577 0 15
18 4 531 577 10 46
18 4 531 577 0 46
39 29 535 577 0 42
39 29 535 577 0 42
92 6 565 577 0 12
92 6 565 577 0 12
48 35 567 577 0 10
48 35 567 577 0 10
18 4 555 577 0 22
18 4 555 577 0 22
39 29 555 577 0 22
39 29 555 577 0 22
29 82 565 578 5 13
29 82 565 578 0 13
55 28 578 578 0 0
55 28 578 578 0 0
74 1 568 578 5 10
74 1 568 578 0 10
38 45 544 578 0 34
38 45 544 578 0 34
38 45 560 578 0 18
38 45 560 578 0 18
85 37 569 579 10 10
85 37 569 579 0 10
88 51 565 579 10 14
88 51 565 579 0 14
88 51 570 579 0 9
88 51 570 579 0 9
22 9 564 580 10 16
22 9 564 580 0 16
63 29 550 580 5 30
63 29 550 580 0 30
15 73 581 581 0 0
15 73 581 581 0 0
87 4 645 581 10 10
87 4 645 581 0 10
82 47 935 581 5 20
82 47 935 581 0 20
52 1 577 582 0 5
52 1 577 582 0 5
36 4 565 582 10 17
36 4 565 582 0 17
35 24 566 582 5 16
35 24 566 582 0 16
21 10 535 583 5 48
21 10 535 583 0 48
64 82 580 583 0 3
64 82 580 583 0 3
73 16 568 583 10 15
73 16 568 583 0 15
58 87 570 583 0 13
58 87 570 583 0 13
21 10 548 583 0 35
21 10 548 583 0 35
7 60 564 584 10 20
7 60 564 584 0 20
93 169 584 584 0 0
22 4 568 584 0 16
22 4 568 584 0 16
7 60 569 584 0 15
7 60 569 584 0 15
22 4 570 584 0 14
22 4 570 584 0 14
72 12 585 585 0 0
72 12 585 585 0 0
85 38 570 585 5 15
85 38 570 585 0 15
85 38 575 585 0 10
85 38 575 585 0 10
5 4 565 586 5 21
5 4 565 586 0 21
65 13 530 586 10 56
65 13 530 586 0 56
27 87 566 586 5 20
27 87 566 586 0 20
27 87 570 586 0 16
27 87 570 586 0 16
50 18 582 587 5 5
50 18 582 587 0 5
5 29 566 587 0 21
5 29 566 587 0 21
5 29 570 587 0 17
5 29 570 587 0 17
56 15 580 588 5 8
56 15 580 588 0 8
3 168 588 588 0 0
20 32 588 588 0 0
20 32 588 588 0 0
50 18 588 588 0 0
50 18 588 588 0 0
56 15 585 588 0 3
56 15 585 588 0 3
80 6 565 590 10 25
80 6 565 590 0 25
83 19 588 590 0 2
83 19 588 590 0 2
80 6 570 590 0 20
80 6 570 590 0 20
81 121 578 591 0 13
81 121 578 591 0 13
79 32 591 591 0 0
79 32 591 591 0 0
51 91 582 592 10 10
51 91 582 592 0 10
2 107 578 592 10 14
2 107 578 592 0 14
36 6 565 592 10 27
36 6 565 592 0 27
35 7 576 592 0 16
35 7 576 592 0 16
36 6 570 592 0 22
36 6 570 592 0 22
64 66 580 593 10 13
64 66 580 593 0 13
64 66 584 593 0 9
64 66 584 593 0 9
62 2 576 594 10 18
62 2 576 594 0 18
62 2 578 594 0 16
62 2 578 594 0 16
6 2 550 595 5 45
6 2 550 595 0 45
28 4 595 595 0 0
28 4 595 595 0 0
11 56 548 595 5 47
11 56 548 595 0 47
72 67 585 595 10 10
72 67 585 595 0 10
11 56 549 595 0 46
11 56 549 595 0 46
73 4 572 597 10 25
73 4 572 597 0 25
79 32 597 597 0 0
79 32 597 597 0 0
51 58 582 597 5 15
51 58 582 597 0 15
73 4 585 597 0 12
73 4 585 597 0 12
51 58 587 597 0 10
51 58 587 597 0 10
68 34 580 598 5 18
68 34 580 598 0 18
33 32 576 599 5 23
33 32 576 599 0 23
15 100 651 599 0 0
15 100 651 599 0 0
33 32 577 599 0 22
33 32 577 599 0 22
18 79 568 600 10 32
18 79 568 600 0 32
28 6 630 600 5 5
28 6 630 600 0 5
18 79 570 600 0 30
18 79 570 600 0 30
12 6 554 601 5 47
12 6 554 601 0 47
94 31 596 601 0 5
94 31 596 601 0 5
92 3 579 601 10 22
92 3 579 601 0 22
81 103 578 601 10 23
81 103 578 601 0 23
15 90 653 601 0 0
15 90 653 601 0 0
12 6 555 601 0 46
12 6 555 601 0 46
92 3 584 601 0 17
92 3 584 601 0 17
71 69 578 602 0 24
71 69 578 602 0 24
83 23 595 602 5 7
83 23 595 602 0 7
38 29 580 603 5 23
38 29 580 603 0 23
58 42 580 603 10 23
58 42 580 603 0 23
68 54 580 603 5 23
68 54 580 603 0 23
58 42 590 603 0 13
58 42 590 603 0 13
68 54 595 603 0 8
68 54 595 603 0 8
19 27 594 604 0 10
19 27 594 604 0 10
49 56 594 604 10 10
49 56 594 604 0 10
35 7 604 604 0 0
35 7 604 604 0 0
88 56 591 605 5 14
88 56 591 605 0 14
72 67 605 605 0 0
72 67 605 605 0 0
27 87 585 606 5 21
27 87 585 606 0 21
93 126 597 607 10 10
93 126 597 607 0 10
23 4 592 608 10 16
23 4 592 608 0 16
66 16 599 609 10 10
66 16 599 609 0 10
80 100 589 609 0 20
80 100 589 609 0 20
49 56 609 609 0 0
49 56 609 609 0 0
70 9 596 610 0 14
70 9 596 610 0 14
39 30 583 610 5 27
39 30 583 610 0 27
74 47 600 610 0 10
74 47 600 610 0 10
3 4 600 610 10 10
3 4 600 610 0 10
2 78 586 610 10 24
2 78 586 610 0 24
74 47 601 610 0 9
74 47 601 610 0 9
71 52 582 611 5 29
71 52 582 611 0 29
71 52 587 611 0 24
71 52 587 611 0 24
11 51 566 612 0 46
11 51 566 612 0 46
2 78 612 612 0 0
2 78 612 612 0 0
11 51 568 612 0 44
11 51 568 612 0 44
10 10 595 613 0 18
10 10 595 613 0 18
17 59 603 613 10 10
17 59 603 613 0 10
10 10 608 613 0 5
10 10 608 613 0 5
65 14 558 614 0 56
65 14 558 614 0 56
18 6 584 614 0 30
18 6 584 614 0 30
38 6 581 614 10 33
38 6 581 614 0 33
66 1 599 614 5 15
66 1 599 614 0 15
70 4 600 614 0 14
70 4 600 614 0 14
18 29 584 614 0 30
18 29 584 614 0 30
38 6 585 614 0 29
38 6 585 614 0 29
66 1 600 614 0 14
66 1 600 614 0 14
18 29 585 614 0 29
18 29 585 614 0 29
48 6 595 615 10 20
48 6 595 615 0 20
87 6 674 615 5 15
87 6 674 615 0 15
80 7 590 615 5 25
80 7 590 615 0 25
87 29 674 615 0 15
87 29 674 615 0 15
87 29 675 615 0 14
87 29 675 615 0 14
22 26 641 616 5 19
22 26 641 616 0 19
39 6 584 616 5 32
39 6 584 616 0 32
39 6 600 616 0 16
39 6 600 616 0 16
55 28 617 617 0 0
55 28 617 617 0 0
36 75 596 618 0 22
36 75 596 618 0 22
23 9 597 618 5 21
23 9 597 618 0 21
36 75 599 618 0 19
36 75 599 618 0 19
23 9 598 618 0 20
23 9 598 618 0 20
15 19 671 619 0 0
15 19 671 619 0 0
92 4 597 619 5 22
92 4 597 619 0 22
92 4 600 619 0 19
92 4 600 619 0 19
13 1 597 620 5 23
13 1 597 620 0 23
90 19 611 620 5 9
90 19 611 620 0 9
90 73 611 620 0 9
90 73 611 620 0 9
91 0 611 621 10 10
91 0 611 621 0 10
82 48 965 621 10 30
82 48 965 621 0 30
81 103 621 621 0 0
81 103 621 621 0 0
27 87 600 621 0 21
27 87 600 621 0 21
93 115 606 621 5 15
93 115 606 621 0 15
28 90 648 623 5 10
28 90 648 623 0 10
58 29 610 623 0 13
58 29 610 623 0 13
68 33 617 625 0 8
68 33 617 625 0 8
65 4 569 625 0 56
65 4 569 625 0 56
65 4 570 625 0 55
65 4 570 625 0 55
22 93 651 626 0 19
22 93 651 626 0 19
20 28 624 629 5 5
20 28 624 629 0 5
48 87 599 629 10 30
48 87 599 629 0 30
15 73 671 629 10 10
15 73 671 629 0 10
48 87 615 629 0 14
48 87 615 629 0 14
51 4 610 630 10 20
51 4 610 630 0 20
12 42 650 630 10 56
12 42 650 630 0 56
3 6 620 630 0 10
3 6 620 630 0 10
3 29 620 630 0 10
3 29 620 630 0 10
3 29 630 630 0 0
3 29 630 630 0 0
67 10 581 632 10 51
67 10 581 632 0 51
74 57 618 632 5 14
74 57 618 632 0 14
74 1 655 632 0 14
74 1 655 632 0 14
8 166 633 633 0 0
50 16 628 633 5 5
50 16 628 633 0 5
17 28 623 633 0 10
17 28 623 633 0 10
17 28 628 633 0 5
17 28 628 633 0 5
21 0 594 634 5 40
21 0 594 634 0 40
83 23 634 634 0 0
83 23 634 634 0 0
80 7 634 634 0 0
80 7 634 634 0 0
91 46 624 634 0 10
91 46 624 634 0 10
68 4 621 634 5 13
68 4 621 634 0 13
91 46 625 634 0 9
91 46 625 634 0 9
68 4 630 634 0 4
68 4 630 634 0 4
79 43 625 635 10 10
79 43 625 635 0 10
35 4 625 635 10 10
35 4 625 635 0 10
72 6 660 635 10 10
72 6 660 635 0 10
13 6 602 635 10 33
13 6 602 635 0 33
79 43 630 635 0 5
79 43 630 635 0 5
72 29 660 635 0 10
72 29 660 635 0 10
13 6 615 635 0 20
13 6 615 635 0 20
73 6 614 636 10 22
73 6 614 636 0 22
49 51 626 636 10 10
49 51 626 636 0 10
82 6 970 636 10 40
82 6 970 636 0 40
51 29 611 636 5 25
51 29 611 636 0 25
73 6 615 636 0 21
73 6 615 636 0 21
49 51 630 636 0 6
49 51 630 636 0 6
82 6 975 636 0 35
82 6 975 636 0 35
51 29 615 636 0 21
51 29 615 636 0 21
62 2 616 637 5 21
62 2 616 637 0 21
33 82 605 637 10 32
33 82 605 637 0 32
58 45 619 637 5 18
58 45 619 637 0 18
67 96 581 637 5 56
67 96 581 637 0 56
62 2 618 637 0 19
62 2 618 637 0 19
58 45 620 637 0 17
58 45 620 637 0 17
67 96 604 637 0 33
67 96 604 637 0 33
56 6 660 638 10 13
56 6 660 638 0 13
85 31 620 640 10 20
85 31 620 640 0 20
21 98 600 640 0 40
21 98 600 640 0 40
93 126 616 641 10 25
93 126 616 641 0 25
8 73 641 641 0 0
8 73 641 641 0 0
93 126 639 641 0 2
93 126 639 641 0 2
20 55 627 642 10 15
20 55 627 642 0 15
74 33 655 642 10 24
74 33 655 642 0 24
7 78 629 644 0 15
7 78 629 644 0 15
92 35 620 644 5 24
92 35 620 644 0 24
48 87 630 644 0 14
48 87 630 644 0 14
20 55 644 644 0 0
20 55 644 644 0 0
7 78 630 644 0 14
7 78 630 644 0 14
92 35 627 644 0 17
92 35 627 644 0 17
28 1 660 645 10 20
28 1 660 645 0 20
65 6 590 645 0 55
65 6 590 645 0 55
85 0 620 645 5 25
85 0 620 645 0 25
85 0 635 645 0 10
85 0 635 645 0 10
5 46 624 646 5 22
5 46 624 646 0 22
94 10 641 646 0 5
94 10 641 646 0 5
27 87 625 646 10 31
27 87 625 646 0 31
18 30 613 647 5 34
18 30 613 647 0 34
