$FINAL:DutyID;BlockID;ServiceJourneyID;FromStopID;ToStopID;DepTime;ArrTime;ElementType;DutyType;DepotID;VehTypeID;LineID
83;83;172;46;33;0:06:47:00;0:07:40:00;1;DT5: Auftragnehmer Umlauf lang;160;1;8
83;83;-1;33;6;0:07:40:00;0:07:45:00;2;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;275;6;58;0:07:45:00;0:08:07:00;1;DT5: Auftragnehmer Umlauf lang;160;1;206
83;83;-1;58;58;0:08:07:00;0:08:12:00;9;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;317;58;4;0:08:12:00;0:08:40:00;1;DT5: Auftragnehmer Umlauf lang;160;1;206
83;83;-1;4;9;0:08:40:00;0:08:45:00;2;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;-1;9;9;0:08:45:00;0:08:58:00;9;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;391;9;19;0:08:58:00;0:09:48:00;1;DT5: Auftragnehmer Umlauf lang;160;1;296
83;83;-1;19;23;0:09:48:00;0:09:55:00;2;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;-1;23;23;0:09:55:00;0:10:34:00;9;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;524;23;47;0:10:34:00;0:10:52:00;1;DT5: Auftragnehmer Umlauf lang;160;1;296
83;83;-1;47;47;0:10:52:00;0:10:53:00;9;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;544;47;48;0:10:53:00;0:11:26:00;1;DT5: Auftragnehmer Umlauf lang;160;1;237
83;83;-1;48;4;0:11:26:00;0:11:30:00;2;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;605;4;12;0:11:30:00;0:11:45:00;1;DT5: Auftragnehmer Umlauf lang;160;1;202
83;83;-1;12;25;0:11:45:00;0:11:55:00;2;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;628;25;26;0:11:55:00;0:12:27:00;1;DT5: Auftragnehmer Umlauf lang;160;1;221
83;83;-1;26;113;0:12:27:00;0:12:27:00;2;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;-1;113;113;0:12:27:00;0:12:28:00;9;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;667;113;16;0:12:28:00;0:12:59:00;1;DT5: Auftragnehmer Umlauf lang;160;1;221
83;83;-1;16;1;0:12:59:00;0:12:59:00;2;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;-1;1;1;0:12:59:00;0:13:23:00;9;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;751;1;31;0:13:23:00;0:13:56:00;1;DT5: Auftragnehmer Umlauf lang;160;1;290
83;83;810;31;10;0:13:56:00;0:14:41:00;1;DT5: Auftragnehmer Umlauf lang;160;1;298
83;83;-1;10;10;0:14:41:00;0:15:08:00;9;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;929;10;0;0:15:08:00;0:15:54:00;1;DT5: Auftragnehmer Umlauf lang;160;1;298
83;83;1007;0;1;0:15:54:00;0:16:28:00;1;DT5: Auftragnehmer Umlauf lang;160;1;290
83;83;-1;1;33;0:16:28:00;0:16:28:00;2;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;-1;33;33;0:16:28:00;0:16:30:00;9;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;1074;33;46;0:16:30:00;0:17:21:00;1;DT5: Auftragnehmer Umlauf lang;160;1;8
83;83;-1;46;46;0:17:21:00;0:17:25:00;9;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;1164;46;29;0:17:25:00;0:18:25:00;1;DT5: Auftragnehmer Umlauf lang;160;1;208
83;83;-1;29;33;0:18:25:00;0:18:29:00;2;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;-1;33;33;0:18:29:00;0:18:30:00;9;DT5: Auftragnehmer Umlauf lang;160;1;0
83;83;1288;33;46;0:18:30:00;0:19:21:00;1;DT5: Auftragnehmer Umlauf lang;160;1;8
83;83;-1;46;160;0:19:21:00;0:19:25:00;3;DT5: Auftragnehmer Umlauf lang;160;1;0
84;84;-1;163;1;0:06:44:00;0:06:56:00;4;DT6: Auftragnehmer Umlauf kurz;163;1;0
84;84;188;1;10;0:06:56:00;0:07:53:00;1;DT6: Auftragnehmer Umlauf kurz;163;1;98
84;84;-1;10;96;0:07:53:00;0:07:53:00;2;DT6: Auftragnehmer Umlauf kurz;163;1;0
84;84;-1;96;96;0:07:53:00;0:08:04:00;9;DT6: Auftragnehmer Umlauf kurz;163;1;0
84;84;307;96;1;0:08:04:00;0:08:59:00;1;DT6: Auftragnehmer Umlauf kurz;163;1;98
84;84;-1;1;163;0:08:59:00;0:09:11:00;2;DT6: Auftragnehmer Umlauf kurz;163;1;0
85;85;-1;169;126;0:06:46:00;0:06:59:00;4;DT5: Auftragnehmer Umlauf lang;169;1;0
85;85;194;126;132;0:06:59:00;0:07:29:00;1;DT5: Auftragnehmer Umlauf lang;169;1;231
85;85;243;132;133;0:07:29:00;0:07:50:00;1;DT5: Auftragnehmer Umlauf lang;169;1;233
85;85;-1;133;0;0:07:50:00;0:08:05:00;2;DT5: Auftragnehmer Umlauf lang;169;1;0
85;85;-1;0;0;0:08:05:00;0:08:35:00;9;DT5: Auftragnehmer Umlauf lang;169;1;0
85;85;358;0;37;0:08:35:00;0:09:29:00;1;DT5: Auftragnehmer Umlauf lang;169;1;231
85;85;-1;37;38;0:09:29:00;0:09:30:00;2;DT5: Auftragnehmer Umlauf lang;169;1;0
85;85;-1;38;38;0:09:30:00;0:09:35:00;9;DT5: Auftragnehmer Umlauf lang;169;1;0
85;85;447;38;31;0:09:35:00;0:10:20:00;1;DT5: Auftragnehmer Umlauf lang;169;1;231
85;85;-1;31;0;0:10:20:00;0:10:20:00;2;DT5: Auftragnehmer Umlauf lang;169;1;0
85;85;-1;0;0;0:10:20:00;0:10:35:00;9;DT5: Auftragnehmer Umlauf lang;169;1;0
85;85;525;0;37;0:10:35:00;0:11:29:00;1;DT5: Auftragnehmer Umlauf lang;169;1;231
85;85;-1;37;38;0:11:29:00;0:11:30:00;2;DT5: Auftragnehmer Umlauf lang;169;1;0
85;85;-1;38;38;0:11:30:00;0:11:35:00;9;DT5: Auftragnehmer Umlauf lang;169;1;0
85;85;608;38;31;0:11:35:00;0:12:20:00;1;DT5: Auftragnehmer Umlauf lang;169;1;231
85;85;-1;31;0;0:12:20:00;0:12:20:00;2;DT5: Auftragnehmer Umlauf lang;169;1;0
85;85;-1;0;0;0:12:20:00;0:12:35:00;9;DT5: Auftragnehmer Umlauf lang;169;1;0
85;85;690;0;37;0:12:35:00;0:13:29:00;1;DT5: Auftragnehmer Umlauf lang;169;1;231
85;85;-1;37;169;0:13:29:00;0:13:32:00;2;DT5: Auftragnehmer Umlauf lang;169;1;0
86;86;-1;164;60;0:07:05:00;0:07:10:00;4;DT6: Auftragnehmer Umlauf kurz;164;2;0
86;86;213;60;86;0:07:10:00;0:07:53:00;1;DT6: Auftragnehmer Umlauf kurz;164;2;20
86;86;-1;86;51;0:07:53:00;0:08:12:00;2;DT6: Auftragnehmer Umlauf kurz;164;2;0
86;86;-1;51;51;0:08:12:00;0:08:30:00;9;DT6: Auftragnehmer Umlauf kurz;164;2;0
86;86;346;51;56;0:08:30:00;0:08:51:00;1;DT6: Auftragnehmer Umlauf kurz;164;2;280
86;86;-1;56;164;0:08:51:00;0:09:23:00;2;DT6: Auftragnehmer Umlauf kurz;164;2;0
87;-1;-1;168;168;0:07:15:00;0:07:20:00;5;DT1: DKB durchgÃ¤ngig;168;87;0
87;87;-1;168;44;0:07:20:00;0:07:40:00;4;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;267;44;33;0:07:40:00;0:08:10:00;1;DT1: DKB durchgÃ¤ngig;168;1;8
87;87;-1;33;23;0:08:10:00;0:08:29:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;-1;23;23;0:08:29:00;0:08:34:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;357;23;47;0:08:34:00;0:08:52:00;1;DT1: DKB durchgÃ¤ngig;168;1;296
87;87;-1;47;47;0:08:52:00;0:08:53:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;383;47;48;0:08:53:00;0:09:26:00;1;DT1: DKB durchgÃ¤ngig;168;1;237
87;87;-1;48;30;0:09:26:00;0:09:30:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
87;-1;-1;30;4;0:09:30:00;0:09:30:00;7;DT1: DKB durchgÃ¤ngig;4;-1;0
87;-1;-1;4;4;0:09:30:00;0:09:35:00;6;DT1: DKB durchgÃ¤ngig;4;-1;0
87;-1;-1;4;4;0:09:35:00;0:10:34:00;8;DT1: DKB durchgÃ¤ngig;4;-1;0
87;-1;-1;4;4;0:10:34:00;0:10:44:00;9;DT1: DKB durchgÃ¤ngig;4;-1;0
87;-1;-1;4;30;0:10:44:00;0:10:44:00;7;DT1: DKB durchgÃ¤ngig;30;87;0
87;87;-1;30;4;0:10:44:00;0:10:45:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;534;4;6;0:10:45:00;0:11:14:00;1;DT1: DKB durchgÃ¤ngig;168;1;214
87;87;-1;6;29;0:11:14:00;0:11:14:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;-1;29;29;0:11:14:00;0:11:15:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;575;29;30;0:11:15:00;0:11:43:00;1;DT1: DKB durchgÃ¤ngig;168;1;207
87;87;-1;30;6;0:11:43:00;0:11:44:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;-1;6;6;0:11:44:00;0:11:45:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;619;6;45;0:11:45:00;0:12:04:00;1;DT1: DKB durchgÃ¤ngig;168;1;213
87;87;-1;45;45;0:12:04:00;0:12:20:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;659;45;29;0:12:20:00;0:12:40:00;1;DT1: DKB durchgÃ¤ngig;168;1;213
87;87;-1;29;29;0:12:40:00;0:12:45:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;703;29;30;0:12:45:00;0:13:13:00;1;DT1: DKB durchgÃ¤ngig;168;1;207
87;87;-1;30;4;0:13:13:00;0:13:14:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;-1;4;4;0:13:14:00;0:13:15:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;738;4;79;0:13:15:00;0:13:28:00;1;DT1: DKB durchgÃ¤ngig;168;1;204
87;87;-1;79;79;0:13:28:00;0:13:30:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;768;79;6;0:13:30:00;0:13:44:00;1;DT1: DKB durchgÃ¤ngig;168;1;204
87;87;-1;6;4;0:13:44:00;0:13:45:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;796;4;6;0:13:45:00;0:14:14:00;1;DT1: DKB durchgÃ¤ngig;168;1;214
87;87;-1;6;29;0:14:14:00;0:14:14:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;-1;29;29;0:14:14:00;0:14:15:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;843;29;30;0:14:15:00;0:14:43:00;1;DT1: DKB durchgÃ¤ngig;168;1;207
87;87;-1;30;29;0:14:43:00;0:14:44:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;-1;29;29;0:14:44:00;0:14:45:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;894;29;30;0:14:45:00;0:15:13:00;1;DT1: DKB durchgÃ¤ngig;168;1;207
87;87;-1;30;4;0:15:13:00;0:15:14:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;-1;4;4;0:15:14:00;0:15:15:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
87;87;935;4;79;0:15:15:00;0:15:28:00;1;DT1: DKB durchgÃ¤ngig;168;1;204
87;87;-1;79;168;0:15:28:00;0:15:37:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
87;-1;-1;168;168;0:15:37:00;0:15:47:00;6;DT1: DKB durchgÃ¤ngig;168;-1;0
88;-1;-1;168;168;0:07:28:00;0:07:33:00;5;DT1: DKB durchgÃ¤ngig;168;89;0
88;89;-1;168;4;0:07:33:00;0:07:45:00;4;DT1: DKB durchgÃ¤ngig;168;1;0
88;89;273;4;6;0:07:45:00;0:08:14:00;1;DT1: DKB durchgÃ¤ngig;168;1;214
88;89;-1;6;29;0:08:14:00;0:08:14:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
88;89;-1;29;29;0:08:14:00;0:08:15:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
88;89;322;29;30;0:08:15:00;0:08:43:00;1;DT1: DKB durchgÃ¤ngig;168;1;207
88;89;-1;30;78;0:08:43:00;0:09:11:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
88;89;-1;78;78;0:09:11:00;0:09:12:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
88;89;407;78;60;0:09:12:00;0:10:24:00;1;DT1: DKB durchgÃ¤ngig;168;1;220
88;89;-1;60;60;0:10:24:00;0:10:29:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
88;89;510;60;61;0:10:29:00;0:11:34:00;1;DT1: DKB durchgÃ¤ngig;168;1;220
88;-1;-1;61;61;0:11:34:00;0:11:39:00;6;DT1: DKB durchgÃ¤ngig;61;-1;0
88;-1;-1;61;61;0:11:39:00;0:12:10:00;8;DT1: DKB durchgÃ¤ngig;61;89;0
88;89;-1;61;69;0:12:10:00;0:12:17:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
88;89;657;69;70;0:12:17:00;0:12:52:00;1;DT1: DKB durchgÃ¤ngig;168;1;281
88;89;-1;70;69;0:12:52:00;0:13:05:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
88;89;-1;69;69;0:13:05:00;0:13:17:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
88;89;744;69;70;0:13:17:00;0:13:52:00;1;DT1: DKB durchgÃ¤ngig;168;1;281
88;89;-1;70;104;0:13:52:00;0:13:54:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
88;89;-1;104;104;0:13:54:00;0:14:00:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
88;89;816;104;69;0:14:00:00;0:14:38:00;1;DT1: DKB durchgÃ¤ngig;168;1;281
88;89;-1;69;66;0:14:38:00;0:14:41:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
88;89;887;66;1;0:14:41:00;0:15:37:00;1;DT1: DKB durchgÃ¤ngig;168;1;238
88;89;-1;1;168;0:15:37:00;0:15:49:00;3;DT1: DKB durchgÃ¤ngig;168;1;0
88;-1;-1;168;168;0:15:49:00;0:15:59:00;6;DT1: DKB durchgÃ¤ngig;168;88;0
89;88;-1;164;60;0:07:30:00;0:07:35:00;4;DT6: Auftragnehmer Umlauf kurz;164;2;0
89;88;260;60;61;0:07:35:00;0:08:33:00;1;DT6: Auftragnehmer Umlauf kurz;164;2;20
89;88;-1;61;52;0:08:33:00;0:08:41:00;2;DT6: Auftragnehmer Umlauf kurz;164;2;0
89;88;-1;52;52;0:08:41:00;0:08:47:00;9;DT6: Auftragnehmer Umlauf kurz;164;2;0
89;88;379;52;51;0:08:47:00;0:09:25:00;1;DT6: Auftragnehmer Umlauf kurz;164;2;279
89;88;-1;51;51;0:09:25:00;0:09:30:00;9;DT6: Auftragnehmer Umlauf kurz;164;2;0
89;88;434;51;56;0:09:30:00;0:09:51:00;1;DT6: Auftragnehmer Umlauf kurz;164;2;280
89;88;-1;56;164;0:09:51:00;0:10:23:00;2;DT6: Auftragnehmer Umlauf kurz;164;2;0
90;90;-1;164;60;0:07:54:00;0:07:59:00;4;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;297;60;61;0:07:59:00;0:09:18:00;1;DT5: Auftragnehmer Umlauf lang;164;1;220
90;90;-1;61;66;0:09:18:00;0:09:27:00;2;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;-1;66;66;0:09:27:00;0:09:28:00;9;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;430;66;19;0:09:28:00;0:10:11:00;1;DT5: Auftragnehmer Umlauf lang;164;1;294
90;90;-1;19;73;0:10:11:00;0:10:11:00;2;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;489;73;9;0:10:11:00;0:10:56:00;1;DT5: Auftragnehmer Umlauf lang;164;1;296
90;90;-1;9;9;0:10:56:00;0:10:58:00;9;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;551;9;19;0:10:58:00;0:11:48:00;1;DT5: Auftragnehmer Umlauf lang;164;1;296
90;90;-1;19;52;0:11:48:00;0:12:17:00;2;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;-1;52;52;0:12:17:00;0:12:47:00;9;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;708;52;51;0:12:47:00;0:13:25:00;1;DT5: Auftragnehmer Umlauf lang;164;1;279
90;90;-1;51;51;0:13:25:00;0:13:28:00;9;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;764;51;52;0:13:28:00;0:14:08:00;1;DT5: Auftragnehmer Umlauf lang;164;1;279
90;90;-1;52;66;0:14:08:00;0:14:11:00;2;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;836;66;1;0:14:11:00;0:15:07:00;1;DT5: Auftragnehmer Umlauf lang;164;1;238
90;90;-1;1;45;0:15:07:00;0:15:17:00;2;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;-1;45;45;0:15:17:00;0:15:20:00;9;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;943;45;29;0:15:20:00;0:15:40:00;1;DT5: Auftragnehmer Umlauf lang;164;1;213
90;90;-1;29;1;0:15:40:00;0:15:44:00;2;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;990;1;82;0:15:44:00;0:16:40:00;1;DT5: Auftragnehmer Umlauf lang;164;1;238
90;90;-1;82;55;0:16:40:00;0:16:43:00;2;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;-1;55;55;0:16:43:00;0:16:44:00;9;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;1093;55;4;0:16:44:00;0:17:25:00;1;DT5: Auftragnehmer Umlauf lang;164;1;216
90;90;-1;4;6;0:17:25:00;0:17:25:00;2;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;-1;6;6;0:17:25:00;0:17:30:00;9;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;1182;6;100;0:17:30:00;0:17:49:00;1;DT5: Auftragnehmer Umlauf lang;164;1;216
90;90;-1;100;78;0:17:49:00;0:18:08:00;2;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;-1;78;78;0:18:08:00;0:18:30:00;9;DT5: Auftragnehmer Umlauf lang;164;1;0
90;90;1287;78;60;0:18:30:00;0:19:51:00;1;DT5: Auftragnehmer Umlauf lang;164;1;220
90;90;-1;60;164;0:19:51:00;0:19:56:00;3;DT5: Auftragnehmer Umlauf lang;164;1;0
91;-1;-1;168;168;0:08:12:00;0:08:17:00;5;DT1: DKB durchgÃ¤ngig;168;91;0
91;91;-1;168;0;0:08:17:00;0:08:42:00;4;DT1: DKB durchgÃ¤ngig;168;1;0
91;91;369;0;109;0:08:42:00;0:09:20:00;1;DT1: DKB durchgÃ¤ngig;168;1;15
91;91;-1;109;109;0:09:20:00;0:09:35:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
91;91;446;109;0;0:09:35:00;0:10:11:00;1;DT1: DKB durchgÃ¤ngig;168;1;15
91;91;-1;0;46;0:10:11:00;0:10:24:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
91;91;-1;46;46;0:10:24:00;0:10:25:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
91;91;503;46;29;0:10:25:00;0:11:25:00;1;DT1: DKB durchgÃ¤ngig;168;1;208
91;91;-1;29;4;0:11:25:00;0:11:25:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
91;91;-1;4;4;0:11:25:00;0:11:30:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
91;91;602;4;26;0:11:30:00;0:11:57:00;1;DT1: DKB durchgÃ¤ngig;168;1;221
91;91;-1;26;113;0:11:57:00;0:11:57:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
91;91;-1;113;113;0:11:57:00;0:11:58:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
91;91;632;113;6;0:11:58:00;0:12:25:00;1;DT1: DKB durchgÃ¤ngig;168;1;221
91;91;-1;6;29;0:12:25:00;0:12:25:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
91;-1;-1;29;29;0:12:25:00;0:12:30:00;6;DT1: DKB durchgÃ¤ngig;29;-1;0
91;-1;-1;29;29;0:12:30:00;0:13:16:00;8;DT1: DKB durchgÃ¤ngig;29;91;0
91;91;-1;29;33;0:13:16:00;0:13:20:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
91;91;746;33;74;0:13:20:00;0:14:19:00;1;DT1: DKB durchgÃ¤ngig;168;1;210
91;91;-1;74;113;0:14:19:00;0:14:44:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
91;91;-1;113;113;0:14:44:00;0:14:58:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
91;91;912;113;6;0:14:58:00;0:15:25:00;1;DT1: DKB durchgÃ¤ngig;168;1;221
91;91;946;6;3;0:15:25:00;0:15:39:00;1;DT1: DKB durchgÃ¤ngig;168;1;205
91;91;-1;3;33;0:15:39:00;0:15:45:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
91;91;997;33;18;0:15:45:00;0:16:30:00;1;DT1: DKB durchgÃ¤ngig;168;1;286
91;91;-1;18;168;0:16:30:00;0:17:00:00;3;DT1: DKB durchgÃ¤ngig;168;1;0
91;-1;-1;168;168;0:17:00:00;0:17:10:00;6;DT1: DKB durchgÃ¤ngig;168;-1;0
92;-1;-1;168;168;0:08:13:00;0:08:18:00;5;DT1: DKB durchgÃ¤ngig;168;92;0
92;92;-1;168;29;0:08:18:00;0:08:30:00;4;DT1: DKB durchgÃ¤ngig;168;1;0
92;92;352;29;4;0:08:30:00;0:08:52:00;1;DT1: DKB durchgÃ¤ngig;168;1;203
92;92;-1;4;4;0:08:52:00;0:09:00:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
92;92;396;4;6;0:09:00:00;0:09:20:00;1;DT1: DKB durchgÃ¤ngig;168;1;224
92;92;-1;6;6;0:09:20:00;0:09:25:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
92;92;422;6;3;0:09:25:00;0:09:39:00;1;DT1: DKB durchgÃ¤ngig;168;1;205
92;92;-1;3;3;0:09:39:00;0:09:44:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
92;92;451;3;4;0:09:44:00;0:09:57:00;1;DT1: DKB durchgÃ¤ngig;168;1;205
92;92;-1;4;4;0:09:57:00;0:10:00:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
92;92;480;4;35;0:10:00:00;0:10:20:00;1;DT1: DKB durchgÃ¤ngig;168;1;202
92;92;-1;35;35;0:10:20:00;0:10:27:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
92;92;504;35;6;0:10:27:00;0:10:55:00;1;DT1: DKB durchgÃ¤ngig;168;1;202
92;92;-1;6;4;0:10:55:00;0:10:56:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
92;92;-1;4;4;0:10:56:00;0:11:00:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
92;92;559;4;35;0:11:00:00;0:11:20:00;1;DT1: DKB durchgÃ¤ngig;168;1;202
92;92;-1;35;35;0:11:20:00;0:11:27:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
92;92;587;35;6;0:11:27:00;0:11:55:00;1;DT1: DKB durchgÃ¤ngig;168;1;202
92;92;-1;6;67;0:11:55:00;0:12:05:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
92;92;645;67;6;0:12:05:00;0:12:25:00;1;DT1: DKB durchgÃ¤ngig;168;1;202
92;92;-1;6;33;0:12:25:00;0:12:29:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
92;92;-1;33;33;0:12:29:00;0:12:33:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
92;92;685;33;106;0:12:33:00;0:13:16:00;1;DT1: DKB durchgÃ¤ngig;168;1;286
92;92;-1;106;138;0:13:16:00;0:13:26:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
92;-1;-1;138;76;0:13:26:00;0:13:26:00;7;DT1: DKB durchgÃ¤ngig;76;-1;0
92;-1;-1;76;76;0:13:26:00;0:13:31:00;6;DT1: DKB durchgÃ¤ngig;76;-1;0
92;-1;-1;76;76;0:13:31:00;0:14:10:00;8;DT1: DKB durchgÃ¤ngig;76;-1;0
92;-1;-1;76;138;0:14:10:00;0:14:10:00;7;DT1: DKB durchgÃ¤ngig;138;92;0
92;92;834;138;17;0:14:10:00;0:14:34:00;1;DT1: DKB durchgÃ¤ngig;168;1;86
92;92;-1;17;17;0:14:34:00;0:15:25:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
92;92;949;17;122;0:15:25:00;0:15:34:00;1;DT1: DKB durchgÃ¤ngig;168;1;86
92;92;-1;122;168;0:15:34:00;0:16:26:00;3;DT1: DKB durchgÃ¤ngig;168;1;0
92;-1;-1;168;168;0:16:26:00;0:16:36:00;6;DT1: DKB durchgÃ¤ngig;168;93;0
93;93;-1;169;126;0:08:26:00;0:08:39:00;4;DT6: Auftragnehmer Umlauf kurz;169;0;0
93;93;363;126;115;0:08:39:00;0:08:48:00;1;DT6: Auftragnehmer Umlauf kurz;169;0;231
93;93;-1;115;169;0:08:48:00;0:09:10:00;2;DT6: Auftragnehmer Umlauf kurz;169;0;0
94;31;-1;165;20;0:08:27:00;0:08:27:00;2;DT5: Auftragnehmer Umlauf lang;165;1;0
94;31;340;20;21;0:08:27:00;0:08:39:00;1;DT5: Auftragnehmer Umlauf lang;165;1;95
94;31;-1;21;111;0:08:39:00;0:08:39:00;2;DT5: Auftragnehmer Umlauf lang;165;1;0
94;31;-1;111;111;0:08:39:00;0:09:12:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
94;31;409;111;20;0:09:12:00;0:09:24:00;1;DT5: Auftragnehmer Umlauf lang;165;1;95
94;31;-1;20;20;0:09:24:00;0:09:27:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
94;31;426;20;21;0:09:27:00;0:09:44:00;1;DT5: Auftragnehmer Umlauf lang;165;1;295
94;31;-1;21;111;0:09:44:00;0:09:44:00;2;DT5: Auftragnehmer Umlauf lang;165;1;0
94;31;-1;111;111;0:09:44:00;0:09:53:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
94;31;464;111;20;0:09:53:00;0:10:10:00;1;DT5: Auftragnehmer Umlauf lang;165;1;295
94;31;-1;20;20;0:10:10:00;0:10:27:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
94;31;505;20;21;0:10:27:00;0:10:39:00;1;DT5: Auftragnehmer Umlauf lang;165;1;95
94;31;-1;21;111;0:10:39:00;0:10:39:00;2;DT5: Auftragnehmer Umlauf lang;165;1;0
94;31;-1;111;111;0:10:39:00;0:11:12:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
94;31;571;111;20;0:11:12:00;0:11:24:00;1;DT5: Auftragnehmer Umlauf lang;165;1;95
94;31;-1;20;20;0:11:24:00;0:11:27:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
94;31;588;20;21;0:11:27:00;0:11:44:00;1;DT5: Auftragnehmer Umlauf lang;165;1;295
94;31;-1;21;111;0:11:44:00;0:11:44:00;2;DT5: Auftragnehmer Umlauf lang;165;1;0
