$FINAL:DutyID;BlockID;ServiceJourneyID;FromStopID;ToStopID;DepTime;ArrTime;ElementType;DutyType;DepotID;VehTypeID;LineID
37;35;324;15;6;0:08:15:00;0:08:55:00;1;DT5: Auftragnehmer Umlauf lang;161;1;221
37;35;-1;6;6;0:08:55:00;0:09:00:00;9;DT5: Auftragnehmer Umlauf lang;161;1;0
37;35;395;6;24;0:09:00:00;0:09:26:00;1;DT5: Auftragnehmer Umlauf lang;161;1;216
37;35;-1;24;7;0:09:26:00;0:09:36:00;2;DT5: Auftragnehmer Umlauf lang;161;1;0
37;35;-1;7;7;0:09:36:00;0:10:04:00;9;DT5: Auftragnehmer Umlauf lang;161;1;0
37;35;485;7;4;0:10:04:00;0:10:25:00;1;DT5: Auftragnehmer Umlauf lang;161;1;216
37;35;-1;4;2;0:10:25:00;0:10:38:00;2;DT5: Auftragnehmer Umlauf lang;161;1;0
37;35;526;2;74;0:10:38:00;0:11:17:00;1;DT5: Auftragnehmer Umlauf lang;161;1;210
37;35;-1;74;161;0:11:17:00;0:11:19:00;2;DT5: Auftragnehmer Umlauf lang;161;1;0
38;37;-1;161;18;0:05:33:00;0:05:48:00;4;DT6: Auftragnehmer Umlauf kurz;161;1;0
38;37;57;18;16;0:05:48:00;0:06:28:00;1;DT6: Auftragnehmer Umlauf kurz;161;1;286
38;37;-1;16;33;0:06:28:00;0:06:29:00;2;DT6: Auftragnehmer Umlauf kurz;161;1;0
38;37;-1;33;33;0:06:29:00;0:06:55:00;9;DT6: Auftragnehmer Umlauf kurz;161;1;0
38;37;186;33;76;0:06:55:00;0:07:33:00;1;DT6: Auftragnehmer Umlauf kurz;161;1;286
38;37;-1;76;161;0:07:33:00;0:07:46:00;2;DT6: Auftragnehmer Umlauf kurz;161;1;0
39;39;-1;162;32;0:05:34:00;0:05:58:00;4;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;70;32;82;0:05:58:00;0:06:39:00;1;DT5: Auftragnehmer Umlauf lang;162;1;270
39;39;-1;82;66;0:06:39:00;0:06:39:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;-1;66;66;0:06:39:00;0:06:41:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;156;66;1;0:06:41:00;0:07:37:00;1;DT5: Auftragnehmer Umlauf lang;162;1;238
39;39;-1;1;3;0:07:37:00;0:07:43:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;-1;3;3;0:07:43:00;0:07:44:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;271;3;4;0:07:44:00;0:07:57:00;1;DT5: Auftragnehmer Umlauf lang;162;1;205
39;39;-1;4;4;0:07:57:00;0:08:00:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;303;4;35;0:08:00:00;0:08:20:00;1;DT5: Auftragnehmer Umlauf lang;162;1;202
39;39;-1;35;35;0:08:20:00;0:08:27:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;339;35;6;0:08:27:00;0:08:55:00;1;DT5: Auftragnehmer Umlauf lang;162;1;202
39;39;-1;6;29;0:08:55:00;0:08:55:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;-1;29;29;0:08:55:00;0:09:15:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;412;29;30;0:09:15:00;0:09:43:00;1;DT5: Auftragnehmer Umlauf lang;162;1;207
39;39;-1;30;6;0:09:43:00;0:09:44:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;-1;6;6;0:09:44:00;0:10:00:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;476;6;55;0:10:00:00;0:10:41:00;1;DT5: Auftragnehmer Umlauf lang;162;1;216
39;39;-1;55;52;0:10:41:00;0:10:41:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;-1;52;52;0:10:41:00;0:10:47:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;539;52;51;0:10:47:00;0:11:25:00;1;DT5: Auftragnehmer Umlauf lang;162;1;279
39;39;-1;51;51;0:11:25:00;0:11:28:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;590;51;52;0:11:28:00;0:12:08:00;1;DT5: Auftragnehmer Umlauf lang;162;1;279
39;39;-1;52;78;0:12:08:00;0:12:16:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;-1;78;78;0:12:16:00;0:12:33:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;684;78;72;0:12:33:00;0:13:28:00;1;DT5: Auftragnehmer Umlauf lang;162;1;220
39;39;-1;72;85;0:13:28:00;0:13:28:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;762;85;71;0:13:28:00;0:13:54:00;1;DT5: Auftragnehmer Umlauf lang;162;1;220
39;39;-1;71;71;0:13:54:00;0:13:58:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;813;71;72;0:13:58:00;0:14:28:00;1;DT5: Auftragnehmer Umlauf lang;162;1;220
39;39;-1;72;85;0:14:28:00;0:14:28:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;863;85;71;0:14:28:00;0:14:54:00;1;DT5: Auftragnehmer Umlauf lang;162;1;220
39;39;-1;71;71;0:14:54:00;0:14:58:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;913;71;72;0:14:58:00;0:15:28:00;1;DT5: Auftragnehmer Umlauf lang;162;1;220
39;39;-1;72;85;0:15:28:00;0:15:28:00;2;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;955;85;71;0:15:28:00;0:15:54:00;1;DT5: Auftragnehmer Umlauf lang;162;1;220
39;39;-1;71;71;0:15:54:00;0:15:58:00;9;DT5: Auftragnehmer Umlauf lang;162;1;0
39;39;1014;71;72;0:15:58:00;0:16:28:00;1;DT5: Auftragnehmer Umlauf lang;162;1;220
39;39;-1;72;162;0:16:28:00;0:16:52:00;3;DT5: Auftragnehmer Umlauf lang;162;1;0
40;40;-1;160;22;0:05:36:00;0:05:40:00;4;DT5: Auftragnehmer Umlauf lang;160;1;0
40;40;42;22;0;0:05:40:00;0:05:52:00;1;DT5: Auftragnehmer Umlauf lang;160;1;298
40;40;58;0;1;0:05:52:00;0:06:26:00;1;DT5: Auftragnehmer Umlauf lang;160;1;290
40;40;-1;1;1;0:06:26:00;0:06:33:00;9;DT5: Auftragnehmer Umlauf lang;160;1;0
40;40;139;1;121;0:06:33:00;0:07:07:00;1;DT5: Auftragnehmer Umlauf lang;160;1;236
40;40;-1;121;23;0:07:07:00;0:07:26:00;2;DT5: Auftragnehmer Umlauf lang;160;1;0
40;40;-1;23;23;0:07:26:00;0:07:34:00;9;DT5: Auftragnehmer Umlauf lang;160;1;0
40;40;258;23;9;0:07:34:00;0:08:26:00;1;DT5: Auftragnehmer Umlauf lang;160;1;296
40;40;-1;9;4;0:08:26:00;0:08:30:00;2;DT5: Auftragnehmer Umlauf lang;160;1;0
40;40;353;4;12;0:08:30:00;0:08:45:00;1;DT5: Auftragnehmer Umlauf lang;160;1;202
40;40;-1;12;160;0:08:45:00;0:09:19:00;2;DT5: Auftragnehmer Umlauf lang;160;1;0
41;41;-1;166;23;0:05:36:00;0:05:45:00;4;DT6: Auftragnehmer Umlauf kurz;166;1;0
41;41;50;23;9;0:05:45:00;0:06:30:00;1;DT6: Auftragnehmer Umlauf kurz;166;1;296
41;41;-1;9;75;0:06:30:00;0:06:43:00;2;DT6: Auftragnehmer Umlauf kurz;166;1;0
41;41;-1;75;75;0:06:43:00;0:06:44:00;9;DT6: Auftragnehmer Umlauf kurz;166;1;0
41;41;160;75;4;0:06:44:00;0:07:10:00;1;DT6: Auftragnehmer Umlauf kurz;166;1;209
41;41;-1;4;166;0:07:10:00;0:07:29:00;2;DT6: Auftragnehmer Umlauf kurz;166;1;0
42;-1;-1;168;168;0:05:36:00;0:05:41:00;5;DT1: DKB durchgÃ¤ngig;168;45;0
42;45;-1;168;75;0:05:41:00;0:05:59:00;4;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;71;75;4;0:05:59:00;0:06:25:00;1;DT1: DKB durchgÃ¤ngig;168;1;209
42;45;-1;4;4;0:06:25:00;0:06:30:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;132;4;6;0:06:30:00;0:06:50:00;1;DT1: DKB durchgÃ¤ngig;168;1;224
42;45;-1;6;6;0:06:50:00;0:07:15:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;225;6;42;0:07:15:00;0:07:34:00;1;DT1: DKB durchgÃ¤ngig;168;1;213
42;45;-1;42;42;0:07:34:00;0:07:50:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;282;42;29;0:07:50:00;0:08:10:00;1;DT1: DKB durchgÃ¤ngig;168;1;213
42;45;-1;29;67;0:08:10:00;0:08:20:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;331;67;6;0:08:20:00;0:08:40:00;1;DT1: DKB durchgÃ¤ngig;168;1;202
42;45;-1;6;6;0:08:40:00;0:08:45:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;374;6;58;0:08:45:00;0:09:07:00;1;DT1: DKB durchgÃ¤ngig;168;1;206
42;45;-1;58;58;0:09:07:00;0:09:12:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;406;58;4;0:09:12:00;0:09:40:00;1;DT1: DKB durchgÃ¤ngig;168;1;206
42;45;-1;4;6;0:09:40:00;0:09:40:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;-1;6;6;0:09:40:00;0:09:45:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;456;6;58;0:09:45:00;0:10:07:00;1;DT1: DKB durchgÃ¤ngig;168;1;206
42;45;-1;58;58;0:10:07:00;0:10:12:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;490;58;4;0:10:12:00;0:10:40:00;1;DT1: DKB durchgÃ¤ngig;168;1;206
42;45;-1;4;87;0:10:40:00;0:10:44:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;-1;87;87;0:10:44:00;0:10:45:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;533;87;87;0:10:45:00;0:11:00:00;1;DT1: DKB durchgÃ¤ngig;168;1;303
42;45;-1;87;4;0:11:00:00;0:11:04:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
42;-1;-1;4;29;0:11:04:00;0:11:04:00;7;DT1: DKB durchgÃ¤ngig;29;-1;0
42;-1;-1;29;29;0:11:04:00;0:11:09:00;6;DT1: DKB durchgÃ¤ngig;29;-1;0
42;-1;-1;29;29;0:11:09:00;0:12:00:00;8;DT1: DKB durchgÃ¤ngig;29;-1;0
42;-1;-1;29;4;0:12:00:00;0:12:00:00;7;DT1: DKB durchgÃ¤ngig;4;45;0
42;45;-1;4;6;0:12:00:00;0:12:00:00;2;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;635;6;55;0:12:00:00;0:12:41:00;1;DT1: DKB durchgÃ¤ngig;168;1;216
42;45;-1;55;55;0:12:41:00;0:12:44:00;9;DT1: DKB durchgÃ¤ngig;168;1;0
42;45;697;55;25;0:12:44:00;0:13:21:00;1;DT1: DKB durchgÃ¤ngig;168;1;216
42;-1;-1;25;168;0:13:21:00;0:13:31:00;7;DT1: DKB durchgÃ¤ngig;168;-1;0
42;-1;-1;168;168;0:13:31:00;0:13:41:00;6;DT1: DKB durchgÃ¤ngig;168;42;0
43;42;-1;167;116;0:05:37:00;0:05:47:00;4;DT6: Auftragnehmer Umlauf kurz;167;1;0
43;42;53;116;9;0:05:47:00;0:06:28:00;1;DT6: Auftragnehmer Umlauf kurz;167;1;230
43;42;-1;9;9;0:06:28:00;0:06:38:00;9;DT6: Auftragnehmer Umlauf kurz;167;1;0
43;42;149;9;156;0:06:38:00;0:06:58:00;1;DT6: Auftragnehmer Umlauf kurz;167;1;291
43;42;-1;156;89;0:06:58:00;0:07:08:00;2;DT6: Auftragnehmer Umlauf kurz;167;1;0
43;42;-1;89;89;0:07:08:00;0:07:26:00;9;DT6: Auftragnehmer Umlauf kurz;167;1;0
43;42;235;89;16;0:07:26:00;0:07:59:00;1;DT6: Auftragnehmer Umlauf kurz;167;1;211
43;42;-1;16;33;0:07:59:00;0:08:00:00;2;DT6: Auftragnehmer Umlauf kurz;167;1;0
43;42;304;33;118;0:08:00:00;0:08:30:00;1;DT6: Auftragnehmer Umlauf kurz;167;1;8
43;42;-1;118;167;0:08:30:00;0:08:32:00;2;DT6: Auftragnehmer Umlauf kurz;167;1;0
44;43;-1;160;96;0:05:37:00;0:06:00:00;4;DT6: Auftragnehmer Umlauf kurz;160;1;0
44;43;74;96;1;0:06:00:00;0:06:55:00;1;DT6: Auftragnehmer Umlauf kurz;160;1;98
44;43;-1;1;88;0:06:55:00;0:06:55:00;2;DT6: Auftragnehmer Umlauf kurz;160;1;0
44;43;185;88;89;0:06:55:00;0:07:20:00;1;DT6: Auftragnehmer Umlauf kurz;160;1;211
44;43;-1;89;160;0:07:20:00;0:07:46:00;2;DT6: Auftragnehmer Umlauf kurz;160;1;0
45;-1;-1;168;168;0:05:38:00;0:05:43:00;5;DT3: DKB kurz;168;48;0
45;48;-1;168;147;0:05:43:00;0:05:53:00;4;DT3: DKB kurz;168;1;0
45;48;59;147;30;0:05:53:00;0:06:10:00;1;DT3: DKB kurz;168;1;207
45;48;-1;30;35;0:06:10:00;0:06:24:00;2;DT3: DKB kurz;168;1;0
45;48;-1;35;35;0:06:24:00;0:06:27:00;9;DT3: DKB kurz;168;1;0
45;48;122;35;6;0:06:27:00;0:06:55:00;1;DT3: DKB kurz;168;1;202
45;48;183;6;3;0:06:55:00;0:07:09:00;1;DT3: DKB kurz;168;1;205
45;48;-1;3;3;0:07:09:00;0:07:14:00;9;DT3: DKB kurz;168;1;0
45;48;219;3;4;0:07:14:00;0:07:27:00;1;DT3: DKB kurz;168;1;205
45;48;-1;4;4;0:07:27:00;0:07:30:00;9;DT3: DKB kurz;168;1;0
45;48;248;4;6;0:07:30:00;0:07:50:00;1;DT3: DKB kurz;168;1;224
45;48;-1;6;6;0:07:50:00;0:07:55:00;9;DT3: DKB kurz;168;1;0
45;48;289;6;3;0:07:55:00;0:08:09:00;1;DT3: DKB kurz;168;1;205
45;48;-1;3;3;0:08:09:00;0:08:14:00;9;DT3: DKB kurz;168;1;0
45;48;320;3;4;0:08:14:00;0:08:27:00;1;DT3: DKB kurz;168;1;205
45;48;-1;4;6;0:08:27:00;0:08:27:00;2;DT3: DKB kurz;168;1;0
45;48;-1;6;6;0:08:27:00;0:08:30:00;9;DT3: DKB kurz;168;1;0
45;48;355;6;4;0:08:30:00;0:08:50:00;1;DT3: DKB kurz;168;1;225
45;48;-1;4;4;0:08:50:00;0:09:00:00;9;DT3: DKB kurz;168;1;0
45;48;398;4;35;0:09:00:00;0:09:20:00;1;DT3: DKB kurz;168;1;202
45;48;-1;35;35;0:09:20:00;0:09:27:00;9;DT3: DKB kurz;168;1;0
45;48;425;35;6;0:09:27:00;0:09:55:00;1;DT3: DKB kurz;168;1;202
45;48;-1;6;87;0:09:55:00;0:09:59:00;2;DT3: DKB kurz;168;1;0
45;48;-1;87;87;0:09:59:00;0:10:15:00;9;DT3: DKB kurz;168;1;0
45;48;493;87;87;0:10:15:00;0:10:30:00;1;DT3: DKB kurz;168;1;303
45;48;515;87;87;0:10:30:00;0:10:45:00;1;DT3: DKB kurz;168;1;303
45;48;-1;87;168;0:10:45:00;0:10:56:00;2;DT3: DKB kurz;168;1;0
45;-1;-1;168;168;0:10:56:00;0:11:06:00;6;DT3: DKB kurz;168;44;0
46;44;-1;162;28;0:05:39:00;0:05:47:00;4;DT6: Auftragnehmer Umlauf kurz;162;1;0
46;44;52;28;27;0:05:47:00;0:06:24:00;1;DT6: Auftragnehmer Umlauf kurz;162;1;284
46;44;115;27;28;0:06:24:00;0:07:08:00;1;DT6: Auftragnehmer Umlauf kurz;162;1;284
46;44;-1;28;49;0:07:08:00;0:07:12:00;2;DT6: Auftragnehmer Umlauf kurz;162;1;0
46;44;217;49;32;0:07:12:00;0:07:36:00;1;DT6: Auftragnehmer Umlauf kurz;162;1;70
46;44;-1;32;32;0:07:36:00;0:07:37:00;9;DT6: Auftragnehmer Umlauf kurz;162;1;0
46;44;263;32;82;0:07:37:00;0:08:05:00;1;DT6: Auftragnehmer Umlauf kurz;162;1;70
46;44;-1;82;162;0:08:05:00;0:08:11:00;2;DT6: Auftragnehmer Umlauf kurz;162;1;0
47;46;-1;167;41;0:05:42:00;0:06:01:00;4;DT6: Auftragnehmer Umlauf kurz;167;1;0
47;46;84;41;29;0:06:01:00;0:06:55:00;1;DT6: Auftragnehmer Umlauf kurz;167;1;208
47;46;-1;29;33;0:06:55:00;0:06:59:00;2;DT6: Auftragnehmer Umlauf kurz;167;1;0
47;46;-1;33;33;0:06:59:00;0:07:00:00;9;DT6: Auftragnehmer Umlauf kurz;167;1;0
47;46;203;33;118;0:07:00:00;0:07:30:00;1;DT6: Auftragnehmer Umlauf kurz;167;1;8
47;46;-1;118;167;0:07:30:00;0:07:32:00;2;DT6: Auftragnehmer Umlauf kurz;167;1;0
48;47;-1;160;46;0:05:43:00;0:05:47:00;4;DT6: Auftragnehmer Umlauf kurz;160;1;0
48;47;54;46;33;0:05:47:00;0:06:40:00;1;DT6: Auftragnehmer Umlauf kurz;160;1;8
48;47;-1;33;29;0:06:40:00;0:06:45:00;2;DT6: Auftragnehmer Umlauf kurz;160;1;0
48;47;166;29;46;0:06:45:00;0:07:44:00;1;DT6: Auftragnehmer Umlauf kurz;160;1;208
48;47;-1;46;160;0:07:44:00;0:07:48:00;2;DT6: Auftragnehmer Umlauf kurz;160;1;0
49;49;-1;165;51;0:05:43:00;0:05:55:00;4;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;64;51;52;0:05:55:00;0:06:35:00;1;DT5: Auftragnehmer Umlauf lang;165;1;279
49;49;-1;52;52;0:06:35:00;0:06:47:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;171;52;51;0:06:47:00;0:07:25:00;1;DT5: Auftragnehmer Umlauf lang;165;1;279
49;49;-1;51;51;0:07:25:00;0:07:28:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;239;51;52;0:07:28:00;0:08:08:00;1;DT5: Auftragnehmer Umlauf lang;165;1;279
49;49;-1;52;32;0:08:08:00;0:08:28:00;2;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;-1;32;32;0:08:28:00;0:08:48:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;380;32;82;0:08:48:00;0:09:29:00;1;DT5: Auftragnehmer Umlauf lang;165;1;270
49;49;-1;82;56;0:09:29:00;0:09:54:00;2;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;-1;56;56;0:09:54:00;0:10:09:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;488;56;51;0:10:09:00;0:10:26:00;1;DT5: Auftragnehmer Umlauf lang;165;1;280
49;49;-1;51;51;0:10:26:00;0:10:30:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;512;51;56;0:10:30:00;0:10:51:00;1;DT5: Auftragnehmer Umlauf lang;165;1;280
49;49;-1;56;56;0:10:51:00;0:11:09:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;566;56;51;0:11:09:00;0:11:26:00;1;DT5: Auftragnehmer Umlauf lang;165;1;280
49;49;-1;51;51;0:11:26:00;0:11:30:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;596;51;56;0:11:30:00;0:11:51:00;1;DT5: Auftragnehmer Umlauf lang;165;1;280
49;49;-1;56;56;0:11:51:00;0:12:09:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;648;56;51;0:12:09:00;0:12:26:00;1;DT5: Auftragnehmer Umlauf lang;165;1;280
49;49;-1;51;51;0:12:26:00;0:12:28:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;669;51;52;0:12:28:00;0:13:08:00;1;DT5: Auftragnehmer Umlauf lang;165;1;279
49;49;-1;52;49;0:13:08:00;0:13:12:00;2;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;736;49;32;0:13:12:00;0:13:36:00;1;DT5: Auftragnehmer Umlauf lang;165;1;70
49;49;-1;32;32;0:13:36:00;0:13:37:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;789;32;82;0:13:37:00;0:14:05:00;1;DT5: Auftragnehmer Umlauf lang;165;1;70
49;49;-1;82;49;0:14:05:00;0:14:07:00;2;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;-1;49;49;0:14:07:00;0:14:25:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;858;49;59;0:14:25:00;0:15:05:00;1;DT5: Auftragnehmer Umlauf lang;165;1;270
49;49;-1;59;32;0:15:05:00;0:15:06:00;2;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;-1;32;32;0:15:06:00;0:15:28:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;956;32;82;0:15:28:00;0:16:09:00;1;DT5: Auftragnehmer Umlauf lang;165;1;270
49;49;-1;82;49;0:16:09:00;0:16:11:00;2;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;-1;49;49;0:16:11:00;0:16:12:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;1037;49;32;0:16:12:00;0:16:36:00;1;DT5: Auftragnehmer Umlauf lang;165;1;70
49;49;-1;32;32;0:16:36:00;0:16:37:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;1084;32;82;0:16:37:00;0:17:05:00;1;DT5: Auftragnehmer Umlauf lang;165;1;70
49;49;-1;82;28;0:17:05:00;0:17:08:00;2;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;-1;28;28;0:17:08:00;0:17:17:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;1155;28;27;0:17:17:00;0:17:54:00;1;DT5: Auftragnehmer Umlauf lang;165;1;284
49;49;1222;27;28;0:17:54:00;0:18:38:00;1;DT5: Auftragnehmer Umlauf lang;165;1;284
49;49;-1;28;49;0:18:38:00;0:18:42:00;2;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;-1;49;49;0:18:42:00;0:18:53:00;9;DT5: Auftragnehmer Umlauf lang;165;1;0
49;49;1323;49;32;0:18:53:00;0:19:29:00;1;DT5: Auftragnehmer Umlauf lang;165;1;270
49;49;1370;32;43;0:19:29:00;0:20:00:00;1;DT5: Auftragnehmer Umlauf lang;165;1;287
49;49;-1;43;165;0:20:00:00;0:20:00:00;3;DT5: Auftragnehmer Umlauf lang;165;1;0
50;50;-1;163;33;0:05:43:00;0:05:55:00;4;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;65;33;18;0:05:55:00;0:06:34:00;1;DT5: Auftragnehmer Umlauf lang;163;1;286
50;50;-1;18;18;0:06:34:00;0:06:43:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;158;18;17;0:06:43:00;0:07:09:00;1;DT5: Auftragnehmer Umlauf lang;163;1;86
50;50;-1;17;17;0:07:09:00;0:07:15:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;226;17;18;0:07:15:00;0:07:42:00;1;DT5: Auftragnehmer Umlauf lang;163;1;86
50;50;-1;18;18;0:07:42:00;0:07:48:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;281;18;16;0:07:48:00;0:08:28:00;1;DT5: Auftragnehmer Umlauf lang;163;1;286
50;50;-1;16;33;0:08:28:00;0:08:29:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;-1;33;33;0:08:29:00;0:08:55:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;389;33;18;0:08:55:00;0:09:42:00;1;DT5: Auftragnehmer Umlauf lang;163;1;286
50;50;-1;18;18;0:09:42:00;0:09:48:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;462;18;16;0:09:48:00;0:10:28:00;1;DT5: Auftragnehmer Umlauf lang;163;1;286
50;50;-1;16;6;0:10:28:00;0:10:33:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;-1;6;6;0:10:33:00;0:10:45:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;536;6;58;0:10:45:00;0:11:07:00;1;DT5: Auftragnehmer Umlauf lang;163;1;206
50;50;-1;58;58;0:11:07:00;0:11:12:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;568;58;4;0:11:12:00;0:11:40:00;1;DT5: Auftragnehmer Umlauf lang;163;1;206
50;50;-1;4;4;0:11:40:00;0:11:45:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;616;4;6;0:11:45:00;0:12:14:00;1;DT5: Auftragnehmer Umlauf lang;163;1;214
50;50;-1;6;25;0:12:14:00;0:12:18:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;-1;25;25;0:12:18:00;0:12:25:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;664;25;15;0:12:25:00;0:13:10:00;1;DT5: Auftragnehmer Umlauf lang;163;1;221
50;50;-1;15;15;0:13:10:00;0:13:15:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;742;15;6;0:13:15:00;0:13:55:00;1;DT5: Auftragnehmer Umlauf lang;163;1;221
50;50;-1;6;87;0:13:55:00;0:13:59:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;-1;87;87;0:13:59:00;0:14:00:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;818;87;87;0:14:00:00;0:14:15:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;842;87;87;0:14:15:00;0:14:30:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;872;87;87;0:14:30:00;0:14:45:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;892;87;87;0:14:45:00;0:15:00:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;918;87;87;0:15:00:00;0:15:15:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;936;87;87;0:15:15:00;0:15:30:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;965;87;87;0:15:30:00;0:15:45:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;991;87;87;0:15:45:00;0:16:00:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;1020;87;87;0:16:00:00;0:16:15:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;1039;87;87;0:16:15:00;0:16:30:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;1068;87;87;0:16:30:00;0:16:45:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;1096;87;87;0:16:45:00;0:17:00:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;1130;87;87;0:17:00:00;0:17:15:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;1149;87;87;0:17:15:00;0:17:30:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;1183;87;87;0:17:30:00;0:17:45:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;1204;87;87;0:17:45:00;0:18:00:00;1;DT5: Auftragnehmer Umlauf lang;163;1;303
50;50;-1;87;6;0:18:00:00;0:18:08:00;2;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;-1;6;6;0:18:08:00;0:18:15:00;9;DT5: Auftragnehmer Umlauf lang;163;1;0
50;50;1259;6;91;0:18:15:00;0:18:42:00;1;DT5: Auftragnehmer Umlauf lang;163;1;206
