vehID Standort Dep/Arr Uhrzeit(Ist) Status(Depot/Umlauf)
83 48 0 686 1
80 24 1 686 1
80 24 0 686 1
87 29 1 686 1
87 29 0 686 1
49 51 1 686 1
49 51 0 686 1
62 63 1 686 1
62 63 0 686 1
56 50 1 686 1
56 50 0 686 1
81 4 1 687 1
81 4 0 687 1
92 35 1 687 1
92 35 0 687 1
31 20 1 687 1
31 20 0 687 1
80 24 1 687 1
80 24 0 687 1
60 16 1 688 1
60 16 0 688 1
10 1 1 688 1
10 1 0 688 1
67 79 1 688 1
67 79 0 688 1
39 51 1 688 1
39 51 0 688 1
8 66 1 688 1
8 66 0 688 1
62 63 1 688 1
62 63 0 688 1
85 37 1 689 1
85 37 0 689 1
2 60 1 689 1
2 60 0 689 1
68 1 1 689 1
68 1 0 689 1
76 29 1 690 1
76 29 0 690 1
82 6 1 690 1
82 6 0 690 1
79 43 1 690 1
79 43 0 690 1
91 4 1 690 1
91 4 0 690 1
20 6 1 690 1
20 6 0 690 1
83 4 1 690 1
83 4 0 690 1
49 51 1 690 1
49 51 0 690 1
81 4 1 690 1
81 4 0 690 1
85 38 1 690 1
85 38 0 690 1
87 29 1 691 1
87 29 0 691 1
15 4 1 693 1
15 4 0 693 1
28 10 1 693 1
28 10 0 693 1
37 161 0 693 1
15 6 1 693 1
15 6 0 693 1
89 61 1 694 1
89 61 0 694 1
22 76 1 694 1
22 76 0 694 1
18 6 1 694 1
18 6 0 694 1
18 29 1 694 1
18 29 0 694 1
85 38 1 695 1
85 38 0 695 1
37 74 1 695 1
37 74 0 695 1
25 32 1 696 1
25 32 0 696 1
5 163 1 696 0
62 2 1 696 1
62 2 0 696 1
25 32 1 697 1
25 32 0 697 1
55 28 1 698 1
55 28 0 698 1
11 69 1 698 1
11 69 0 698 1
72 30 1 698 1
72 30 0 698 1
67 2 1 698 1
67 2 0 698 1
15 6 1 698 1
15 6 0 698 1
65 5 1 699 1
65 5 0 699 1
64 3 1 699 1
64 3 0 699 1
72 4 1 699 1
72 4 0 699 1
21 82 1 700 1
21 82 0 700 1
50 4 1 700 1
50 4 0 700 1
51 29 1 700 1
51 29 0 700 1
38 87 1 700 1
38 87 0 700 1
60 42 1 700 1
60 42 0 700 1
72 4 1 700 1
72 4 0 700 1
21 66 1 700 1
21 66 0 700 1
1 142 1 701 1
1 142 0 701 1
89 69 1 701 1
89 69 0 701 1
51 6 1 701 1
51 6 0 701 1
58 91 1 702 1
58 91 0 702 1
82 168 1 702 0
55 52 1 702 1
55 52 0 702 1
58 58 1 702 1
58 58 0 702 1
3 1 1 704 1
3 1 0 704 1
31 21 1 704 1
31 21 0 704 1
18 29 1 704 1
18 29 0 704 1
65 5 1 704 1
65 5 0 704 1
64 3 1 704 1
64 3 0 704 1
21 66 1 704 1
21 66 0 704 1
31 111 1 704 1
31 111 0 704 1
83 12 1 705 1
83 12 0 705 1
50 4 1 705 1
50 4 0 705 1
51 6 1 705 1
51 6 0 705 1
22 76 1 706 1
22 76 0 706 1
11 78 1 706 1
11 78 0 706 1
55 52 1 707 1
55 52 0 707 1
58 58 1 707 1
58 58 0 707 1
90 19 1 708 1
90 19 0 708 1
20 100 1 709 1
20 100 0 709 1
81 6 1 710 1
81 6 0 710 1
60 42 1 710 1
60 42 0 710 1
20 7 1 710 1
20 7 0 710 1
81 29 1 710 1
81 29 0 710 1
74 16 1 711 1
74 16 0 711 1
36 75 1 711 1
36 75 0 711 1
79 32 1 711 1
79 32 0 711 1
49 56 1 711 1
49 56 0 711 1
74 33 1 712 1
74 33 0 712 1
72 79 1 713 1
72 79 0 713 1
31 111 1 713 1
31 111 0 713 1
74 33 1 713 1
74 33 0 713 1
94 0 1 714 1
94 0 0 714 1
33 27 1 714 1
33 27 0 714 1
36 75 1 714 1
36 75 0 714 1
92 6 1 715 1
92 6 0 715 1
80 4 1 715 1
80 4 0 715 1
38 87 1 715 1
38 87 0 715 1
83 25 1 715 1
83 25 0 715 1
72 79 1 715 1
72 79 0 715 1
23 9 1 716 1
23 9 0 716 1
17 82 1 716 1
17 82 0 716 1
48 31 1 716 1
48 31 0 716 1
15 90 1 716 1
15 90 0 716 1
66 1 1 717 1
66 1 0 717 1
91 26 1 717 1
91 26 0 717 1
64 4 1 717 1
64 4 0 717 1
79 32 1 717 1
79 32 0 717 1
91 113 1 717 1
91 113 0 717 1
1 167 1 718 0
23 9 1 718 1
23 9 0 718 1
17 49 1 718 1
17 49 0 718 1
66 9 1 718 1
66 9 0 718 1
91 113 1 718 1
91 113 0 718 1
87 30 1 719 1
87 30 0 719 1
10 47 1 720 1
10 47 0 720 1
80 4 1 720 1
80 4 0 720 1
64 4 1 720 1
64 4 0 720 1
87 4 1 720 1
87 4 0 720 1
10 47 1 721 1
10 47 0 721 1
87 4 1 721 1
87 4 0 721 1
68 31 1 722 1
68 31 0 722 1
71 59 1 723 1
71 59 0 723 1
70 168 0 723 1
5 163 0 723 1
28 22 1 724 1
28 22 0 724 1
71 32 1 724 1
71 32 0 724 1
25 82 1 725 1
25 82 0 725 1
92 67 1 725 1
92 67 0 725 1
28 22 1 725 1
28 22 0 725 1
18 4 1 726 1
18 4 0 726 1
12 168 0 726 1
51 58 1 727 1
51 58 0 727 1
39 52 1 728 1
39 52 0 728 1
15 1 1 728 1
15 1 0 728 1
25 28 1 728 1
25 28 0 728 1
49 56 1 729 1
49 56 0 729 1
72 6 1 729 1
72 6 0 729 1
67 2 1 730 1
67 2 0 730 1
58 4 1 730 1
58 4 0 730 1
60 29 1 730 1
60 29 0 730 1
31 20 1 730 1
31 20 0 730 1
38 87 1 730 1
38 87 0 730 1
72 6 1 730 1
72 6 0 730 1
31 165 1 730 0
8 19 1 731 1
8 19 0 731 1
18 9 1 731 1
18 9 0 731 1
58 29 1 731 1
58 29 0 731 1
8 73 1 731 1
8 73 0 731 1
51 58 1 732 1
51 58 0 732 1
18 9 1 732 1
18 9 0 732 1
62 2 1 734 1
62 2 0 734 1
50 6 1 734 1
50 6 0 734 1
87 79 1 734 1
87 79 0 734 1
60 9 1 734 1
60 9 0 734 1
27 29 1 735 1
27 29 0 735 1
37 2 1 735 1
37 2 0 735 1
70 6 1 735 1
70 6 0 735 1
5 6 1 735 1
5 6 0 735 1
58 29 1 735 1
58 29 0 735 1
89 70 1 736 1
89 70 0 736 1
39 78 1 736 1
39 78 0 736 1
87 79 1 736 1
87 79 0 736 1
90 52 1 737 1
90 52 0 737 1
25 28 1 737 1
25 28 0 737 1
10 57 1 738 1
10 57 0 738 1
12 33 1 738 1
12 33 0 738 1
15 1 1 738 1
15 1 0 738 1
50 25 1 738 1
50 25 0 738 1
27 1 1 739 1
27 1 0 739 1
10 23 1 739 1
10 23 0 739 1
56 6 1 740 1
56 6 0 740 1
85 31 1 740 1
85 31 0 740 1
36 4 1 740 1
36 4 0 740 1
80 35 1 740 1
80 35 0 740 1
64 35 1 740 1
64 35 0 740 1
14 163 0 740 1
85 0 1 740 1
85 0 0 740 1
28 31 1 742 1
28 31 0 742 1
17 49 1 743 1
17 49 0 743 1
7 60 1 744 1
7 60 0 744 1
76 46 1 744 1
76 46 0 744 1
65 6 1 744 1
65 6 0 744 1
55 51 1 745 1
55 51 0 745 1
79 43 1 745 1
79 43 0 745 1
91 6 1 745 1
91 6 0 745 1
92 6 1 745 1
92 6 0 745 1
38 87 1 745 1
38 87 0 745 1
50 25 1 745 1
50 25 0 745 1
56 6 1 745 1
56 6 0 745 1
36 4 1 745 1
36 4 0 745 1
76 46 1 745 1
76 46 0 745 1
91 29 1 745 1
91 29 0 745 1
49 51 1 746 1
49 51 0 746 1
83 26 1 747 1
83 26 0 747 1
80 35 1 747 1
80 35 0 747 1
64 35 1 747 1
64 35 0 747 1
83 113 1 747 1
83 113 0 747 1
31 165 0 747 1
31 20 1 747 1
31 20 0 747 1
11 72 1 748 1
11 72 0 748 1
94 1 1 748 1
94 1 0 748 1
60 9 1 748 1
60 9 0 748 1
49 51 1 748 1
49 51 0 748 1
83 113 1 748 1
83 113 0 748 1
11 85 1 748 1
11 85 0 748 1
72 45 1 749 1
72 45 0 749 1
89 69 1 749 1
89 69 0 749 1
7 60 1 749 1
7 60 0 749 1
92 33 1 749 1
92 33 0 749 1
91 33 1 749 1
91 33 0 749 1
37 4 1 750 1
37 4 0 750 1
87 6 1 750 1
87 6 0 750 1
55 51 1 750 1
55 51 0 750 1
79 43 1 750 1
79 43 0 750 1
74 76 1 751 1
74 76 0 751 1
87 4 1 751 1
87 4 0 751 1
39 78 1 753 1
39 78 0 753 1
92 33 1 753 1
92 33 0 753 1
13 166 0 753 1
20 7 1 754 1
20 7 0 754 1
70 42 1 754 1
70 42 0 754 1
27 1 1 754 1
27 1 0 754 1
10 23 1 754 1
10 23 0 754 1
14 109 1 755 1
14 109 0 755 1
85 0 1 755 1
85 0 0 755 1
62 2 1 756 1
62 2 0 756 1
21 1 1 757 1
21 1 0 757 1
22 6 1 757 1
22 6 0 757 1
33 28 1 758 1
33 28 0 758 1
71 32 1 758 1
71 32 0 758 1
67 2 1 758 1
67 2 0 758 1
65 3 1 758 1
65 3 0 758 1
21 9 1 758 1
21 9 0 758 1
3 82 1 760 1
3 82 0 760 1
51 4 1 760 1
51 4 0 760 1
12 34 1 760 1
12 34 0 760 1
38 87 1 760 1
38 87 0 760 1
94 90 1 760 1
94 90 0 760 1
3 66 1 760 1
3 66 0 760 1
12 54 1 760 1
12 54 0 760 1
48 10 1 761 1
48 10 0 761 1
89 69 1 761 1
89 69 0 761 1
13 73 1 761 1
13 73 0 761 1
22 16 1 761 1
22 16 0 761 1
2 61 1 762 1
2 61 0 762 1
66 139 1 762 1
66 139 0 762 1
5 91 1 762 1
5 91 0 762 1
22 9 1 762 1
22 9 0 762 1
5 58 1 762 1
5 58 0 762 1
58 30 1 763 1
58 30 0 763 1
65 3 1 763 1
65 3 0 763 1
2 78 1 763 1
2 78 0 763 1
66 115 1 763 1
66 115 0 763 1
81 46 1 764 1
81 46 0 764 1
31 21 1 764 1
31 21 0 764 1
21 9 1 764 1
21 9 0 764 1
3 66 1 764 1
3 66 0 764 1
58 6 1 764 1
58 6 0 764 1
66 115 1 764 1
66 115 0 764 1
31 111 1 764 1
31 111 0 764 1
36 6 1 765 1
36 6 0 765 1
72 45 1 765 1
72 45 0 765 1
51 4 1 765 1
51 4 0 765 1
58 6 1 765 1
58 6 0 765 1
22 9 1 766 1
22 9 0 766 1
68 10 1 767 1
68 10 0 767 1
90 52 1 767 1
90 52 0 767 1
74 76 1 767 1
74 76 0 767 1
5 58 1 767 1
5 58 0 767 1
23 19 1 768 1
23 19 0 768 1
36 1 1 769 1
36 1 0 769 1
37 6 1 770 1
37 6 0 770 1
70 42 1 770 1
70 42 0 770 1
56 24 1 771 1
56 24 0 771 1
55 56 1 771 1
55 56 0 771 1
10 47 1 772 1
10 47 0 772 1
56 24 1 772 1
56 24 0 772 1
79 32 1 773 1
79 32 0 773 1
94 90 1 773 1
94 90 0 773 1
10 47 1 773 1
10 47 0 773 1
25 27 1 774 1
25 27 0 774 1
37 88 1 774 1
37 88 0 774 1
28 1 1 775 1
28 1 0 775 1
80 6 1 775 1
80 6 0 775 1
64 6 1 775 1
64 6 0 775 1
20 4 1 775 1
20 4 0 775 1
38 87 1 775 1
38 87 0 775 1
12 54 1 775 1
12 54 0 775 1
37 88 1 775 1
37 88 0 775 1
80 29 1 775 1
80 29 0 775 1
64 29 1 775 1
64 29 0 775 1
8 9 1 776 1
8 9 0 776 1
65 4 1 776 1
65 4 0 776 1
33 128 1 777 1
33 128 0 777 1
8 88 1 777 1
8 88 0 777 1
1 167 0 778 1
83 16 1 779 1
83 16 0 779 1
65 4 1 779 1
65 4 0 779 1
33 128 1 779 1
33 128 0 779 1
83 1 1 779 1
83 1 0 779 1
87 6 1 780 1
87 6 0 780 1
36 1 1 780 1
36 1 0 780 1
20 4 1 780 1
20 4 0 780 1
80 29 1 780 1
80 29 0 780 1
64 29 1 780 1
64 29 0 780 1
1 39 1 780 1
1 39 0 780 1
87 29 1 780 1
87 29 0 780 1
79 32 1 781 1
79 32 0 781 1
87 29 1 781 1
87 29 0 781 1
18 19 1 782 1
18 19 0 782 1
17 59 1 783 1
17 59 0 783 1
81 5 1 784 1
81 5 0 784 1
17 32 1 784 1
17 32 0 784 1
72 29 1 785 1
72 29 0 785 1
81 5 1 785 1
81 5 0 785 1
29 162 0 785 1
2 78 1 786 1
2 78 0 786 1
21 47 1 786 1
21 47 0 786 1
58 58 1 787 1
58 58 0 787 1
28 168 1 787 0
49 52 1 788 1
49 52 0 788 1
62 2 1 788 1
62 2 0 788 1
48 10 1 788 1
48 10 0 788 1
55 56 1 789 1
55 56 0 789 1
50 15 1 790 1
50 15 0 790 1
5 4 1 790 1
5 4 0 790 1
70 29 1 790 1
70 29 0 790 1
38 87 1 790 1
38 87 0 790 1
18 47 1 790 1
18 47 0 790 1
72 29 1 790 1
72 29 0 790 1
14 0 1 791 1
14 0 0 791 1
23 9 1 791 1
23 9 0 791 1
94 19 1 791 1
94 19 0 791 1
29 66 1 791 1
29 66 0 791 1
5 29 1 791 1
5 29 0 791 1
70 6 1 791 1
70 6 0 791 1
32 166 0 791 1
94 73 1 791 1
94 73 0 791 1
11 61 1 792 1
11 61 0 792 1
67 74 1 792 1
67 74 0 792 1
31 111 1 792 1
31 111 0 792 1
58 58 1 792 1
58 58 0 792 1
49 49 1 792 1
49 49 0 792 1
15 10 1 793 1
15 10 0 793 1
73 163 0 793 1
15 96 1 793 1
15 96 0 793 1
51 6 1 794 1
51 6 0 794 1
21 73 1 794 1
21 73 0 794 1
67 161 1 794 0
50 15 1 795 1
50 15 0 795 1
5 29 1 795 1
5 29 0 795 1
70 6 1 795 1
70 6 0 795 1
51 6 1 795 1
51 6 0 795 1
16 163 0 795 1
9 168 0 796 1
92 106 1 796 1
92 106 0 796 1
89 70 1 796 1
89 70 0 796 1
12 33 1 797 1
12 33 0 797 1
60 57 1 798 1
60 57 0 798 1
15 96 1 798 1
15 96 0 798 1
89 104 1 798 1
89 104 0 798 1
12 33 1 798 1
12 33 0 798 1
26 163 0 798 1
60 1 1 798 1
60 1 0 798 1
71 82 1 799 1
71 82 0 799 1
65 6 1 799 1
65 6 0 799 1
71 66 1 799 1
71 66 0 799 1
56 4 1 800 1
56 4 0 800 1
20 6 1 800 1
20 6 0 800 1
23 9 1 800 1
23 9 0 800 1
19 162 0 800 1
56 6 1 800 1
56 6 0 800 1
20 29 1 800 1
20 29 0 800 1
38 168 1 801 0
6 160 0 801 1
80 4 1 802 1
80 4 0 802 1
64 4 1 802 1
64 4 0 802 1
11 49 1 802 1
11 49 0 802 1
83 1 1 803 1
83 1 0 803 1
11 49 1 803 1
11 49 0 803 1
52 163 0 803 1
22 116 1 804 1
22 116 0 804 1
31 20 1 804 1
31 20 0 804 1
89 104 1 804 1
89 104 0 804 1
65 6 1 804 1
65 6 0 804 1
53 163 0 804 1
76 29 1 805 1
76 29 0 805 1
13 82 1 805 1
13 82 0 805 1
90 51 1 805 1
90 51 0 805 1
74 16 1 805 1
74 16 0 805 1
8 88 1 805 1
8 88 0 805 1
1 40 1 805 1
1 40 0 805 1
79 43 1 805 1
79 43 0 805 1
73 25 1 805 1
73 25 0 805 1
56 6 1 805 1
56 6 0 805 1
6 46 1 805 1
6 46 0 805 1
41 166 0 805 1
35 161 0 805 1
13 66 1 805 1
13 66 0 805 1
74 1 1 805 1
74 1 0 805 1
1 102 1 805 1
1 102 0 805 1
10 48 1 806 1
10 48 0 806 1
55 51 1 806 1
55 51 0 806 1
92 138 1 806 1
92 138 0 806 1
76 6 1 806 1
76 6 0 806 1
16 6 1 807 1
16 6 0 807 1
31 20 1 807 1
31 20 0 807 1
10 33 1 807 1
10 33 0 807 1
91 74 1 808 1
91 74 0 808 1
39 72 1 808 1
39 72 0 808 1
66 9 1 808 1
66 9 0 808 1
62 168 1 808 0
9 9 1 808 1
9 9 0 808 1
60 1 1 808 1
60 1 0 808 1
19 71 1 808 1
19 71 0 808 1
90 51 1 808 1
90 51 0 808 1
13 66 1 808 1
13 66 0 808 1
74 1 1 808 1
74 1 0 808 1
39 85 1 808 1
39 85 0 808 1
85 37 1 809 1
85 37 0 809 1
87 30 1 809 1
87 30 0 809 1
27 82 1 810 1
27 82 0 810 1
33 50 1 810 1
33 50 0 810 1
32 29 1 810 1
32 29 0 810 1
26 33 1 810 1
26 33 0 810 1
71 66 1 810 1
71 66 0 810 1
20 29 1 810 1
20 29 0 810 1
80 4 1 810 1
80 4 0 810 1
79 43 1 810 1
79 43 0 810 1
55 51 1 810 1
55 51 0 810 1
76 6 1 810 1
76 6 0 810 1
10 33 1 810 1
10 33 0 810 1
87 29 1 810 1
87 29 0 810 1
59 160 0 810 1
17 32 1 811 1
17 32 0 811 1
87 29 1 811 1
87 29 0 811 1
85 169 1 812 0
22 116 1 813 1
22 116 0 813 1
1 102 1 813 1
1 102 0 813 1
54 163 0 813 1
67 161 0 813 1
70 42 1 814 1
70 42 0 814 1
64 168 1 814 0
53 50 1 814 1
53 50 0 814 1
41 23 1 814 1
41 23 0 814 1
27 52 1 814 1
27 52 0 814 1
59 133 1 814 1
59 133 0 814 1
52 33 1 815 1
52 33 0 815 1
67 74 1 815 1
67 74 0 815 1
4 161 0 815 1
18 47 1 816 1
18 47 0 816 1
49 32 1 816 1
49 32 0 816 1
7 61 1 817 1
7 61 0 817 1
3 1 1 817 1
3 1 0 817 1
68 168 1 817 0
27 52 1 817 1
27 52 0 817 1
49 32 1 817 1
49 32 0 817 1
25 28 1 818 1
25 28 0 818 1
72 30 1 818 1
72 30 0 818 1
65 3 1 818 1
65 3 0 818 1
7 78 1 818 1
7 78 0 818 1
72 4 1 819 1
72 4 0 819 1
37 5 1 820 1
37 5 0 820 1
58 4 1 820 1
58 4 0 820 1
12 34 1 820 1
12 34 0 820 1
66 168 1 820 0
33 1 1 820 1
33 1 0 820 1
72 4 1 820 1
72 4 0 820 1
12 54 1 820 1
12 54 0 820 1
21 73 1 821 1
21 73 0 821 1
14 0 1 822 1
14 0 0 822 1
51 91 1 822 1
51 91 0 822 1
3 87 1 822 1
3 87 0 822 1
51 58 1 822 1
51 58 0 822 1
5 30 1 823 1
5 30 0 823 1
25 83 1 823 1
25 83 0 823 1
31 21 1 824 1
31 21 0 824 1
33 1 1 824 1
33 1 0 824 1
5 6 1 824 1
5 6 0 824 1
40 160 0 824 1
31 111 1 824 1
31 111 0 824 1
56 4 1 825 1
56 4 0 825 1
35 17 1 825 1
35 17 0 825 1
54 6 1 825 1
54 6 0 825 1
3 87 1 825 1
3 87 0 825 1
25 83 1 825 1
25 83 0 825 1
5 6 1 825 1
5 6 0 825 1
65 168 1 827 0
51 58 1 827 1
51 58 0 827 1
23 0 1 828 1
23 0 0 828 1
4 101 1 828 1
4 101 0 828 1
30 163 0 828 1
81 16 1 829 1
81 16 0 829 1
76 100 1 829 1
76 100 0 829 1
92 17 1 830 1
92 17 0 830 1
71 99 1 830 1
71 99 0 830 1
80 35 1 830 1
80 35 0 830 1
70 42 1 830 1
70 42 0 830 1
76 7 1 830 1
76 7 0 830 1
79 32 1 831 1
79 32 0 831 1
55 56 1 831 1
55 56 0 831 1
20 4 1 832 1
20 4 0 832 1
25 71 1 832 1
25 71 0 832 1
91 113 1 833 1
91 113 0 833 1
59 81 1 833 1
59 81 0 833 1
72 77 1 833 1
72 77 0 833 1
48 0 1 834 1
48 0 0 834 1
39 71 1 834 1
39 71 0 834 1
36 10 1 835 1
36 10 0 835 1
50 6 1 835 1
50 6 0 835 1
12 54 1 835 1
12 54 0 835 1
36 96 1 835 1
36 96 0 835 1
94 9 1 836 1
94 9 0 836 1
83 31 1 836 1
83 31 0 836 1
56 168 1 837 0
80 35 1 837 1
80 35 0 837 1
79 32 1 837 1
79 32 0 837 1
20 1 1 837 1
20 1 0 837 1
36 96 1 837 1
36 96 0 837 1
74 47 1 838 1
74 47 0 838 1
1 39 1 838 1
1 39 0 838 1
39 71 1 838 1
39 71 0 838 1
94 9 1 838 1
94 9 0 838 1
87 30 1 839 1
87 30 0 839 1
21 100 1 839 1
21 100 0 839 1
50 87 1 839 1
50 87 0 839 1
60 47 1 840 1
60 47 0 840 1
37 161 1 840 0
58 4 1 840 1
58 4 0 840 1
3 87 1 840 1
3 87 0 840 1
30 4 1 840 1
30 4 0 840 1
25 162 1 840 0
1 39 1 840 1
1 39 0 840 1
87 4 1 840 1
87 4 0 840 1
21 7 1 840 1
21 7 0 840 1
50 87 1 840 1
50 87 0 840 1
60 151 1 840 1
60 151 0 840 1
60 47 1 840 1
60 47 0 840 1
52 146 1 841 1
52 146 0 841 1
81 168 1 841 0
20 1 1 841 1
20 1 0 841 1
87 4 1 841 1
87 4 0 841 1
89 69 1 842 1
89 69 0 842 1
72 168 1 842 0
52 130 1 842 1
52 130 0 842 1
11 59 1 843 1
11 59 0 843 1
5 45 1 844 1
5 45 0 844 1
76 7 1 844 1
76 7 0 844 1
59 81 1 844 1
59 81 0 844 1
11 32 1 844 1
11 32 0 844 1
85 169 0 844 1
49 82 1 845 1
49 82 0 845 1
89 66 1 845 1
89 66 0 845 1
18 48 1 846 1
18 48 0 846 1
7 78 1 846 1
7 78 0 846 1
29 1 1 847 1
29 1 0 847 1
54 58 1 847 1
54 58 0 847 1
91 113 1 847 1
91 113 0 847 1
49 49 1 847 1
49 49 0 847 1
18 33 1 847 1
18 33 0 847 1
90 52 1 848 1
90 52 0 848 1
26 76 1 848 1
26 76 0 848 1
40 10 1 848 1
40 10 0 848 1
35 76 1 849 1
35 76 0 849 1
55 56 1 849 1
55 56 0 849 1
60 23 1 849 1
60 23 0 849 1
60 57 1 849 1
60 57 0 849 1
60 1 1 849 1
60 1 0 849 1
2 60 1 850 1
2 60 0 850 1
8 5 1 850 1
8 5 0 850 1
73 15 1 850 1
73 15 0 850 1
10 106 1 850 1
10 106 0 850 1
51 4 1 850 1
51 4 0 850 1
70 29 1 850 1
70 29 0 850 1
35 76 1 850 1
35 76 0 850 1
38 168 0 850 1
51 6 1 850 1
51 6 0 850 1
13 19 1 851 1
13 19 0 851 1
3 168 1 851 0
90 66 1 851 1
90 66 0 851 1
57 163 0 851 1
13 73 1 851 1
13 73 0 851 1
17 82 1 852 1
17 82 0 852 1
31 111 1 852 1
31 111 0 852 1
29 6 1 852 1
29 6 0 852 1
54 58 1 852 1
54 58 0 852 1
15 1 1 853 1
15 1 0 853 1
15 33 1 853 1
15 33 0 853 1
22 9 1 854 1
22 9 0 854 1
71 6 1 854 1
71 6 0 854 1
87 79 1 854 1
87 79 0 854 1
52 130 1 854 1
52 130 0 854 1
18 33 1 854 1
18 33 0 854 1
70 33 1 854 1
70 33 0 854 1
67 2 1 855 1
67 2 0 855 1
27 51 1 855 1
27 51 0 855 1
50 87 1 855 1
50 87 0 855 1
59 15 1 855 1
59 15 0 855 1
8 5 1 855 1
8 5 0 855 1
73 15 1 855 1
73 15 0 855 1
51 6 1 855 1
51 6 0 855 1
17 28 1 855 1
17 28 0 855 1
71 6 1 855 1
71 6 0 855 1
27 20 1 855 1
27 20 0 855 1
12 33 1 857 1
12 33 0 857 1
17 28 1 857 1
17 28 0 857 1
9 57 1 858 1
9 57 0 858 1
26 101 1 858 1
26 101 0 858 1
70 33 1 858 1
70 33 0 858 1
67 2 1 858 1
67 2 0 858 1
12 25 1 858 1
12 25 0 858 1
66 168 0 858 1
12 88 1 858 1
12 88 0 858 1
9 23 1 859 1
9 23 0 859 1
14 109 1 860 1
14 109 0 860 1
30 35 1 860 1
30 35 0 860 1
5 45 1 860 1
5 45 0 860 1
38 14 1 860 1
38 14 0 860 1
74 168 1 861 0
57 1 1 863 1
57 1 0 863 1
87 168 1 863 0
19 60 1 864 1
19 60 0 864 1
32 46 1 864 1
32 46 0 864 1
31 20 1 864 1
31 20 0 864 1
6 29 1 865 1
6 29 0 865 1
80 6 1 865 1
80 6 0 865 1
79 43 1 865 1
79 43 0 865 1
1 40 1 865 1
1 40 0 865 1
76 4 1 865 1
76 4 0 865 1
49 49 1 865 1
49 49 0 865 1
32 46 1 865 1
32 46 0 865 1
79 51 1 865 1
79 51 0 865 1
1 102 1 865 1
1 102 0 865 1
41 9 1 866 1
41 9 0 866 1
55 51 1 866 1
55 51 0 866 1
15 33 1 866 1
15 33 0 866 1
67 63 1 866 1
67 63 0 866 1
58 26 1 867 1
58 26 0 867 1
10 35 1 867 1
10 35 0 867 1
31 20 1 867 1
31 20 0 867 1
53 6 1 868 1
53 6 0 868 1
4 16 1 868 1
4 16 0 868 1
48 1 1 868 1
48 1 0 868 1
39 72 1 868 1
39 72 0 868 1
11 32 1 868 1
11 32 0 868 1
41 9 1 868 1
41 9 0 868 1
55 51 1 868 1
55 51 0 868 1
67 63 1 868 1
67 63 0 868 1
53 29 1 868 1
53 29 0 868 1
4 1 1 868 1
4 1 0 868 1
39 85 1 868 1
39 85 0 868 1
2 60 1 869 1
2 60 0 869 1
95 165 0 870 1
16 50 1 870 1
16 50 0 870 1
29 6 1 870 1
29 6 0 870 1
50 87 1 870 1
50 87 0 870 1
66 4 1 870 1
66 4 0 870 1
6 29 1 870 1
6 29 0 870 1
80 6 1 870 1
80 6 0 870 1
76 4 1 870 1
76 4 0 870 1
79 51 1 870 1
79 51 0 870 1
53 29 1 870 1
53 29 0 870 1
95 43 1 870 1
95 43 0 870 1
27 21 1 872 1
27 21 0 872 1
27 111 1 872 1
27 111 0 872 1
1 102 1 873 1
1 102 0 873 1
75 166 0 873 1
21 7 1 874 1
21 7 0 874 1
91 6 1 874 1
91 6 0 874 1
71 42 1 874 1
71 42 0 874 1
9 23 1 874 1
9 23 0 874 1
58 2 1 874 1
58 2 0 874 1
48 3 1 874 1
48 3 0 874 1
14 109 1 875 1
14 109 0 875 1
23 92 1 876 1
23 92 0 876 1
67 2 1 876 1
67 2 0 876 1
4 77 1 878 1
4 77 0 878 1
58 2 1 878 1
58 2 0 878 1
67 2 1 878 1
67 2 0 878 1
33 82 1 880 1
33 82 0 880 1
20 121 1 880 1
20 121 0 880 1
85 0 1 880 1
85 0 0 880 1
54 4 1 880 1
54 4 0 880 1
70 34 1 880 1
70 34 0 880 1
30 4 1 880 1
30 4 0 880 1
5 29 1 880 1
5 29 0 880 1
4 77 1 880 1
4 77 0 880 1
54 6 1 880 1
54 6 0 880 1
70 54 1 880 1
70 54 0 880 1
92 17 1 881 1
92 17 0 881 1
83 10 1 881 1
83 10 0 881 1
52 16 1 881 1
52 16 0 881 1
27 111 1 881 1
27 111 0 881 1
75 73 1 881 1
75 73 0 881 1
5 6 1 881 1
5 6 0 881 1
52 1 1 881 1
52 1 0 881 1
51 91 1 882 1
51 91 0 882 1
51 58 1 882 1
51 58 0 882 1
18 118 1 884 1
18 118 0 884 1
31 21 1 884 1
31 21 0 884 1
48 3 1 884 1
48 3 0 884 1
33 52 1 884 1
33 52 0 884 1
31 111 1 884 1
31 111 0 884 1
26 101 1 885 1
26 101 0 885 1
16 50 1 885 1
16 50 0 885 1
50 87 1 885 1
50 87 0 885 1
30 4 1 885 1
30 4 0 885 1
54 6 1 885 1
54 6 0 885 1
5 6 1 885 1
5 6 0 885 1
18 44 1 885 1
18 44 0 885 1
59 133 1 886 1
59 133 0 886 1
51 58 1 887 1
51 58 0 887 1
33 52 1 887 1
33 52 0 887 1
94 19 1 888 1
94 19 0 888 1
35 16 1 888 1
35 16 0 888 1
15 34 1 888 1
15 34 0 888 1
29 90 1 888 1
29 90 0 888 1
91 3 1 888 1
91 3 0 888 1
94 73 1 888 1
94 73 0 888 1
38 64 1 889 1
38 64 0 889 1
35 33 1 889 1
35 33 0 889 1
66 35 1 890 1
66 35 0 890 1
71 42 1 890 1
71 42 0 890 1
