vehID Standort Dep/Arr Uhrzeit(Ist) Status(Depot/Umlauf)
48 3 1 489 1
48 3 0 489 1
6 15 1 490 1
6 15 0 490 1
62 2 1 490 1
62 2 0 490 1
87 33 1 490 1
87 33 0 490 1
3 89 1 490 1
3 89 0 490 1
27 6 1 490 1
27 6 0 490 1
63 4 1 490 1
63 4 0 490 1
31 20 1 490 1
31 20 0 490 1
1 39 1 490 1
1 39 0 490 1
63 6 1 490 1
63 6 0 490 1
31 165 1 490 0
60 19 1 491 1
60 19 0 491 1
61 99 1 491 1
61 99 0 491 1
44 162 1 491 0
58 66 1 491 1
58 66 0 491 1
3 89 1 491 1
3 89 0 491 1
60 73 1 491 1
60 73 0 491 1
17 49 1 492 1
17 49 0 492 1
86 51 1 492 1
86 51 0 492 1
83 58 1 492 1
83 58 0 492 1
81 30 1 493 1
81 30 0 493 1
73 15 1 493 1
73 15 0 493 1
89 6 1 494 1
89 6 0 494 1
48 3 1 494 1
48 3 0 494 1
81 4 1 494 1
81 4 0 494 1
89 29 1 494 1
89 29 0 494 1
64 150 1 495 1
64 150 0 495 1
35 15 1 495 1
35 15 0 495 1
27 6 1 495 1
27 6 0 495 1
63 6 1 495 1
63 6 0 495 1
61 99 1 495 1
61 99 0 495 1
81 4 1 495 1
81 4 0 495 1
89 29 1 495 1
89 29 0 495 1
29 9 1 496 1
29 9 0 496 1
91 168 0 497 1
38 45 1 497 1
38 45 0 497 1
11 69 1 497 1
11 69 0 497 1
92 168 0 498 1
65 14 1 498 1
65 14 0 498 1
76 2 1 498 1
76 2 0 498 1
30 57 1 498 1
30 57 0 498 1
56 0 1 499 1
56 0 0 499 1
67 16 1 499 1
67 16 0 499 1
68 22 1 499 1
68 22 0 499 1
67 1 1 499 1
67 1 0 499 1
59 31 1 500 1
59 31 0 500 1
20 49 1 500 1
20 49 0 500 1
39 35 1 500 1
39 35 0 500 1
16 6 1 500 1
16 6 0 500 1
38 45 1 500 1
38 45 0 500 1
65 14 1 500 1
65 14 0 500 1
23 46 1 501 1
23 46 0 501 1
53 9 1 501 1
53 9 0 501 1
18 4 1 502 1
18 4 0 502 1
67 1 1 503 1
67 1 0 503 1
20 49 1 503 1
20 49 0 503 1
69 60 1 504 1
69 60 0 504 1
51 29 1 505 1
51 29 0 505 1
79 43 1 505 1
79 43 0 505 1
36 4 1 505 1
36 4 0 505 1
70 4 1 505 1
70 4 0 505 1
68 22 1 505 1
68 22 0 505 1
23 46 1 505 1
23 46 0 505 1
36 6 1 505 1
36 6 0 505 1
70 6 1 505 1
70 6 0 505 1
93 169 0 506 1
40 9 1 506 1
40 9 0 506 1
33 51 1 506 1
33 51 0 506 1
1 142 1 506 1
1 142 0 506 1
76 63 1 506 1
76 63 0 506 1
30 7 1 506 1
30 7 0 506 1
48 4 1 507 1
48 4 0 507 1
39 35 1 507 1
39 35 0 507 1
1 97 1 507 1
1 97 0 507 1
31 165 0 507 1
48 6 1 507 1
48 6 0 507 1
31 20 1 507 1
31 20 0 507 1
50 16 1 508 1
50 16 0 508 1
72 44 1 508 1
72 44 0 508 1
49 32 1 508 1
49 32 0 508 1
6 74 1 508 1
6 74 0 508 1
81 79 1 508 1
81 79 0 508 1
33 51 1 508 1
33 51 0 508 1
76 63 1 508 1
76 63 0 508 1
2 60 1 509 1
2 60 0 509 1
10 16 1 509 1
10 16 0 509 1
87 23 1 509 1
87 23 0 509 1
69 164 1 509 0
50 33 1 509 1
50 33 0 509 1
10 1 1 509 1
10 1 0 509 1
66 4 1 510 1
66 4 0 510 1
42 118 1 510 1
42 118 0 510 1
86 51 1 510 1
86 51 0 510 1
92 29 1 510 1
92 29 0 510 1
18 4 1 510 1
18 4 0 510 1
79 43 1 510 1
79 43 0 510 1
36 6 1 510 1
36 6 0 510 1
70 6 1 510 1
70 6 0 510 1
40 4 1 510 1
40 4 0 510 1
48 6 1 510 1
48 6 0 510 1
81 79 1 510 1
81 79 0 510 1
42 167 1 512 0
88 61 1 513 1
88 61 0 513 1
61 82 1 513 1
61 82 0 513 1
53 163 1 513 0
73 62 1 514 1
73 62 0 514 1
63 42 1 514 1
63 42 0 514 1
30 7 1 514 1
30 7 0 514 1
87 23 1 514 1
87 23 0 514 1
85 0 1 515 1
85 0 0 515 1
59 160 1 515 0
16 163 1 515 0
6 74 1 515 1
6 74 0 515 1
22 116 1 516 1
22 116 0 516 1
17 32 1 516 1
17 32 0 516 1
64 9 1 516 1
64 9 0 516 1
76 2 1 516 1
76 2 0 516 1
12 1 1 517 1
12 1 0 517 1
17 32 1 517 1
17 32 0 517 1
64 1 1 517 1
64 1 0 517 1
52 28 1 518 1
52 28 0 518 1
62 2 1 518 1
62 2 0 518 1
76 2 1 518 1
76 2 0 518 1
29 73 1 519 1
29 73 0 519 1
93 126 1 519 1
93 126 0 519 1
31 21 1 519 1
31 21 0 519 1
61 162 1 519 0
31 111 1 519 1
31 111 0 519 1
94 168 0 520 1
71 82 1 520 1
71 82 0 520 1
80 5 1 520 1
80 5 0 520 1
83 4 1 520 1
83 4 0 520 1
38 29 1 520 1
38 29 0 520 1
68 0 1 520 1
68 0 0 520 1
1 97 1 520 1
1 97 0 520 1
22 116 1 520 1
22 116 0 520 1
13 10 1 521 1
13 10 0 521 1
5 55 1 521 1
5 55 0 521 1
88 52 1 521 1
88 52 0 521 1
12 4 1 521 1
12 4 0 521 1
52 66 1 521 1
52 66 0 521 1
29 73 1 521 1
29 73 0 521 1
38 6 1 521 1
38 6 0 521 1
13 96 1 521 1
13 96 0 521 1
82 1 1 522 1
82 1 0 522 1
4 18 1 522 1
4 18 0 522 1
27 91 1 522 1
27 91 0 522 1
91 0 1 522 1
91 0 0 522 1
27 58 1 522 1
27 58 0 522 1
89 30 1 523 1
89 30 0 523 1
82 9 1 523 1
82 9 0 523 1
3 16 1 524 1
3 16 0 524 1
81 6 1 524 1
81 6 0 524 1
64 1 1 524 1
64 1 0 524 1
5 55 1 524 1
5 55 0 524 1
51 29 1 525 1
51 29 0 525 1
40 12 1 525 1
40 12 0 525 1
73 18 1 525 1
73 18 0 525 1
80 5 1 525 1
80 5 0 525 1
83 9 1 525 1
83 9 0 525 1
12 4 1 525 1
12 4 0 525 1
38 6 1 525 1
38 6 0 525 1
88 52 1 527 1
88 52 0 527 1
27 58 1 527 1
27 58 0 527 1
15 19 1 528 1
15 19 0 528 1
49 32 1 528 1
49 32 0 528 1
70 90 1 528 1
70 90 0 528 1
93 115 1 528 1
93 115 0 528 1
15 73 1 528 1
15 73 0 528 1
65 64 1 529 1
65 64 0 529 1
18 6 1 530 1
18 6 0 530 1
48 4 1 530 1
48 4 0 530 1
63 42 1 530 1
63 42 0 530 1
65 13 1 530 1
65 13 0 530 1
86 56 1 531 1
86 56 0 531 1
71 104 1 531 1
71 104 0 531 1
18 4 1 531 1
18 4 0 531 1
11 70 1 532 1
11 70 0 532 1
92 4 1 532 1
92 4 0 532 1
87 47 1 532 1
87 47 0 532 1
56 1 1 533 1
56 1 0 533 1
79 32 1 533 1
79 32 0 533 1
70 90 1 533 1
70 90 0 533 1
87 47 1 533 1
87 47 0 533 1
56 25 1 533 1
56 25 0 533 1
55 27 1 534 1
55 27 0 534 1
74 0 1 534 1
74 0 0 534 1
21 10 1 535 1
21 10 0 535 1
35 6 1 535 1
35 6 0 535 1
39 6 1 535 1
39 6 0 535 1
50 33 1 535 1
50 33 0 535 1
30 4 1 535 1
30 4 0 535 1
94 54 1 535 1
94 54 0 535 1
56 25 1 535 1
56 25 0 535 1
39 29 1 535 1
39 29 0 535 1
60 9 1 536 1
60 9 0 536 1
67 31 1 536 1
67 31 0 536 1
36 75 1 536 1
36 75 0 536 1
3 168 1 536 0
72 29 1 537 1
72 29 0 537 1
66 26 1 537 1
66 26 0 537 1
4 161 1 537 0
66 113 1 537 1
66 113 0 537 1
28 61 1 538 1
28 61 0 538 1
1 39 1 538 1
1 39 0 538 1
83 9 1 538 1
83 9 0 538 1
84 1 1 539 1
84 1 0 539 1
82 9 1 539 1
82 9 0 539 1
36 75 1 539 1
36 75 0 539 1
1 167 1 539 0
10 1 1 540 1
10 1 0 540 1
81 6 1 540 1
81 6 0 540 1
48 4 1 540 1
48 4 0 540 1
71 104 1 540 1
71 104 0 540 1
92 4 1 540 1
92 4 0 540 1
35 6 1 540 1
35 6 0 540 1
72 29 1 540 1
72 29 0 540 1
79 32 1 541 1
79 32 0 541 1
13 96 1 542 1
13 96 0 542 1
20 59 1 543 1
20 59 0 543 1
38 45 1 544 1
38 45 0 544 1
20 32 1 544 1
20 32 0 544 1
17 82 1 545 1
17 82 0 545 1
58 1 1 547 1
58 1 0 547 1
17 49 1 547 1
17 49 0 547 1
33 52 1 548 1
33 52 0 548 1
11 56 1 548 1
11 56 0 548 1
21 10 1 548 1
21 10 0 548 1
60 168 1 548 0
11 56 1 549 1
11 56 0 549 1
19 162 0 549 1
6 2 1 550 1
6 2 0 550 1
27 4 1 550 1
27 4 0 550 1
93 169 1 550 0
63 29 1 550 1
63 29 0 550 1
30 163 1 550 0
28 24 1 550 1
28 24 0 550 1
89 78 1 551 1
89 78 0 551 1
70 19 1 551 1
70 19 0 551 1
84 163 1 551 0
70 73 1 551 1
70 73 0 551 1
31 111 1 552 1
31 111 0 552 1
58 87 1 552 1
58 87 0 552 1
33 49 1 552 1
33 49 0 552 1
89 78 1 552 1
89 78 0 552 1
51 30 1 553 1
51 30 0 553 1
68 1 1 554 1
68 1 0 554 1
12 6 1 554 1
12 6 0 554 1
51 6 1 554 1
51 6 0 554 1
68 33 1 554 1
68 33 0 554 1
18 4 1 555 1
18 4 0 555 1
39 29 1 555 1
39 29 0 555 1
27 159 1 555 1
27 159 0 555 1
58 87 1 555 1
58 87 0 555 1
12 6 1 555 1
12 6 0 555 1
51 6 1 555 1
51 6 0 555 1
62 2 1 556 1
62 2 0 556 1
76 74 1 557 1
76 74 0 557 1
94 33 1 557 1
94 33 0 557 1
19 28 1 557 1
19 28 0 557 1
90 61 1 558 1
90 61 0 558 1
65 14 1 558 1
65 14 0 558 1
68 33 1 558 1
68 33 0 558 1
62 2 1 558 1
62 2 0 558 1
94 1 1 558 1
94 1 0 558 1
40 160 1 559 0
76 161 1 559 0
91 109 1 560 1
91 109 0 560 1
48 35 1 560 1
48 35 0 560 1
92 6 1 560 1
92 6 0 560 1
38 45 1 560 1
38 45 0 560 1
82 47 1 561 1
82 47 0 561 1
82 151 1 561 1
82 151 0 561 1
82 47 1 561 1
82 47 0 561 1
72 4 1 562 1
72 4 0 562 1
63 168 1 562 0
27 6 1 562 1
27 6 0 562 1
86 164 1 563 0
17 49 1 563 1
17 49 0 563 1
94 1 1 563 1
94 1 0 563 1
7 60 1 564 1
7 60 0 564 1
22 9 1 564 1
22 9 0 564 1
31 20 1 564 1
31 20 0 564 1
23 29 1 565 1
23 29 0 565 1
29 82 1 565 1
29 82 0 565 1
5 4 1 565 1
5 4 0 565 1
80 6 1 565 1
80 6 0 565 1
88 51 1 565 1
88 51 0 565 1
36 4 1 565 1
36 4 0 565 1
79 43 1 565 1
79 43 0 565 1
92 6 1 565 1
92 6 0 565 1
36 6 1 565 1
36 6 0 565 1
87 48 1 566 1
87 48 0 566 1
35 24 1 566 1
35 24 0 566 1
11 51 1 566 1
11 51 0 566 1
62 63 1 566 1
62 63 0 566 1
27 87 1 566 1
27 87 0 566 1
5 29 1 566 1
5 29 0 566 1
28 24 1 567 1
28 24 0 567 1
90 66 1 567 1
90 66 0 567 1
48 35 1 567 1
48 35 0 567 1
31 20 1 567 1
31 20 0 567 1
73 16 1 568 1
73 16 0 568 1
74 1 1 568 1
74 1 0 568 1
66 113 1 568 1
66 113 0 568 1
18 79 1 568 1
18 79 0 568 1
22 4 1 568 1
22 4 0 568 1
11 51 1 568 1
11 51 0 568 1
62 63 1 568 1
62 63 0 568 1
90 66 1 568 1
90 66 0 568 1
2 78 1 569 1
2 78 0 569 1
85 37 1 569 1
85 37 0 569 1
49 82 1 569 1
49 82 0 569 1
65 4 1 569 1
65 4 0 569 1
7 60 1 569 1
7 60 0 569 1
58 87 1 570 1
58 87 0 570 1
72 4 1 570 1
72 4 0 570 1
23 29 1 570 1
23 29 0 570 1
80 6 1 570 1
80 6 0 570 1
88 51 1 570 1
88 51 0 570 1
79 43 1 570 1
79 43 0 570 1
36 6 1 570 1
36 6 0 570 1
87 30 1 570 1
87 30 0 570 1
27 87 1 570 1
27 87 0 570 1
5 29 1 570 1
5 29 0 570 1
18 79 1 570 1
18 79 0 570 1
22 4 1 570 1
22 4 0 570 1
2 78 1 570 1
2 78 0 570 1
85 38 1 570 1
85 38 0 570 1
65 4 1 570 1
65 4 0 570 1
29 162 1 571 0
87 4 1 571 1
87 4 0 571 1
73 4 1 572 1
73 4 0 572 1
76 161 0 573 1
12 42 1 574 1
12 42 0 574 1
91 109 1 575 1
91 109 0 575 1
85 38 1 575 1
85 38 0 575 1
76 74 1 575 1
76 74 0 575 1
33 32 1 576 1
33 32 0 576 1
35 7 1 576 1
35 7 0 576 1
62 2 1 576 1
62 2 0 576 1
52 1 1 577 1
52 1 0 577 1
33 32 1 577 1
33 32 0 577 1
55 28 1 578 1
55 28 0 578 1
81 121 1 578 1
81 121 0 578 1
71 69 1 578 1
71 69 0 578 1
2 107 1 578 1
2 107 0 578 1
62 2 1 578 1
62 2 0 578 1
81 103 1 578 1
81 103 0 578 1
92 3 1 579 1
92 3 0 579 1
64 82 1 580 1
64 82 0 580 1
56 15 1 580 1
56 15 0 580 1
68 34 1 580 1
68 34 0 580 1
38 29 1 580 1
38 29 0 580 1
58 42 1 580 1
58 42 0 580 1
64 66 1 580 1
64 66 0 580 1
68 54 1 580 1
68 54 0 580 1
15 73 1 581 1
15 73 0 581 1
67 10 1 581 1
67 10 0 581 1
6 160 1 581 0
38 6 1 581 1
38 6 0 581 1
67 96 1 581 1
67 96 0 581 1
50 18 1 582 1
50 18 0 582 1
51 91 1 582 1
51 91 0 582 1
71 52 1 582 1
71 52 0 582 1
51 58 1 582 1
51 58 0 582 1
39 30 1 583 1
39 30 0 583 1
60 168 0 583 1
31 21 1 584 1
31 21 0 584 1
18 6 1 584 1
18 6 0 584 1
92 3 1 584 1
92 3 0 584 1
64 66 1 584 1
64 66 0 584 1
39 6 1 584 1
39 6 0 584 1
93 169 0 584 1
31 111 1 584 1
31 111 0 584 1
18 29 1 584 1
18 29 0 584 1
72 12 1 585 1
72 12 0 585 1
27 87 1 585 1
27 87 0 585 1
73 4 1 585 1
73 4 0 585 1
56 15 1 585 1
56 15 0 585 1
38 6 1 585 1
38 6 0 585 1
18 29 1 585 1
18 29 0 585 1
72 67 1 585 1
72 67 0 585 1
2 78 1 586 1
2 78 0 586 1
71 52 1 587 1
71 52 0 587 1
51 58 1 587 1
51 58 0 587 1
83 19 1 588 1
83 19 0 588 1
20 32 1 588 1
20 32 0 588 1
50 18 1 588 1
50 18 0 588 1
3 168 0 588 1
80 100 1 589 1
80 100 0 589 1
52 163 1 589 0
65 6 1 590 1
65 6 0 590 1
58 42 1 590 1
58 42 0 590 1
80 7 1 590 1
80 7 0 590 1
65 29 1 590 1
65 29 0 590 1
82 48 1 591 1
82 48 0 591 1
88 56 1 591 1
88 56 0 591 1
79 32 1 591 1
79 32 0 591 1
23 4 1 592 1
23 4 0 592 1
31 111 1 593 1
31 111 0 593 1
21 0 1 594 1
21 0 0 594 1
19 27 1 594 1
19 27 0 594 1
49 56 1 594 1
49 56 0 594 1
12 29 1 594 1
12 29 0 594 1
10 10 1 595 1
10 10 0 595 1
28 4 1 595 1
28 4 0 595 1
48 6 1 595 1
48 6 0 595 1
68 54 1 595 1
68 54 0 595 1
60 33 1 595 1
60 33 0 595 1
83 23 1 595 1
83 23 0 595 1
12 6 1 595 1
12 6 0 595 1
28 6 1 595 1
28 6 0 595 1
70 9 1 596 1
70 9 0 596 1
94 31 1 596 1
94 31 0 596 1
36 75 1 596 1
36 75 0 596 1
82 6 1 596 1
82 6 0 596 1
13 1 1 597 1
13 1 0 597 1
22 26 1 597 1
22 26 0 597 1
92 4 1 597 1
92 4 0 597 1
93 126 1 597 1
93 126 0 597 1
79 32 1 597 1
79 32 0 597 1
23 9 1 597 1
23 9 0 597 1
23 9 1 598 1
23 9 0 598 1
66 16 1 599 1
66 16 0 599 1
15 100 1 599 1
15 100 0 599 1
48 87 1 599 1
48 87 0 599 1
12 6 1 599 1
12 6 0 599 1
36 75 1 599 1
36 75 0 599 1
66 1 1 599 1
66 1 0 599 1
74 47 1 600 1
74 47 0 600 1
87 6 1 600 1
87 6 0 600 1
39 6 1 600 1
39 6 0 600 1
27 87 1 600 1
27 87 0 600 1
3 4 1 600 1
3 4 0 600 1
65 29 1 600 1
65 29 0 600 1
21 98 1 600 1
21 98 0 600 1
70 4 1 600 1
70 4 0 600 1
92 4 1 600 1
92 4 0 600 1
66 1 1 600 1
66 1 0 600 1
87 29 1 600 1
87 29 0 600 1
82 6 1 601 1
82 6 0 601 1
15 90 1 601 1
15 90 0 601 1
74 47 1 601 1
74 47 0 601 1
87 29 1 601 1
87 29 0 601 1
13 6 1 602 1
13 6 0 602 1
17 59 1 603 1
17 59 0 603 1
35 7 1 604 1
35 7 0 604 1
67 96 1 604 1
67 96 0 604 1
33 82 1 605 1
33 82 0 605 1
72 67 1 605 1
72 67 0 605 1
93 115 1 606 1
93 115 0 606 1
22 93 1 607 1
22 93 0 607 1
11 52 1 608 1
11 52 0 608 1
10 10 1 608 1
10 10 0 608 1
49 56 1 609 1
49 56 0 609 1
76 2 1 610 1
76 2 0 610 1
51 4 1 610 1
51 4 0 610 1
58 29 1 610 1
58 29 0 610 1
31 20 1 610 1
31 20 0 610 1
90 19 1 611 1
90 19 0 611 1
91 0 1 611 1
91 0 0 611 1
33 162 1 611 0
51 29 1 611 1
51 29 0 611 1
90 73 1 611 1
90 73 0 611 1
2 78 1 612 1
2 78 0 612 1
11 69 1 612 1
11 69 0 612 1
18 30 1 613 1
18 30 0 613 1
28 90 1 613 1
28 90 0 613 1
73 6 1 614 1
73 6 0 614 1
18 4 1 614 1
18 4 0 614 1
48 87 1 615 1
48 87 0 615 1
27 87 1 615 1
27 87 0 615 1
13 6 1 615 1
13 6 0 615 1
51 29 1 615 1
51 29 0 615 1
73 6 1 615 1
73 6 0 615 1
18 4 1 615 1
18 4 0 615 1
62 2 1 616 1
62 2 0 616 1
93 126 1 616 1
93 126 0 616 1
55 28 1 617 1
55 28 0 617 1
38 45 1 617 1
38 45 0 617 1
68 33 1 617 1
68 33 0 617 1
11 69 1 617 1
11 69 0 617 1
12 42 1 618 1
12 42 0 618 1
74 57 1 618 1
74 57 0 618 1
62 2 1 618 1
62 2 0 618 1
74 1 1 618 1
74 1 0 618 1
74 33 1 618 1
74 33 0 618 1
15 19 1 619 1
15 19 0 619 1
58 45 1 619 1
58 45 0 619 1
15 73 1 619 1
15 73 0 619 1
85 31 1 620 1
85 31 0 620 1
3 6 1 620 1
3 6 0 620 1
92 35 1 620 1
92 35 0 620 1
82 42 1 620 1
82 42 0 620 1
27 29 1 620 1
27 29 0 620 1
58 45 1 620 1
58 45 0 620 1
85 0 1 620 1
85 0 0 620 1
3 29 1 620 1
3 29 0 620 1
81 103 1 621 1
81 103 0 621 1
68 4 1 621 1
68 4 0 621 1
65 4 1 622 1
65 4 0 622 1
88 164 1 623 0
17 28 1 623 1
17 28 0 623 1
89 60 1 624 1
89 60 0 624 1
5 46 1 624 1
5 46 0 624 1
20 28 1 624 1
20 28 0 624 1
91 46 1 624 1
91 46 0 624 1
56 6 1 625 1
56 6 0 625 1
71 51 1 625 1
71 51 0 625 1
79 43 1 625 1
79 43 0 625 1
36 4 1 625 1
36 4 0 625 1
35 4 1 625 1
35 4 0 625 1
72 6 1 625 1
72 6 0 625 1
76 15 1 625 1
76 15 0 625 1
28 1 1 625 1
28 1 0 625 1
38 87 1 625 1
38 87 0 625 1
91 46 1 625 1
91 46 0 625 1
36 6 1 625 1
36 6 0 625 1
72 29 1 625 1
72 29 0 625 1
49 51 1 626 1
49 51 0 626 1
62 63 1 626 1
62 63 0 626 1
31 20 1 627 1
31 20 0 627 1
92 35 1 627 1
92 35 0 627 1
27 244 1 627 1
27 244 0 627 1
20 55 1 627 1
20 55 0 627 1
50 16 1 628 1
50 16 0 628 1
18 79 1 628 1
18 79 0 628 1
17 28 1 628 1
17 28 0 628 1
71 51 1 628 1
71 51 0 628 1
62 63 1 628 1
62 63 0 628 1
7 78 1 629 1
7 78 0 629 1
21 9 1 629 1
21 9 0 629 1
87 30 1 629 1
87 30 0 629 1
89 60 1 629 1
89 60 0 629 1
70 117 1 630 1
70 117 0 630 1
48 87 1 630 1
48 87 0 630 1
3 29 1 630 1
3 29 0 630 1
68 4 1 630 1
68 4 0 630 1
65 4 1 630 1
65 4 0 630 1
79 43 1 630 1
79 43 0 630 1
76 15 1 630 1
76 15 0 630 1
49 51 1 630 1
49 51 0 630 1
18 79 1 630 1
18 79 0 630 1
7 78 1 630 1
7 78 0 630 1
21 1 1 630 1
21 1 0 630 1
87 6 1 630 1
87 6 0 630 1
87 6 1 631 1
87 6 0 631 1
50 6 1 633 1
50 6 0 633 1
8 166 0 633 1
80 7 1 634 1
80 7 0 634 1
60 18 1 634 1
60 18 0 634 1
83 23 1 634 1
83 23 0 634 1
13 42 1 634 1
13 42 0 634 1
85 0 1 635 1
85 0 0 635 1
12 168 1 636 0
82 42 1 636 1
82 42 0 636 1
62 2 1 636 1
62 2 0 636 1
64 1 1 637 1
64 1 0 637 1
5 0 1 637 1
5 0 0 637 1
19 28 1 638 1
19 28 0 638 1
35 2 1 638 1
35 2 0 638 1
7 107 1 638 1
7 107 0 638 1
62 2 1 638 1
62 2 0 638 1
93 126 1 639 1
93 126 0 639 1
31 21 1 639 1
31 21 0 639 1
31 111 1 639 1
31 111 0 639 1
58 29 1 640 1
58 29 0 640 1
38 87 1 640 1
38 87 0 640 1
94 10 1 641 1
94 10 0 641 1
39 55 1 641 1
39 55 0 641 1
8 73 1 641 1
8 73 0 641 1
39 52 1 641 1
39 52 0 641 1
73 91 1 642 1
73 91 0 642 1
5 0 1 642 1
5 0 0 642 1
73 58 1 642 1
73 58 0 642 1
51 30 1 643 1
51 30 0 643 1
20 55 1 644 1
20 55 0 644 1
18 6 1 644 1
18 6 0 644 1
21 1 1 644 1
21 1 0 644 1
51 6 1 644 1
51 6 0 644 1
18 29 1 644 1
18 29 0 644 1
22 16 1 645 1
22 16 0 645 1
48 87 1 645 1
48 87 0 645 1
68 12 1 645 1
68 12 0 645 1
76 68 1 645 1
76 68 0 645 1
50 6 1 645 1
50 6 0 645 1
58 29 1 645 1
58 29 0 645 1
51 6 1 645 1
51 6 0 645 1
68 67 1 645 1
68 67 0 645 1
19 162 1 646 0
7 78 1 646 1
7 78 0 646 1
22 33 1 646 1
22 33 0 646 1
72 4 1 647 1
72 4 0 647 1
39 52 1 647 1
39 52 0 647 1
73 58 1 647 1
73 58 0 647 1
23 19 1 648 1
23 19 0 648 1
60 18 1 648 1
60 18 0 648 1
93 115 1 648 1
93 115 0 648 1
23 73 1 648 1
23 73 0 648 1
15 73 1 649 1
15 73 0 649 1
65 6 1 650 1
65 6 0 650 1
87 45 1 650 1
87 45 0 650 1
64 75 1 650 1
64 75 0 650 1
36 75 1 651 1
36 75 0 651 1
49 56 1 651 1
49 56 0 651 1
11 70 1 652 1
11 70 0 652 1
3 4 1 652 1
3 4 0 652 1
83 47 1 652 1
83 47 0 652 1
13 166 1 652 0
79 32 1 653 1
79 32 0 653 1
72 79 1 653 1
72 79 0 653 1
83 47 1 653 1
83 47 0 653 1
10 0 1 654 1
10 0 0 654 1
55 27 1 654 1
55 27 0 654 1
65 88 1 654 1
65 88 0 654 1
36 75 1 654 1
36 75 0 654 1
11 104 1 654 1
11 104 0 654 1
66 10 1 655 1
66 10 0 655 1
81 6 1 655 1
81 6 0 655 1
92 6 1 655 1
92 6 0 655 1
80 4 1 655 1
80 4 0 655 1
38 87 1 655 1
38 87 0 655 1
72 79 1 655 1
72 79 0 655 1
66 96 1 655 1
66 96 0 655 1
80 6 1 655 1
80 6 0 655 1
90 9 1 656 1
90 9 0 656 1
70 168 1 656 0
82 29 1 656 1
82 29 0 656 1
48 168 1 656 0
22 33 1 656 1
22 33 0 656 1
92 4 1 656 1
92 4 0 656 1
82 4 1 656 1
82 4 0 656 1
74 18 1 657 1
74 18 0 657 1
90 9 1 658 1
90 9 0 658 1
64 75 1 659 1
64 75 0 659 1
3 4 1 660 1
3 4 0 660 1
11 104 1 660 1
11 104 0 660 1
80 6 1 660 1
80 6 0 660 1
92 4 1 660 1
92 4 0 660 1
67 1 1 661 1
67 1 0 661 1
79 32 1 661 1
79 32 0 661 1
82 4 1 661 1
82 4 0 661 1
66 96 1 662 1
66 96 0 662 1
17 59 1 663 1
17 59 0 663 1
27 41 1 664 1
27 41 0 664 1
51 45 1 664 1
51 45 0 664 1
17 32 1 664 1
17 32 0 664 1
68 67 1 665 1
68 67 0 665 1
67 4 1 665 1
67 4 0 665 1
18 4 1 666 1
18 4 0 666 1
87 45 1 666 1
87 45 0 666 1
25 162 0 666 1
50 58 1 667 1
50 58 0 667 1
15 100 1 667 1
15 100 0 667 1
71 52 1 668 1
71 52 0 668 1
94 10 1 668 1
94 10 0 668 1
74 18 1 668 1
74 18 0 668 1
15 7 1 668 1
15 7 0 668 1
49 56 1 669 1
49 56 0 669 1
81 3 1 669 1
81 3 0 669 1
72 6 1 669 1
72 6 0 669 1
33 162 0 669 1
72 29 1 669 1
72 29 0 669 1
62 2 1 670 1
62 2 0 670 1
73 4 1 670 1
73 4 0 670 1
93 169 1 670 0
38 87 1 670 1
38 87 0 670 1
72 29 1 670 1
72 29 0 670 1
23 73 1 671 1
23 73 0 671 1
48 168 0 671 1
31 111 1 672 1
31 111 0 672 1
7 78 1 672 1
7 78 0 672 1
25 49 1 672 1
25 49 0 672 1
50 58 1 672 1
50 58 0 672 1
71 49 1 672 1
71 49 0 672 1
15 7 1 672 1
15 7 0 672 1
58 30 1 673 1
58 30 0 673 1
82 79 1 674 1
82 79 0 674 1
18 4 1 674 1
18 4 0 674 1
81 3 1 674 1
81 3 0 674 1
58 6 1 674 1
58 6 0 674 1
76 29 1 675 1
76 29 0 675 1
17 32 1 675 1
17 32 0 675 1
67 4 1 675 1
67 4 0 675 1
58 6 1 675 1
58 6 0 675 1
82 79 1 676 1
82 79 0 676 1
35 74 1 677 1
35 74 0 677 1
33 28 1 677 1
33 28 0 677 1
62 2 1 678 1
62 2 0 678 1
35 161 1 679 0
28 10 1 680 1
28 10 0 680 1
5 109 1 680 1
5 109 0 680 1
36 4 1 680 1
36 4 0 680 1
3 6 1 680 1
3 6 0 680 1
92 35 1 680 1
92 35 0 680 1
51 45 1 680 1
51 45 0 680 1
36 6 1 680 1
36 6 0 680 1
56 50 1 683 1
56 50 0 683 1
48 1 1 683 1
48 1 0 683 1
71 49 1 683 1
71 49 0 683 1
1 167 0 683 1
2 60 1 684 1
2 60 0 684 1
27 41 1 684 1
27 41 0 684 1
31 20 1 684 1
31 20 0 684 1
3 1 1 684 1
3 1 0 684 1
91 29 1 685 1
91 29 0 685 1
8 82 1 685 1
8 82 0 685 1
20 4 1 685 1
20 4 0 685 1
39 51 1 685 1
39 51 0 685 1
64 4 1 685 1
64 4 0 685 1
79 43 1 685 1
79 43 0 685 1
68 6 1 685 1
68 6 0 685 1
73 163 1 685 0
38 87 1 685 1
38 87 0 685 1
36 6 1 685 1
36 6 0 685 1
1 39 1 685 1
1 39 0 685 1
91 4 1 685 1
91 4 0 685 1
8 66 1 685 1
8 66 0 685 1
20 6 1 685 1
20 6 0 685 1
64 6 1 685 1
64 6 0 685 1
83 48 1 686 1
